Date,LITHUANIA
2008-06,964.2517755736714
2008-07,978.8450959782945
2008-08,1014.6407423200163
2008-09,880.0749463110578
2008-10,680.787213639333
2008-11,600.0010742225395
2008-12,564.9539318551472
2009-01,608.2783726145357
2009-02,546.8668930416644
2009-03,551.0666683911628
2009-04,571.4291758130707
2009-05,617.6294571598135
2009-06,606.126610898193
2009-07,673.839198915046
2009-08,987.0487130174603
2009-09,1059.514223987133
2009-10,1054.8629036567686
2009-11,984.8996282799338
2009-12,983.3806572316141
2010-01,1207.406528440018
2010-02,1165.6680967122522
2010-03,1215.543052296554
2010-04,1176.0850002297877
2010-05,1147.9627926085298
2010-06,1165.092090488535
2010-07,1159.3790516524366
2010-08,1187.9429501535826
2010-09,1290.7673247633086
2010-10,1330.7223724238759
2010-11,1366.6069511635242
2010-12,1403.8883790218506
2011-01,1378.8812645866547
2011-02,1375.31599134286
2011-03,1344.4943123418527
2011-04,1280.5879056645126
2011-05,1237.6200498503144
2011-06,1311.9768386329947
2011-07,1253.7943496119128
2011-08,1232.3258280555792
2011-09,1187.3144263936047
2011-10,1207.973030395741
2011-11,1168.8420433214183
2011-12,1175.5526899669626
2012-01,1209.501259061843
2012-02,1260.7392139711992
2012-03,1277.9974924516637
2012-04,1360.2235766986516
2012-05,1398.268544391863
2012-06,1398.268544391862
2012-07,1441.3264934848662
2012-08,1424.8651138079013
2012-09,1383.200421570982
2012-10,1331.518115581859
2012-11,1407.4073132897552
2012-12,1477.7434098816523
2013-01,1602.1236613688852
2013-02,1616.0273174958654
2013-03,1658.784562317744
2013-04,1668.6825052243473
2013-05,1706.569348172205
2013-06,1702.521298367068
2013-07,1704.8382258054903
2013-08,1733.1024793897475
2013-09,1720.5189761705522
2013-10,1702.1803324634086
2013-11,1687.1094188539598
2013-12,1721.1288129261652
2014-01,1847.8906160934866
2014-02,1819.9432967289865
2014-03,1823.0886072426567
2014-04,1848.865450436658
2014-05,1823.5196171753355
2014-06,1862.2638451213802
2014-07,1879.233705320797
2014-08,1839.0995111819548
2014-09,1833.5798958291446
2014-10,1796.8553661044587
2014-11,1866.3150323808022
2014-12,1810.5700471830544
2015-01,1866.315032380805
2015-02,1908.9868593729761
2015-03,2005.538458638092
2015-04,2003.7492691394364
2015-05,2010.3519673162332
2015-06,1997.302452264605
2015-07,1990.7776947387886
2015-08,1979.968451545507
2015-09,1954.565515701558
2015-10,1915.6130285959107
2015-11,1923.6819637207673
2015-12,1923.6819637207664
2016-01,1904.1165049370884
2016-02,1899.653588807914
2016-03,1961.4383203570305
2016-04,1849.2673518930042
2016-05,1871.6293609911681
2016-06,1811.730128827818
2016-07,1854.982521018147
2016-08,1837.7218119197582
2016-09,1870.566674835098
2016-10,1855.3307186044997
2016-11,1846.5172185636172
2016-12,1883.1640090725416
2017-01,1941.2860665100977
2017-02,1939.526985181327
2017-03,1926.847124896554
2017-04,1945.9494413710465
2017-05,1967.6797592096189
2017-06,1913.2931672119582
2017-07,1997.5965809832448
2017-08,2071.9627677726708
2017-09,1981.6759896466604
2017-10,1983.9831009931308
2017-11,1984.7296954543528
2017-12,1915.5472672442434
2018-01,2038.4354547232651
2018-02,2047.2662255056189
2018-03,2140.460833631233
2018-04,2143.6336917577974
2018-05,2119.8137820636553
2018-06,2094.6798795658747
2018-07,2101.1186185122915
2018-08,2085.628153687476
2018-09,2089.453905701907
2018-10,1897.0154858239025
2018-11,1925.5708853086362
2018-12,1795.6713657778073
2019-01,1920.9512939858955
2019-02,1949.5066934706292
2019-03,1986.103181265052
2019-04,2088.6663858709594
2019-05,2108.061262400508
2019-06,2082.8314804568604
2019-07,2240.139756627265
2019-08,2236.7472729391907
2019-09,2280.4716999067537
2019-10,2325.1013401983823
2019-11,2315.779272001809
2019-12,2340.054010164985
2020-01,2424.010719499214
2020-02,2281.277252317995
2020-03,1846.0427311161388
2020-04,2100.350299026423
2020-05,2133.8390816946026
2020-06,2212.509181921172
2020-07,2437.2194649466414
2020-08,2435.1775271071574
2020-09,2349.3342872406283
2020-10,2314.6196844184665
2020-11,2387.378707425541
2020-12,2501.5613213431106
2021-01,2653.5392420311996
2021-02,2570.0917186243664
2021-03,2529.482739815287
2021-04,2585.277602458915
2021-05,2705.33925372011
2021-06,2643.3988140107367
2021-07,2809.177699604448
2021-08,3035.5246401518184
2021-09,2616.601720232775
2021-10,2710.1568457795206
2021-11,2720.9233907362595
2021-12,2734.0451920790783
2022-01,2692.324531664529
2022-02,2558.190429623601
2022-03,2515.9089369824264
2022-04,2556.3722224799617
2022-05,2550.23360552304
2022-06,2500.651988428821
2022-07,2516.3909049115396
2022-08,2604.4637028427587
2022-09,2601.3649332235377
2022-10,2596.4471095741887
2022-11,2726.3428154343283
2022-12,2692.07847350946
2023-01,2736.574927706555
2023-02,2808.2032792045047
2023-03,2839.6241791896355
2023-04,2962.293384950659
2023-05,2957.7842149323556
2023-06,2867.0793614347003
2023-07,2860.4205441914387
