Date,ZIMBABWE
2010-11,1000.0
2010-12,1001.4451888404167
2011-01,1078.8490626907153
2011-02,1058.9857788216198
2011-03,1000.9895410976911
2011-04,1062.0447778875368
2011-05,1097.5422167016256
2011-06,1074.1261832260946
2011-07,1045.3107016882807
2011-08,1025.7964926852326
2011-09,1024.4947225466838
2011-10,944.1874385794528
2011-11,1008.0883152392803
2011-12,1051.3669983706395
2012-01,1000.3462365973958
2012-02,1024.96091127129
2012-03,993.4273039516277
2012-04,998.5167410267142
2012-05,1114.812892484539
2012-06,1088.072329274012
2012-07,1132.7905714207698
2012-08,1108.2747821023106
2012-09,1178.1917470838725
2012-10,1326.5099440771205
2012-11,1356.8594566477557
2012-12,1395.1398168096853
2013-01,1702.0517220319134
2013-02,1720.4337438776904
2013-03,1794.9053550980723
2013-04,1795.2836841010253
2013-05,2097.398708648986
2013-06,2016.960837242144
2013-07,2093.251708746847
2013-08,1538.5755295699541
2013-09,1752.2312604385177
2013-10,1834.5834149494929
2013-11,1994.3158117893706
2013-12,1867.117549537566
2014-01,1685.402138639441
2014-02,1719.362794678056
2014-03,1628.4526744061875
2014-04,1617.787756733608
2014-05,1697.4051184079713
2014-06,1843.3384769308495
2014-07,1904.4105610421047
2014-08,2063.234954147222
2014-09,2091.130449905481
2014-10,1874.2235743906765
2014-11,1873.3501327623806
2014-12,1738.0169210289116
2015-01,1886.320934905572
2015-02,1961.9727196016668
2015-03,1900.080613275885
2015-04,1811.7383056315614
2015-05,1814.5773978771506
2015-06,1713.4787042809671
2015-07,1633.1581805419605
2015-08,1382.4289981281324
2015-09,1348.883777262916
2015-10,1350.2329302667738
2015-11,1212.1396168937024
2015-12,1179.8256052542424
2016-01,963.1772486630681
2016-02,968.5096928720651
2016-03,970.8463816687396
2016-04,1150.5906504596412
2016-05,1190.0090175899081
2016-06,1148.9297645675179
2016-07,1115.8391482419804
2016-08,1107.962706577148
2016-09,1033.450452479767
2016-10,1352.0811597348468
2016-11,1622.0743461333177
2016-12,1669.7634662421356
2017-01,1491.9882734611517
2017-02,1467.4383304144706
2017-03,1570.7202105809356
2017-04,1584.5589713163097
2017-05,1890.1700994498453
2017-06,2429.1141563425817
2017-07,2439.269670879226
2017-08,2789.472665974619
2017-09,5237.693567347336
2017-10,7964.272990239109
2017-11,4958.00065783644
2017-12,4042.4163408098316
2018-01,3484.8119297183966
2018-02,3509.519212886731
2018-03,3504.0650933561133
2018-04,4561.389498626301
2018-05,5007.16955146882
2018-06,4808.131040462785
2018-07,5763.801250626838
2018-08,5889.299643721784
2018-09,5966.859751339509
2018-10,8861.212345263852
2018-11,8731.385897792681
2018-12,9662.111930120005
2019-01,10296.581291090815
2019-02,9418.539801367582
2019-03,7347.886642725485
2019-04,8283.685702042398
2019-05,12233.003151044037
2019-06,12189.649522154576
2019-07,11529.96988986556
2019-08,9485.125359927866
2019-09,13554.573940209653
2019-10,797.6413221273699
2019-11,753.406679620604
2019-12,672.969003693757
2020-01,1005.2379846911972
2020-02,1216.8144874168242
2020-03,824.1045579819599
2020-04,883.6547637503218
2020-05,2266.9234851250076
2020-06,1305.7021284783884
2020-07,926.6550045301641
2020-08,541.8521937991978
2020-09,576.4923362171845
2020-10,498.5364857359627
2020-11,582.8492807208
2020-12,827.3552184928408
2021-01,1097.92394098378
2021-02,1509.262821232919
2021-03,1656.5634990994438
2021-04,1698.1669263663323
2021-05,1978.2687949037368
2021-06,2309.869587457326
2021-07,2999.2512190636858
2021-08,2562.069111422292
2021-09,3576.4076750315157
2021-10,4470.211801368576
2021-11,4019.6746471994097
2021-12,4381.100346865772
2022-01,4877.504659686978
2022-02,5865.874864485017
2022-03,5263.885780501057
2022-04,9342.981821881023
2022-05,4468.745528153206
2022-06,2719.350427981571
2022-07,2000.4370756907365
2022-08,1296.606777898033
2022-09,1288.1086583637152
2022-10,1141.0943995145299
2022-11,1060.787117298414
2022-12,1673.7149690255526
2023-01,1534.6264386248797
2023-02,1572.628995919712
2023-03,2319.9891932465575
2023-04,1956.6609424598507
2023-05,3163.7240826275247
2023-06,1320.051023159837
2023-07,928.5895191221626
