Date,BANGLADESH
2009-11,1000.0
2009-12,1013.7693773772779
2010-01,1223.435732777193
2010-02,1302.4536770488662
2010-03,1283.8859880833766
2010-04,1323.8217286634526
2010-05,1511.8333724689576
2010-06,1526.0747269108217
2010-07,1442.1058177660175
2010-08,1563.4595643585235
2010-09,1464.3347913105465
2010-10,1495.353979353064
2010-11,1616.495972104922
2010-12,1573.2290275291052
2011-01,1377.8806819900603
2011-02,971.5986157488431
2011-03,1063.011927320282
2011-04,970.412671239844
2011-05,945.5068620607678
2011-06,1022.8137869468761
2011-07,1103.1207125097576
2011-08,1046.187422846572
2011-09,1068.4486459237462
2011-10,911.0880172441367
2011-11,960.7024198146449
2011-12,920.0045832360223
2012-01,718.8069695650452
2012-02,836.4437227892286
2012-03,891.1626782363744
2012-04,912.9738536498052
2012-05,891.2877377414333
2012-06,851.1329882912199
2012-07,820.1121937013651
2012-08,869.8917983151518
2012-09,859.5960206513752
2012-10,830.7976400025505
2012-11,774.3090221157829
2012-12,814.8993844334798
2013-01,799.5083386414309
2013-02,788.3999738146111
2013-03,807.6946340371516
2013-04,745.3171471896253
2013-05,814.5864307735728
2013-06,866.2821327063532
2013-07,800.6917932358002
2013-08,849.1280087918574
2013-09,790.4552689719774
2013-10,814.2338222693331
2013-11,837.155576036541
2013-12,813.6034605159523
2014-01,921.310526972545
2014-02,963.0855214281356
2014-03,960.230871844809
2014-04,1001.5771285704978
2014-05,983.37863964204
2014-06,1037.7324227497513
2014-07,1031.8463109135832
2014-08,1176.128106218538
2014-09,1427.4988613534742
2014-10,1465.1407181496702
2014-11,1262.7510146672396
2014-12,1403.896275272701
2015-01,1465.4531821851542
2015-02,1474.5748812415038
2015-03,1555.626501257426
2015-04,1376.4392649559404
2015-05,1443.7956638868302
2015-06,1474.2708925553825
2015-07,1556.7992072509073
2015-08,1507.7618247380656
2015-09,1452.2922971234877
2015-10,1323.5641301311805
2015-11,1369.7999473333343
2015-12,1295.233549682862
2016-01,1302.4767443707829
2016-02,1318.5241112095155
2016-03,1179.7792543149335
2016-04,1174.4034231245885
2016-05,1321.344229351209
2016-06,1331.4382631971494
2016-07,1319.3112067234456
2016-08,1314.2318853976533
2016-09,1338.695998300478
2016-10,1352.2419688223258
2016-11,1417.236548726041
2016-12,1477.7770106612422
2017-01,1479.757516760658
2017-02,1542.5206802022792
2017-03,1528.6688413840388
2017-04,1452.0819345086938
2017-05,1429.3948385601545
2017-06,1445.6369279614794
2017-07,1381.7327439494456
2017-08,1397.7322337208304
2017-09,1461.2526495248244
2017-10,1452.1570593986555
2017-11,1518.6472700648062
2017-12,1536.6287328344197
2018-01,1509.2552430487824
2018-02,1488.666346934412
2018-03,1469.1187151533186
2018-04,1535.626294513682
2018-05,1422.9112722502973
2018-06,1437.6297937825827
2018-07,1338.6393602040887
2018-08,1409.9410503026759
2018-09,1356.030181637459
2018-10,1377.2747653381584
2018-11,1419.5899427912564
2018-12,1381.2299852988065
2019-01,1462.1069780733803
2019-02,1520.853123010476
2019-03,1518.0212640957202
2019-04,1417.8438070097413
2019-05,1429.247021488304
2019-06,1450.244028599837
2019-07,1406.1121331402085
2019-08,1398.0123896195857
2019-09,1389.5132324470824
2019-10,1272.7964344756938
2019-11,1288.7876794947613
2019-12,1172.6499682712365
2020-01,1168.4508408462918
2020-02,1115.3145984866223
2020-03,985.3018706584189
2020-04,987.6951340832306
2020-05,971.35514635886
2020-06,978.2424899859773
2020-07,970.4025466389761
2020-08,1179.4361706068473
2020-09,1170.2470991968694
2020-10,1165.0219645657553
2020-11,1143.6725130954314
2020-12,1254.2539743212117
2021-01,1367.250400232453
2021-02,1250.8307505436308
2021-03,1204.2147467699053
2021-04,1253.7191772861793
2021-05,1294.9291703474892
2021-06,1334.0392708869024
2021-07,1376.2176083196985
2021-08,1380.3410013928249
2021-09,1488.8223657529488
2021-10,1399.8504987871993
2021-11,1443.5181328644687
2021-12,1429.4018197563412
2022-01,1477.8164147167097
2022-02,1452.6758562077691
2022-03,1462.8099843737466
2022-04,1534.7714408039046
2022-05,1390.480530005088
2022-06,1341.5932249838586
2022-07,1279.1348200100535
2022-08,1318.9362529955476
2022-09,1299.8255496736836
2022-10,1248.908817062834
2022-11,1228.9094115886387
2022-12,1174.9900433921266
2023-01,1110.5195498466808
2023-02,1138.7999763639339
2023-03,1112.7692210876
2023-04,1106.4277964672567
2023-05,1134.010055576982
2023-06,1098.602093032637
2023-07,1083.687517883636
