Date,SOUTH AFRICA
2005-04,242.42103376630766
2005-05,243.5647229076568
2005-06,261.96357719369894
2005-07,283.71737102080056
2005-08,294.4566416312232
2005-09,333.96894234155843
2005-10,304.6912931404298
2005-11,335.0261566594503
2005-12,372.5544861162606
2006-01,419.93073725167744
2006-02,403.69675625136625
2006-03,428.4294741411928
2006-04,427.3614084619787
2006-05,355.3286686615583
2006-06,344.91902736635535
2006-07,345.82541340725817
2006-08,344.0379631372384
2006-09,325.55674305121175
2006-10,358.95486559293965
2006-11,372.22164380752133
2006-12,401.6762073968567
2007-01,408.82044037500543
2007-02,403.78870221869187
2007-03,426.18171719878154
2007-04,449.84590828707445
2007-05,441.21665636885325
2007-06,431.4286298331826
2007-07,424.75101589849163
2007-08,424.52912288522583
2007-09,434.4464077752014
2007-10,486.9072454416564
2007-11,443.7148277529056
2007-12,428.0037859683725
2008-01,367.0349216039475
2008-02,378.8570060621639
2008-03,335.82399638207784
2008-04,385.11705129520686
2008-05,394.8859205230227
2008-06,353.0377267875784
2008-07,366.9375977707313
2008-08,370.52584645949787
2008-09,330.54099544679787
2008-10,270.2821869697617
2008-11,269.6055613943359
2008-12,279.58046972607286
2009-01,265.12338947510364
2009-02,249.99510934954236
2009-03,281.12295097555216
2009-04,314.3261249704341
2009-05,342.1930697172143
2009-06,349.48319354472187
2009-07,363.4617091693136
2009-08,379.44799282739433
2009-09,383.7319306864375
2009-10,375.5939428759006
2009-11,389.12863597805665
2009-12,427.47848624730744
2010-01,417.91501583203325
2010-02,424.2016723254818
2010-03,474.0103246041149
2010-04,488.1176391483038
2010-05,490.18650188503966
2010-06,473.7112869017102
2010-07,501.44996698702073
2010-08,499.25288581760304
2010-09,532.9404531605825
2010-10,532.4749048673247
2010-11,550.6829935743032
2010-12,613.5688711639012
2011-01,527.0447734187479
2011-02,556.7187909979623
2011-03,569.229947987599
2011-04,573.0355827148439
2011-05,560.6151740465201
2011-06,546.1606628214288
2011-07,547.1509297642993
2011-08,538.9444371135934
2011-09,491.0567960187253
2011-10,514.9322041213102
2011-11,534.9324918536603
2011-12,543.0051230855593
2012-01,580.6248358956639
2012-02,608.5150612058565
2012-03,588.8291068442619
2012-04,596.8282342549503
2012-05,569.6781267939208
2012-06,583.4394750859169
2012-07,619.525733540063
2012-08,600.5825288498835
2012-09,613.6397661742249
2012-10,593.5874583668522
2012-11,586.317267857892
2012-12,636.2915367980752
2013-01,583.6595983561298
2013-02,593.6836575298432
2013-03,595.4508907803717
2013-04,578.6679574868798
2013-05,557.1730541893655
2013-06,545.0880024383414
2013-07,546.6087268109263
2013-08,543.3804538435086
2013-09,570.0685522816805
2013-10,597.1360125110073
2013-11,573.7127054971841
2013-12,573.5795426399694
2014-01,527.1728790634106
2014-02,562.2906057164797
2014-03,601.371975790071
2014-04,596.3451227838319
2014-05,617.3121113029647
2014-06,633.3804127910413
2014-07,653.9712152958624
2014-08,677.4318403616745
2014-09,641.8350045491709
2014-10,690.4278099510915
2014-11,696.3009505889455
2014-12,690.3257575734872
2015-01,774.0661904290619
2015-02,783.9453585102864
2015-03,803.7642688292761
2015-04,811.9216751415316
2015-05,760.8244586942212
2015-06,769.9380360766639
2015-07,731.3204366361509
2015-08,667.6507550466537
2015-09,626.0546063325501
2015-10,678.445388141175
2015-11,661.6025342048504
2015-12,575.701817232862
2016-01,556.3908473948036
2016-02,555.8767578693278
2016-03,625.3278269260165
2016-04,648.5615682284711
2016-05,604.532432046343
2016-06,652.4148333964171
2016-07,705.4946281334819
2016-08,653.9956330167134
2016-09,686.1976906320572
2016-10,696.5339578843981
2016-11,662.296396333044
2016-12,702.070701215311
2017-01,704.5815938298231
2017-02,729.3994545644958
2017-03,723.9086349830006
2017-04,750.168410331159
2017-05,741.2081667572412
2017-06,703.4865133418807
2017-07,726.9333744618194
2017-08,749.2289944743349
2017-09,705.6997299084118
2017-10,733.635448212537
2017-11,780.9412927842608
2017-12,843.8864013885203
2018-01,836.1998406089933
2018-02,852.0201682940487
2018-03,790.8290299490956
2018-04,795.7494317249259
2018-05,768.3709333073558
2018-06,735.1502013879966
2018-07,770.837247840396
2018-08,697.9814598591972
2018-09,685.6713006972755
2018-10,626.3003727021652
2018-11,681.87470304241
2018-12,670.9216878420197
2019-01,750.4475660312887
2019-02,715.8388517462006
2019-03,714.1810934581168
2019-04,773.2230236020201
2019-05,722.6542987607096
2019-06,752.0012870875718
2019-07,747.8694361513725
2019-08,689.0497493847682
2019-09,687.8192375102683
2019-10,693.6497608593033
2019-11,702.0228166945295
2019-12,756.4232712732975
2020-01,698.6339689857699
2020-02,613.7079086575718
2020-03,461.9603805656846
2020-04,523.9667168992185
2020-05,526.1787410687522
2020-06,575.390768013492
2020-07,579.0831983883501
2020-08,565.5453497010063
2020-09,571.6921401743136
2020-10,578.6535648206543
2020-11,623.5664536484137
2020-12,669.5226644741235
2021-01,692.581978056508
2021-02,713.4281411616954
2021-03,782.6837354648178
2021-04,763.2876164447104
2021-05,805.3292758896858
2021-06,765.2567026530755
2021-07,752.3039481435608
2021-08,761.7124070209901
2021-09,740.2614099909185
2021-10,740.7960921029223
2021-11,727.5220224570038
2021-12,751.2192519988357
2022-01,814.0784750937062
2022-02,850.3559420417175
2022-03,925.3381642661614
2022-04,852.5114597459702
2022-05,849.4002677670237
2022-06,759.7399235068598
2022-07,781.509791172614
2022-08,760.6576969850677
2022-09,713.5494378995165
2022-10,729.3197441582682
2022-11,837.345054889269
2022-12,776.1022201006786
2023-01,798.4798890313235
2023-02,751.8753187275864
2023-03,759.3358394255138
2023-04,755.3253585345926
2023-05,673.0387517223238
2023-06,720.5297441626648
2023-07,803.1721355669663
