Date,THAILAND
1998-12,100.0
1999-01,105.86569516872456
1999-02,99.09769112798088
1999-03,106.79031839346692
1999-04,156.08939501486915
1999-05,151.71296327389285
1999-06,180.210154338467
1999-07,151.5616226500844
1999-08,149.01949409593774
1999-09,118.73463515517801
1999-10,137.02097226048753
1999-11,149.5925860823465
1999-12,172.39648204298396
2000-01,171.64060827631863
2000-02,134.52508301645744
2000-03,149.48285909257746
2000-04,147.52658772073116
2000-05,114.61155317367373
2000-06,115.40303712239006
2000-07,92.77131385125972
2000-08,110.19355200225704
2000-09,89.24242511259718
2000-10,89.87185223329189
2000-11,91.10054490297047
2000-12,80.49322666572986
2001-01,106.3551539132046
2001-02,103.56717296837375
2001-03,89.49635827772464
2001-04,91.714140913342
2001-05,96.78759095415265
2001-06,99.10297157188528
2001-07,86.02581260008557
2001-08,99.26178603022701
2001-09,81.08900038934513
2001-10,78.68146800783718
2001-11,90.70228722716678
2001-12,89.33031429021915
2002-01,109.88753018490748
2002-02,118.63353218057124
2002-03,117.3591271511066
2002-04,113.79294338883851
2002-05,123.85455119974489
2002-06,110.78263572543891
2002-07,105.42708321617887
2002-08,101.60995054409555
2002-09,91.69980262671204
2002-10,99.61781673938111
2002-11,102.8488762863129
2002-12,96.70625839083895
2003-01,101.3370078200378
2003-02,98.16538733777432
2003-03,99.85977757974729
2003-04,101.29694800044402
2003-05,108.0031449475519
2003-06,122.30336816826362
2003-07,128.0370410923593
2003-08,145.80089069927826
2003-09,149.8531786778718
2003-10,159.198954678268
2003-11,158.01753071494676
2003-12,196.75969511049155
2004-01,182.83962677664871
2004-02,185.72709066610696
2004-03,176.71752264362846
2004-04,179.79051131173338
2004-05,174.66133700539822
2004-06,176.4814630089852
2004-07,174.08737649117697
2004-08,171.1563632699719
2004-09,173.71046408379544
2004-10,168.31030090150503
2004-11,177.5049899580707
2004-12,180.90565807393233
2005-01,196.77924356086527
2005-02,208.78677168388037
2005-03,192.47031978455308
2005-04,187.9514862904302
2005-05,194.09223730067828
2005-06,197.38062310595836
2005-07,199.89985306157328
2005-08,207.87644062443968
2005-09,220.65224668214864
2005-10,206.81587707825796
2005-11,208.3360578568224
2005-12,227.56439369067158
2006-01,250.04393275929866
2006-02,246.184614835988
2006-03,239.57545547382603
2006-04,250.5175127107701
2006-05,223.4697684322791
2006-06,215.35929191253615
2006-07,223.26914498366702
2006-08,226.87380598526548
2006-09,232.00416570510444
2006-10,248.28745363650197
2006-11,250.5710396797064
2006-12,227.18730127170042
2007-01,230.7559235267638
2007-02,241.93472132657874
2007-03,233.00114319369865
2007-04,240.92940963160842
2007-05,259.7843572244871
2007-06,271.296934774631
2007-07,305.99667389967067
2007-08,289.0902352775208
2007-09,292.4780771139909
2007-10,318.2033870412652
2007-11,292.8738848190643
2007-12,300.44565757330355
2008-01,276.88300598897445
2008-02,306.1922331963745
2008-03,286.5569900424839
2008-04,297.1840994432076
2008-05,288.9369508595556
2008-06,254.17683946715334
2008-07,222.3998807167276
2008-08,239.53437631230588
2008-09,221.02380068333912
2008-10,164.01661909856847
2008-11,157.08161094146294
2008-12,163.47162829756212
2009-01,170.20849571265532
2009-02,164.29458028874419
2009-03,162.6872662517185
2009-04,193.95047041026137
2009-05,212.18747454771153
2009-06,236.782025063736
2009-07,243.47006349368297
2009-08,246.61345376495728
2009-09,272.7503380575912
2009-10,252.8178362045555
2009-11,250.02683342462916
2009-12,280.81640645185706
2010-01,274.467361812095
2010-02,291.71072486003294
2010-03,337.2314428309388
2010-04,334.5373128024677
2010-05,352.7386011776544
2010-06,366.2935333581901
2010-07,365.45662236867184
2010-08,409.7984414781489
2010-09,435.5755861566225
2010-10,435.81600020796947
2010-11,467.0867482781505
2010-12,469.3098818871938
2011-01,418.7317162512921
2011-02,439.69141511650986
2011-03,462.1527528264316
2011-04,472.0679738133505
2011-05,467.0400890048857
2011-06,443.83476972961694
2011-07,499.6110205196338
2011-08,461.9198396193659
2011-09,410.8569453212737
2011-10,444.3715990876941
2011-11,445.8357973499417
2011-12,473.34188993774995
2012-01,508.21645867332984
2012-02,558.3277223539625
2012-03,558.9928087895844
2012-04,582.6935662088538
2012-05,551.838074841655
2012-06,554.7469141797396
2012-07,586.3140550421383
2012-08,576.0580146924623
2012-09,608.8089958024204
2012-10,594.0362608721489
2012-11,600.894339299202
2012-12,628.9215746827198
2013-01,646.5491509785232
2013-02,687.1892407203885
2013-03,711.0643242511272
2013-04,715.1783049444145
2013-05,679.1120471919113
2013-06,642.931699514797
2013-07,610.7257536235744
2013-08,546.2198379159204
2013-09,585.7851876469208
2013-10,620.7416632047838
2013-11,565.2280705510489
2013-12,515.4328872194762
2014-01,515.8643585543765
2014-02,526.2502816686571
2014-03,553.900107417651
2014-04,573.8675176214051
2014-05,564.4813495364299
2014-06,600.8981766322584
2014-07,625.2824190485427
2014-08,670.0913272648908
2014-09,701.56858294853
2014-10,703.7638772767571
2014-11,716.6286324729733
2014-12,685.7654928681407
2015-01,760.4083293120958
2015-02,770.6590803165
2015-03,791.556300400011
2015-04,760.2137294940845
2015-05,747.199421257635
2015-06,737.8084514917085
2015-07,686.9302389409246
2015-08,638.2813440383218
2015-09,607.5280694263615
2015-10,646.6374318514823
2015-11,652.3646537174009
2015-12,585.7382053043843
2016-01,612.2675942216316
2016-02,637.1134915445867
2016-03,653.4930338689778
2016-04,655.0546181794136
2016-05,675.4241823197907
2016-06,689.883131292251
2016-07,735.3399821847506
2016-08,765.3718602716762
2016-09,731.9126201405089
2016-10,733.1877080671023
2016-11,746.3658138795423
2016-12,766.2078855460312
2017-01,775.8034593707742
2017-02,794.3864453852325
2017-03,821.1592567053477
2017-04,807.4850136839459
2017-05,791.657506346341
2017-06,789.5315705463499
2017-07,784.7733557374486
2017-08,813.526449811184
2017-09,842.5936177542603
2017-10,876.1765812627666
2017-11,871.4014865076546
2017-12,908.1395975861662
2018-01,949.6946190400855
2018-02,992.5671355603722
2018-03,966.8640098679671
2018-04,982.1238433054942
2018-05,966.5970845983177
2018-06,866.5216758362484
2018-07,932.0853087510826
2018-08,958.5436640167103
2018-09,990.5489226073591
2018-10,941.6706941390595
2018-11,939.4844130077205
2018-12,903.8065631628454
2019-01,987.8430910187448
2019-02,991.1820366419544
2019-03,989.3870222832336
2019-04,1011.4623545623216
2019-05,995.5603788868358
2019-06,1067.4266942680672
2019-07,1063.8928371021736
2019-08,1048.7996127960778
2019-09,1049.309129134239
2019-10,1009.8541167888351
2019-11,1019.561110491484
2019-12,1010.7739837134086
2020-01,936.1795307165477
2020-02,829.1953784516217
2020-03,685.6747404398575
2020-04,797.6762307627863
2020-05,820.1970882525482
2020-06,829.0857643084519
2020-07,764.9451770356906
2020-08,739.8311462605149
2020-09,682.9032234338437
2020-10,671.5244527974121
2020-11,816.6761288045553
2020-12,821.2571477260032
2021-01,827.777411447316
2021-02,843.7158308819816
2021-03,892.7125861332235
2021-04,863.3470780464801
2021-05,845.3782628555202
2021-06,842.3054743054481
2021-07,784.2151806381567
2021-08,878.88549652544
2021-09,831.9833553428306
2021-10,857.9716668525394
2021-11,829.3439154635603
2021-12,873.6855183422177
2022-01,888.138794182933
2022-02,934.2269221520322
2022-03,930.909167527116
2022-04,936.2698155586127
2022-05,944.1211549405576
2022-06,886.2302381226832
2022-07,891.1397667380116
2022-08,955.022725412679
2022-09,919.2261331417413
2022-10,921.7703143238889
2022-11,978.6791043845626
2022-12,979.7536565573855
2023-01,998.997415963035
2023-02,928.9282721712851
2023-03,946.7943821782403
2023-04,900.6419188163584
2023-05,904.576853730644
2023-06,866.1195990455669
2023-07,926.0617966449281
