Date,NIGERIA
2002-05,209.74662148152336
2002-06,217.92427931354828
2002-07,206.13066370795795
2002-08,219.19287983066516
2002-09,206.22890366522094
2002-10,196.75883440237828
2002-11,205.96823630781861
2002-12,202.09713698846852
2003-01,226.7355046892116
2003-02,233.548432648037
2003-03,216.30783257669754
2003-04,216.66448682588086
2003-05,220.349066891888
2003-06,237.15095147206327
2003-07,230.23179020117269
2003-08,247.82668916464652
2003-09,258.0934416423682
2003-10,289.1539295032065
2003-11,265.35840702432694
2003-12,272.1840999457135
2004-01,324.88531798517204
2004-02,365.9813560845275
2004-03,335.87428759816373
2004-04,418.00864769170295
2004-05,461.0725810480177
2004-06,482.36143894105567
2004-07,453.30312808220845
2004-08,389.0626535599478
2004-09,368.42752223631135
2004-10,367.5431716959317
2004-11,346.7366378182917
2004-12,337.18707740051843
2005-01,326.6937430355113
2005-02,304.7235507324866
2005-03,288.07121057851714
2005-04,319.7500512419986
2005-05,331.7839322034456
2005-06,329.0216020084094
2005-07,343.43575186585167
2005-08,379.81303302120614
2005-09,431.15072322903427
2005-10,472.35418964796116
2005-11,450.47162083393727
2005-12,447.67931385607625
2006-01,444.1611395692251
2006-02,444.4785491339984
2006-03,433.72048261167095
2006-04,432.2107020480566
2006-05,453.4116809425541
2006-06,478.3333523654064
2006-07,554.7551950923352
2006-08,687.4357109236317
2006-09,656.8162778774239
2006-10,648.2942414575967
2006-11,549.6660299475141
2006-12,595.7596981117408
2007-01,717.4191760562792
2007-02,776.014842700616
2007-03,794.8535897907833
2007-04,841.0216911227504
2007-05,893.4291682116552
2007-06,952.3807265392563
2007-07,962.826942605423
2007-08,911.6003426003917
2007-09,931.9444233227155
2007-10,935.2400910879106
2007-11,1000.0
2007-12,1058.612044014197
2008-01,1046.2081438223793
2008-02,1093.4518015933645
2008-03,1016.2243172238911
2008-04,986.090508003195
2008-05,970.9313579397732
2008-06,925.231040331202
2008-07,882.0387454293414
2008-08,861.1867558749705
2008-09,841.4229426905466
2008-10,664.7797953186515
2008-11,617.97390598315
2008-12,471.41425614360946
2009-01,299.93548349850266
2009-02,379.2192865614508
2009-03,318.6796205731436
2009-04,363.952272366474
2009-05,502.6789460786463
2009-06,450.9934717249678
2009-07,396.320563422165
2009-08,363.95850063391276
2009-09,366.6336346620149
2009-10,353.3995867155987
2009-11,335.6032353320757
2009-12,353.9258455916267
2010-01,396.32969697117886
2010-02,416.9654912996735
2010-03,482.41752219759564
2010-04,492.3406824496919
2010-05,506.0218471806
2010-06,503.6956052340322
2010-07,487.95628747531777
2010-08,458.5250321864323
2010-09,410.97417853871815
2010-10,443.83402160954324
2010-11,480.38229002467824
2010-12,479.71225674234
2011-01,501.0146557069246
2011-02,480.7821342988916
2011-03,442.88783254976374
2011-04,442.00565687858176
2011-05,463.68147013677844
2011-06,451.9110651186684
2011-07,444.26421052954584
2011-08,382.2030121104578
2011-09,384.37189711027577
2011-10,397.0200044275028
2011-11,382.5287644392739
2011-12,418.05770481532005
2012-01,414.93237388424194
2012-02,412.4753712522008
2012-03,429.9939912706519
2012-04,476.90602834892536
2012-05,501.92477471612034
2012-06,471.92581681450355
2012-07,547.2341431239973
2012-08,573.5991705162639
2012-09,614.6870207368496
2012-10,623.3821886397178
2012-11,624.491612519178
2012-12,673.6446981322357
2013-01,725.4988557985587
2013-02,775.5708762341371
2013-03,801.3111126961973
2013-04,783.5236709602539
2013-05,887.1177619104261
2013-06,783.047428849492
2013-07,809.5644795722603
2013-08,767.6077725760624
2013-09,776.2250327567293
2013-10,811.0343201179583
2013-11,828.6177435303487
2013-12,836.1096207205759
2014-01,796.4119643424401
2014-02,716.3523091136527
2014-03,719.4079121696997
2014-04,760.2434162141234
2014-05,845.7233763832555
2014-06,848.8245100927113
2014-07,879.8288721623512
2014-08,883.3052598024317
2014-09,910.9728221783031
2014-10,799.7553557208516
2014-11,716.0513202638006
2014-12,704.0204562274815
2015-01,627.0888451908708
2015-02,614.1570809457418
2015-03,715.2779411277957
2015-04,750.5799973138984
2015-05,759.2565809705051
2015-06,724.173209022871
2015-07,635.1539797904051
2015-08,619.0000647372827
2015-09,676.7613566356628
2015-10,645.6097538668675
2015-11,623.8264766284838
2015-12,628.2715708065369
2016-01,526.1485937488576
2016-02,532.5965083847486
2016-03,512.4025493146513
2016-04,524.582153834527
2016-05,623.7958818448974
2016-06,464.67654835521114
2016-07,396.43938666455836
2016-08,401.92481211209014
2016-09,408.73935603076575
2016-10,403.5413013670477
2016-11,399.4951196036915
2016-12,416.61831127551517
2017-01,408.42726746380504
2017-02,383.6708799067156
2017-03,413.58119660614517
2017-04,419.4609631040711
2017-05,477.1858497937244
2017-06,518.7829913181715
2017-07,547.3971580176537
2017-08,491.00717062911696
2017-09,490.3237660704024
2017-10,506.5436610141497
2017-11,497.8337907079551
2017-12,503.6736381371467
2018-01,550.6549289674406
2018-02,558.7992079166368
2018-03,526.4783623768828
2018-04,558.7792417190145
2018-05,529.0905646419053
2018-06,534.6080296704511
2018-07,516.3955086401614
2018-08,484.13212945077646
2018-09,461.76269728731313
2018-10,470.06222276197576
2018-11,457.30662580132105
2018-12,455.4915231365244
2019-01,428.83772471498753
2019-02,457.35149490958895
2019-03,465.45843796775824
2019-04,450.1103262584234
2019-05,438.0396592349046
2019-06,428.93565434920356
2019-07,387.8462069738209
2019-08,374.2923112117446
2019-09,397.4529589399795
2019-10,359.8717288906034
2019-11,389.15672441870174
2019-12,391.35260873872966
2020-01,413.7573316143993
2020-02,359.14187661914673
2020-03,268.1307028703785
2020-04,302.98422342810164
2020-05,343.8164822036501
2020-06,327.8070393686434
2020-07,309.22483020591403
2020-08,324.02886213626647
2020-09,360.96940620478557
2020-10,416.08347013329535
2020-11,439.5732517839558
2020-12,447.8957278981277
2021-01,471.20092359858035
2021-02,420.37542818215667
2021-03,436.83479311314903
2021-04,448.2521693922197
2021-05,438.83272446042247
2021-06,470.12744654473613
2021-07,479.43882244512133
2021-08,468.44890372788177
2021-09,492.8483406901239
2021-10,501.2328246860116
2021-11,503.369727821856
2021-12,502.8454583822484
2022-01,514.2847004261276
2022-02,525.0574739572878
2022-03,521.7070784623444
2022-04,605.7091672093062
2022-05,607.238723179338
2022-06,607.0835981092528
2022-07,568.0374674541607
2022-08,562.3973266412866
2022-09,551.2005524553801
2022-10,523.1596079823553
2022-11,525.7082781466663
2022-12,523.5581156146321
2023-01,529.244639438805
2023-02,580.8786713024355
2023-03,555.2187271499103
2023-04,535.3345074023141
2023-05,630.9617091844949
