Date,HONG KONG
1998-12,100.0
1999-01,96.51729500557933
1999-02,100.84416065379256
1999-03,115.99221818491029
1999-04,144.76531909405278
1999-05,135.09952555733304
1999-06,149.68670113871434
1999-07,139.59191798150633
1999-08,142.73820817998515
1999-09,135.91312985084264
1999-10,144.9234587948166
1999-11,170.9184480272056
1999-12,186.88115258384966
2000-01,176.9217869118835
2000-02,190.3568764869732
2000-03,196.67281368570318
2000-04,187.1963544823443
2000-05,162.94657824909154
2000-06,169.91444144561822
2000-07,187.70927788699345
2000-08,197.4122636027383
2000-09,182.6266719305061
2000-10,177.40548969181395
2000-11,166.68381791465714
2000-12,170.10816691651365
2001-01,176.74261947446072
2001-02,174.64868934727252
2001-03,162.54315774715116
2001-04,162.0258523800948
2001-05,167.55343860088107
2001-06,158.7914775346737
2001-07,153.30693468924522
2001-08,137.5122922502551
2001-09,115.98115263429747
2001-10,121.34202021938624
2001-11,138.1316037231041
2001-12,145.97780719193838
2002-01,148.30239621900407
2002-02,141.8599221722338
2002-03,149.18577910249988
2002-04,152.6295923175937
2002-05,141.1756903533434
2002-06,125.47170973738203
2002-07,121.18446103668164
2002-08,115.22904493467584
2002-09,106.19071856151905
2002-10,109.78516974091968
2002-11,116.13174133121827
2002-12,101.8299694519605
2003-01,100.10839861169264
2003-02,98.50081888403818
2003-03,92.25877723286762
2003-04,90.08543513917628
2003-05,92.76557194667716
2003-06,96.29000461968008
2003-07,104.49158216623549
2003-08,120.2906319960457
2003-09,119.75331791245459
2003-10,125.11186320853986
2003-11,120.6752358739039
2003-12,116.99837051066244
2004-01,130.3712887198576
2004-02,134.56512214835305
2004-03,127.92345075736849
2004-04,124.77802108323088
2004-05,122.96021808898368
2004-06,123.39185681040871
2004-07,126.37583056039863
2004-08,134.09480128730453
2004-09,133.4715883500953
2004-10,129.87673523282166
2004-11,135.62535181468445
2004-12,135.68864937969843
2005-01,135.6178517821794
2005-02,137.6406218030197
2005-03,135.92806481315716
2005-04,142.63043446401394
2005-05,149.34370505555543
2005-06,157.71085212317723
2005-07,166.20977138351608
2005-08,162.43895069787726
2005-09,170.92890745513253
2005-10,160.8443404083548
2005-11,167.97688587812837
2005-12,169.49552300418853
2006-01,173.61135191824954
2006-02,177.13752638566706
2006-03,176.9289924083684
2006-04,179.52039390418776
2006-05,166.13936840018377
2006-06,167.33962239125847
2006-07,170.58062862294702
2006-08,176.07833202765545
2006-09,179.61925549258663
2006-10,181.60594828254656
2006-11,184.94560932480576
2006-12,197.632648619716
2007-01,203.76567078989214
2007-02,195.29430520272223
2007-03,196.8230852006328
2007-04,196.41511375686184
2007-05,203.05836329480508
2007-06,205.19117054416182
2007-07,216.5818645033433
2007-08,218.51539019465332
2007-09,241.51428191000443
2007-10,263.46830905522313
2007-11,250.23188899224365
2007-12,251.69306829668528
2008-01,219.59131868525523
2008-02,209.39450716550598
2008-03,188.36190168016626
2008-04,207.34401022042852
2008-05,206.5859810887292
2008-06,182.00072185300365
2008-07,181.08065998765636
2008-08,181.6532717462523
2008-09,157.3380773814011
2008-10,137.2077029492069
2008-11,136.28865220850568
2008-12,129.16197747085758
2009-01,140.73797203885158
2009-02,135.22290199890193
2009-03,134.5883970324847
2009-04,157.59367291995963
2009-05,174.2274046468575
2009-06,172.98317958534838
2009-07,194.71078611690132
2009-08,178.734802275571
2009-09,189.91416290561003
2009-10,193.28978193191384
2009-11,187.6076838792494
2009-12,200.41102939481806
2010-01,193.24756215304504
2010-02,204.512169130173
2010-03,217.66975616398054
2010-04,216.1426369966238
2010-05,219.31522254104485
2010-06,226.44296667065348
2010-07,225.26865280104826
2010-08,233.35228828004497
2010-09,247.66058884872294
2010-10,248.63113479780657
2010-11,270.4557642818869
2010-12,264.1321506088845
2011-01,262.84305661829336
2011-02,252.2771787126855
2011-03,248.6742137726362
2011-04,243.77849325446914
2011-05,252.98431903626826
2011-06,241.0739033739246
2011-07,248.14718647487018
2011-08,232.55778899153665
2011-09,208.6614239561178
2011-10,225.8972433731465
2011-11,216.81411939806347
2011-12,229.22761428819533
2012-01,248.82212182791326
2012-02,264.42554581545306
2012-03,253.4568180468899
2012-04,257.08321786037794
2012-05,248.43832732966968
2012-06,252.95074052041255
2012-07,269.7891184516228
2012-08,265.6139847452864
2012-09,280.80078535677745
2012-10,282.88585474848884
2012-11,290.8978469439424
2012-12,289.52398552753937
2013-01,297.6391611995639
2013-02,307.11060148405863
2013-03,307.64106727406494
2013-04,307.4113276422645
2013-05,307.33627938128524
2013-06,289.8898363032461
2013-07,295.5657384493622
2013-08,293.8505615281779
2013-09,303.121935105026
2013-10,308.0668636786747
2013-11,311.0130582595483
2013-12,307.743670983714
2014-01,296.8315430546277
2014-02,303.45498451145
2014-03,297.3332064289814
2014-04,303.267182858525
2014-05,322.8685344505717
2014-06,324.02424623451947
2014-07,351.8735014624502
2014-08,354.0575484845442
2014-09,342.1131736937249
2014-10,368.3938208628138
2014-11,372.78131385445806
2014-12,368.22615068656415
2015-01,416.69398518336146
2015-02,417.2540945317673
2015-03,439.7695668053749
2015-04,459.99062318043855
2015-05,467.7471957021651
2015-06,447.4881544542588
2015-07,443.7541577667716
2015-08,381.3188453028828
2015-09,374.50406477407006
2015-10,410.86241686133457
2015-11,416.2868415295558
2015-12,407.95181276555724
2016-01,371.4619241164527
2016-02,369.44205203070084
2016-03,386.7308286830892
2016-04,388.3975448020072
2016-05,396.0784669042093
2016-06,400.41939335892334
2016-07,425.00275610880493
2016-08,431.275799345121
2016-09,443.0154555954476
2016-10,448.9948971943247
