Date,INDIA
2014-11,801.0857799837574
2014-12,776.1324026925059
2015-01,898.3583912063922
2015-02,920.6003258992836
2015-03,921.6338403265997
2015-04,825.5791365058968
2015-05,867.6768153873223
2015-06,856.2861046104101
2015-07,878.8659948036615
2015-08,790.4823658829125
2015-09,797.1062777900785
2015-10,818.126001137095
2015-11,814.8305606900883
2015-12,811.6036097645981
2016-01,758.7201401256123
2016-02,699.6559815170194
2016-03,754.3678137680291
2016-04,754.1184880078799
2016-05,790.4458479305339
2016-06,802.5945151050349
2016-07,842.609234119394
2016-08,855.8164594399844
2016-09,840.3978031743843
2016-10,857.3007252297009
2016-11,819.8485303928122
2016-12,823.9058658844742
2017-01,839.1124668551059
2017-02,903.7994996834292
2017-03,951.6087199925655
2017-04,952.6906086186501
2017-05,938.7760627943946
2017-06,918.3204939495712
2017-07,956.814583047829
2017-08,941.7284607146363
2017-09,912.1276532246204
2017-10,993.8714818045878
2017-11,964.1902847102555
2017-12,1004.1678271901862
2018-01,1001.257912729347
2018-02,954.1185272326697
2018-03,912.2758346173225
2018-04,966.8405007971417
2018-05,964.7499982993606
2018-06,955.1563802123492
2018-07,1015.1987743478172
2018-08,1030.75698027147
2018-09,938.5322442027555
2018-10,894.9696354674401
2018-11,988.4732956120035
2018-12,977.7555060298581
2019-01,955.3246243206598
2019-02,962.9686686046203
2019-03,1066.6889404527617
2019-04,1074.726395433488
2019-05,1083.1907664416271
2019-06,1057.0269476786048
2019-07,1024.7684820388044
2019-08,1005.7811563555803
2019-09,1047.2322038117238
2019-10,1067.6036994379065
2019-11,1074.173211924666
2019-12,1071.1710554759213
2020-01,1076.424272422738
2020-02,1007.0031562038548
2020-03,754.7307543055156
2020-04,878.1413821242152
2020-05,840.8871373287794
2020-06,889.5405826486858
2020-07,933.5432374942658
2020-08,955.5918478761546
2020-09,980.7531645823071
2020-10,999.1096144303706
2020-11,1057.1445709003074
2020-12,1138.9123854873264
2021-01,1120.3921501738682
2021-02,1180.4806275875605
2021-03,1247.0582723053506
2021-04,1206.420814608899
2021-05,1291.3385943682406
2021-06,1322.5263240731115
2021-07,1335.0579342795463
2021-08,1488.040935128308
2021-09,1525.2133820273677
2021-10,1515.7338410265295
2021-11,1511.328574765218
2021-12,1552.0737838736693
2022-01,1553.079552249192
2022-02,1488.4739167532352
2022-03,1557.64806222198
2022-04,1615.5692963479228
2022-05,1499.39647665717
2022-06,1433.627486293363
2022-07,1607.7803642896392
2022-08,1698.1400311061686
2022-09,1633.214434883246
2022-10,1660.9815309490612
2022-11,1677.700716396675
2022-12,1529.9725429512648
2023-01,1458.922410262404
2023-02,1426.294599999591
2023-03,1408.4618320864315
2023-04,1444.0455708124111
2023-05,1539.6444455050753
2023-06,1575.990716517827
2023-07,1606.6013242199097
