Date,INDIA
1998-12,100.0
1999-01,115.74187013441747
1999-02,115.72873664380158
1999-03,137.46124871189966
1999-04,122.84290357591873
1999-05,148.0185442388408
1999-06,155.84090797108792
1999-07,166.58177838868482
1999-08,184.47176516727393
1999-09,182.84859291718524
1999-10,172.1546047019959
1999-11,190.92313203001328
1999-12,219.47994553484807
2000-01,249.04566707179333
2000-02,299.4277924705058
2000-03,270.3341085015189
2000-04,239.26234236486883
2000-05,207.19705331974325
2000-06,221.84742411252128
2000-07,204.63178160709282
2000-08,222.73615636823914
2000-09,199.9566133122586
2000-10,190.36119341292488
2000-11,198.80138056676319
2000-12,183.37563478360295
2001-01,201.41120286060067
2001-02,196.26669651101514
2001-03,168.22259232734234
2001-04,163.9496652750351
2001-05,178.39022951756905
2001-06,169.38057066507898
2001-07,158.52222193739948
2001-08,150.56655019646536
2001-09,129.28172438294226
2001-10,139.46692047058804
2001-11,154.6656748635266
2001-12,155.74310752008824
2002-01,163.9201875491046
2002-02,173.4212784835499
2002-03,170.971668131494
2002-04,158.208036382344
2002-05,143.00690554629406
2002-06,139.36450253872002
2002-07,130.47918273223306
2002-08,138.57110656965077
2002-09,130.8349100074368
2002-10,130.41162659026585
2002-11,143.33526499346726
2002-12,143.21364020686266
2003-01,134.22436408033602
2003-02,135.59880121014353
2003-03,123.95059283300684
2003-04,115.89746594600136
2003-05,118.93356186379047
2003-06,139.2062945688461
2003-07,151.74557920385539
2003-08,175.65378073605257
2003-09,175.14400108885366
2003-10,193.83919950073715
2003-11,192.58416545533254
2003-12,212.5177746529768
2004-01,210.5586117198621
2004-02,207.89998356975514
2004-03,215.13972126448917
2004-04,216.92888343664904
2004-05,179.4089233576592
2004-06,180.75505543680174
2004-07,195.7072320183936
2004-08,193.81970032837978
2004-09,205.76866731883493
2004-10,208.39583074336647
2004-11,223.85642432796365
2004-12,234.88955722635845
2005-01,240.61677846519012
2005-02,242.819401419929
2005-03,239.82695836774616
2005-04,228.5965890188169
2005-05,260.1402243140452
2005-06,288.2688899112014
2005-07,303.5104293323804
2005-08,300.81835043558925
2005-09,336.8879515293519
2005-10,304.5379863861486
2005-11,339.919126839687
2005-12,372.3684070291346
2006-01,389.09541919007427
2006-02,406.2148261217933
2006-03,440.0760352403058
2006-04,437.63095647006014
2006-05,368.36813740639377
2006-06,377.663286774259
2006-07,378.7648373165027
2006-08,413.18658291922316
2006-09,450.3652241461657
2006-10,476.6637905664379
2006-11,485.21646608345435
2006-12,502.976794909233
2007-01,523.427969990223
2007-02,470.4536700664137
2007-03,481.53150513896526
2007-04,526.5768720651515
2007-05,571.1452582594036
2007-06,573.5413921025652
2007-07,601.1380024789568
2007-08,584.6544512282896
2007-09,654.6996668510476
2007-10,752.9739977835416
2007-11,727.3268717971508
2007-12,785.3072378970916
2008-01,664.2624245020478
2008-02,632.3509965236077
2008-03,529.0290034613093
2008-04,598.0696659002875
2008-05,538.4854829833076
2008-06,427.2182326954831
2008-07,460.3844216979202
2008-08,482.20185162790904
2008-09,412.44610464966996
2008-10,326.77977855332557
2008-11,291.71899853703326
2008-12,292.12200495924986
2009-01,310.49211784438427
2009-02,280.81412935511054
2009-03,301.26499690689053
2009-04,360.8603346288445
2009-05,461.72849218344805
2009-06,455.8129559347543
2009-07,491.1871274763904
2009-08,479.9973612338393
2009-09,523.1223415031368
2009-10,497.4404679294996
2009-11,529.9801627964065
2009-12,573.9927129196973
2010-01,561.1160609787925
2010-02,579.2161608234418
2010-03,638.1704455624703
2010-04,661.616716375208
2010-05,659.6713543306901
2010-06,689.1777035253443
2010-07,652.6739295885956
2010-08,659.4053585243612
2010-09,713.8269452863176
2010-10,712.5291453624218
2010-11,711.094177634114
2010-12,742.4728063116864
2011-01,631.6410307049089
2011-02,615.9132354699708
2011-03,666.0391816272586
2011-04,630.4326073454597
2011-05,623.1117731164003
2011-06,628.7695911307056
2011-07,619.8606144815886
2011-08,542.2404114448731
2011-09,543.9660845859851
2011-10,568.0639752176223
2011-11,494.62073777053996
2011-12,482.12608761003986
2012-01,578.4043720713757
2012-02,593.2909934133356
2012-03,564.2132440618693
2012-04,540.8228403999531
2012-05,511.7875618697554
2012-06,535.6130099177489
2012-07,549.5860956360975
2012-08,543.0138317943663
2012-09,609.8664414641627
2012-10,582.515358357067
2012-11,606.2898798553822
2012-12,597.9949518075489
2013-01,609.914158662788
2013-02,586.8357563048886
2013-03,598.2969912002453
2013-04,607.1006447011589
2013-05,599.4001105481635
2013-06,557.9281854439579
2013-07,530.9939522000104
2013-08,477.25271528871576
2013-09,507.6225590356416
2013-10,558.8061897523113
2013-11,539.0340896172577
2013-12,550.2278679909265
2014-01,540.876749450061
2014-02,546.2109692834297
2014-03,595.0110867972926
2014-04,584.9077832592536
2014-05,651.2477470627583
2014-06,674.8355895951997
2014-07,698.9184466668055
2014-08,728.1798906885683
2014-09,748.518170781446
2014-10,784.5314985961081
