Date,NIHONKABU
1998-12,1000.0
1999-01,1040.9080567743151
1999-02,1052.7036353076298
1999-03,1223.2367043691956
1999-04,1299.6940310221823
1999-05,1243.5589381407221
1999-06,1376.0862104815824
1999-07,1457.6947585866806
1999-08,1466.0759811406442
1999-09,1545.770628996995
1999-10,1632.6505662084296
1999-11,1776.5663938914502
1999-12,1894.779079029961
2000-01,1856.5398508750543
2000-02,1837.16487929819
2000-03,2006.4871527249313
2000-04,1947.7863586275978
2000-05,1815.6839175491223
2000-06,1876.8725857168254
2000-07,1717.2652706506663
2000-08,1904.9482270476526
2000-09,1827.7396074268838
2000-10,1791.7368523042496
2000-11,1671.3777831472717
2000-12,1454.936778773255
2001-01,1451.4091857446717
2001-02,1401.7621049090103
2001-03,1416.0592055308853
2001-04,1507.9836566296237
2001-05,1573.5100488552598
2001-06,1481.6750506789554
2001-07,1326.7756120728095
2001-08,1246.032656493757
2001-09,1127.5590922368108
2001-10,1137.7070097992419
2001-11,1156.9113396443622
2001-12,1076.4067411454644
2002-01,1022.7186840007688
2002-02,1055.8683066607541
2002-03,1119.5330300660355
2002-04,1142.2746468197863
2002-05,1176.0536419474633
2002-06,1054.146102768863
2002-07,989.0432992168909
2002-08,977.3118312540931
2002-09,925.8829843008359
2002-10,861.171048379156
2002-11,892.1828988636635
2002-12,823.2692869700497
2003-01,771.9119957131343
2003-02,773.98858068317
2003-03,730.5420301792026
2003-04,708.9795282328759
2003-05,704.7276195234779
2003-06,775.7476196444436
2003-07,823.6631298964055
2003-08,933.3941040794223
2003-09,932.2734620812843
2003-10,976.2020290961376
2003-11,918.1452722567199
2003-12,932.4329026999732
2004-01,963.1149943721231
2004-02,960.6024988029683
2004-03,1102.9992901738149
2004-04,1069.0658832297856
2004-05,1012.1357647255747
2004-06,1070.924494703475
2004-07,1017.8067078186306
2004-08,1014.0224612811023
2004-09,968.4840126372835
2004-10,970.5654335270149
2004-11,973.797450582684
2004-12,1000.571607919028
2005-01,1019.0512615400041
2005-02,1021.556571266752
2005-03,1022.5614749803134
2005-04,1002.5390538714494
2005-05,1038.3685937600578
2005-06,1057.9350365669472
2005-07,1065.1342649273429
2005-08,1125.181160594338
2005-09,1267.212423204742
2005-10,1260.7237333424005
2005-11,1334.2820295060244
2005-12,1447.9220773872096
2006-01,1476.8445781847588
2006-02,1490.6188836976078
2006-03,1505.7534286577097
2006-04,1488.6541785600787
2006-05,1370.0540364703809
2006-06,1361.1619849908711
2006-07,1356.3055642550733
2006-08,1372.3757860040862
2006-09,1364.5017702289651
2006-10,1377.2167177615402
2006-11,1334.9099403095436
2006-12,1374.8303609084103
2007-01,1406.4712569917565
2007-02,1439.3694488629005
2007-03,1409.39094986374
2007-04,1347.328914991999
2007-05,1387.8715958311736
2007-06,1379.6360101760501
2007-07,1359.1798869730717
2007-08,1325.6662629761815
2007-09,1299.6256578622915
2007-10,1272.7869039372097
2007-11,1231.324030949976
2007-12,1187.7543830341267
2008-01,1120.516376576004
2008-02,1099.690323808283
2008-03,1011.7545455414132
2008-04,1104.1271176754392
2008-05,1134.0299442326773
2008-06,1043.0115391626798
2008-07,1017.7311764218061
2008-08,1036.310509650819
2008-09,965.2765067581001
2008-10,911.7459723744128
2008-11,899.9493961701875
2008-12,888.6926661896557
2009-01,897.9092696108087
2009-02,794.901878562117
2009-03,775.9824084162714
2009-04,852.1102564554739
2009-05,879.5568717045663
2009-06,902.8469552270572
2009-07,930.7220239730743
2009-08,956.1782367038085
2009-09,922.9590648987955
2009-10,891.0073626291188
2009-11,866.9559939858137
2009-12,913.595748887891
2010-01,960.4110846480422
2010-02,989.1262790508176
2010-03,1047.8606830088054
2010-04,1064.706015848604
2010-05,1060.7003335117222
2010-06,1041.5348890534358
2010-07,1013.8312188761679
2010-08,1015.8633239980344
2010-09,989.3801065384446
2010-10,991.2303778303251
2010-11,1080.3531680829426
2010-12,1127.4964929399102
2011-01,1104.9885652197368
