Date,CHINA 50
2006-12,800.7971005764101
2007-01,774.195469910089
2007-02,742.3588233258032
2007-03,763.9717182732247
2007-04,770.7662126942727
2007-05,838.5968921559459
2007-06,940.1185048314344
2007-07,1027.3706541678241
2007-08,1106.2112133197122
2007-09,1279.770864388492
2007-10,1477.1146659567587
2007-11,1268.3921535577715
2007-12,1207.5154684460747
2008-01,939.2817840496857
2008-02,1015.3182579536714
2008-03,858.9064947888774
2008-04,1017.5608229761219
2008-05,966.6619892437315
2008-06,838.2139220582775
2008-07,869.7689867659201
2008-08,849.918959194482
2008-09,701.9601963441868
2008-10,599.9267476656429
2008-11,626.6196281920551
2008-12,626.9764403194152
2009-01,620.1153697050315
2009-02,604.9233370231321
2009-03,655.7841929444647
2009-04,723.5421776602764
2009-05,786.2515937458807
2009-06,822.9508611908108
2009-07,899.6036479357297
2009-08,828.4659668277434
2009-09,851.7560581412497
2009-10,896.2538993032933
2009-11,894.7765641377262
2009-12,938.6675672292054
2010-01,881.4540819938302
2010-02,917.3831859187095
2010-03,973.4508674411331
2010-04,990.6772369476424
2010-05,1021.932171296911
2010-06,1044.0228791271431
2010-07,1018.411479808074
2010-08,1014.6880332836116
2010-09,1027.8219345517145
2010-10,1048.5140283395815
2010-11,1092.0474025813585
2010-12,1054.7516310740918
2011-01,1025.6818723813865
2011-02,1006.9148553027022
2011-03,1033.3583138759457
2011-04,1002.6416438177275
2011-05,1052.2732137188848
2011-06,1007.778848547812
2011-07,1016.6293728478299
2011-08,925.3343452860156
2011-09,841.7100879413086
2011-10,924.7155733001359
2011-11,885.5213990326322
2011-12,941.8092416216913
2012-01,1037.7393213058715
2012-02,1068.572936645026
2012-03,1004.660941807048
2012-04,1048.9343047451143
2012-05,1000.0
2012-06,1003.824352193083
2012-07,1061.3302016646285
2012-08,1003.5527793634524
2012-09,1046.4157605722821
2012-10,1093.2013388607454
2012-11,1106.7150891275023
2012-12,1140.1634996604569
2013-01,1154.6044757379047
2013-02,1146.8181550089275
2013-03,1117.2419580058436
2013-04,1104.5223005899686
2013-05,1108.1404801860701
2013-06,1034.397289098252
2013-07,1056.4127636529859
2013-08,1087.3823441420225
2013-09,1119.856645203444
2013-10,1139.13535647826
2013-11,1190.1273739722867
2013-12,1131.7276546661897
2014-01,1078.3282788782005
2014-02,1081.2912856803896
2014-03,1065.9791630756902
2014-04,1039.1064390955094
2014-05,1111.522279074231
2014-06,1146.9096238089755
2014-07,1271.0475893053251
2014-08,1297.0669311473257
2014-09,1259.2221126436589
2014-10,1328.4390143052728
2014-11,1351.4379983315075
2014-12,1412.9000886629242
2015-01,1555.434041034427
2015-02,1617.444336160518
2015-03,1715.9480319799661
2015-04,1880.9378958502116
2015-05,1849.384173122094
2015-06,1745.8742310777777
2015-07,1582.6563058567951
2015-08,1380.5995922454779
2015-09,1350.2366261426719
2015-10,1490.6582362512254
2015-11,1499.020920761493
2015-12,1432.0724703319177
2016-01,1271.3522248935215
2016-02,1235.1157343773848
2016-03,1307.6527867337938
2016-04,1301.0609004238547
2016-05,1339.0396301033288
2016-06,1361.0955386149037
2016-07,1401.7551175628
2016-08,1512.1041173317528
2016-09,1537.894063815694
2016-10,1541.2462775558388
2016-11,1560.7109491505373
2016-12,1509.8359607153416
2017-01,1575.1779262247078
2017-02,1649.865804745167
2017-03,1673.1851403276175
2017-04,1691.4225673931483
2017-05,1724.8375820302683
2017-06,1741.1450763126672
2017-07,1835.547669175122
2017-08,1903.8088082431962
2017-09,1915.5934964876303
2017-10,2024.1930966003995
2017-11,2023.4961062105247
2017-12,2032.9696987040502
2018-01,2226.734613550258
2018-02,2113.7615735315007
2018-03,2026.6385219138706
2018-04,2061.444714743572
2018-05,2165.011417699165
2018-06,2074.887081144063
2018-07,2021.6494081546539
2018-08,1964.1246215009674
2018-09,1941.1772519978667
2018-10,1762.6604856402196
2018-11,1895.580406979538
2018-12,1761.6596396333787
2019-01,1959.3795468980088
2019-02,2023.0367609299833
2019-03,2100.3935896328185
2019-04,2163.2300226392904
2019-05,1883.2375342652147
2019-06,2000.6408122522669
2019-07,2040.9915978283739
2019-08,1970.4619983767345
2019-09,1989.6715974283343
2019-10,2007.9653411450722
2019-11,2085.748563369257
2019-12,2221.9077938880105
2020-01,2140.430287365124
2020-02,2172.3217373609223
2020-03,2050.0166911215774
2020-04,2173.6387344647696
2020-05,2132.720930913282
2020-06,2293.6333987490852
2020-07,2357.4919585138887
2020-08,2481.190316324514
2020-09,2453.679031371975
2020-10,2629.921303678762
2020-11,2598.6788781647306
2020-12,2576.3382437115356
2021-01,2804.5368635208697
2021-02,2766.5527049116504
2021-03,2675.1815074124243
2021-04,2633.934506930265
2021-05,2594.6132987646874
2021-06,2684.6538135208702
2021-07,2265.192950628217
2021-08,2248.1618126168073
2021-09,2149.177341125045
2021-10,2268.5439147625034
2021-11,2160.2880482770056
2021-12,2044.0440883150618
2022-01,2041.0031014397891
2022-02,1899.0478897244827
2022-03,1774.9933780185097
2022-04,1815.894641769686
2022-05,1795.2300597814206
2022-06,1963.7122817545533
2022-07,1797.6789791213941
2022-08,1852.3184082825853
2022-09,1614.1638937749694
2022-10,1270.4497628714878
2022-11,1633.260752193866
2022-12,1685.1778869815744
2023-01,1884.045062862508
2023-02,1692.9476862562353
2023-03,1758.1542062619528
2023-04,1603.2006967821635
2023-05,1530.3773868981514
2023-06,1572.280988234088
2023-07,1748.703512015203
