Date,CHINA A 50
2004-11,1000.0
2016-11,5984.5604257618415
2016-12,5592.615984344263
2017-01,5713.419392836354
2017-02,5863.426398081582
2017-03,5855.485016325169
2017-04,5741.4551499746985
2017-05,5993.434842101717
2017-06,6332.376219696407
2017-07,6351.846849566261
2017-08,6591.907482172236
2017-09,6611.450790031171
2017-10,7230.4710399833575
2017-11,7239.081299045215
2017-12,7397.935932607707
2018-01,8094.000681250304
2018-02,7595.709719643374
2018-03,7249.601583982361
2018-04,7066.747829388718
2019-05,7535.222611067787
2019-06,8007.267019668928
2019-07,8291.76986270834
2019-08,8022.941560536099
2019-09,8155.1902809963585
2019-10,8268.939375707934
2019-11,8222.937245486684
2019-12,8676.876703838192
2020-01,8484.652514538739
2020-02,8236.074361889272
2020-03,7622.366923218464
2020-04,8225.059401928831
2020-05,7930.301766053367
2020-06,8554.413504615697
2020-07,9206.624023022456
2020-08,9607.800941810521
2020-09,9481.990672214099
2020-10,10048.783373485187
2020-11,10561.423209713384
2020-12,11253.949963210967
2021-01,11873.731181570116
2021-02,11827.75486978761
2021-03,11278.566273404002
2021-04,11435.210655122024
2021-05,11946.057217233918
2021-06,11816.097940986
2021-07,10446.307737652593
2021-08,10250.072713343634
2021-09,10782.759825558831
2021-10,11205.531254996176
2021-11,11347.709773652246
2021-12,11326.463075046244
2022-01,10731.377305710974
2022-02,10738.419612585396
2022-03,9926.79757424283
2022-04,9760.40063690117
2022-05,9593.76306437247
2022-06,10998.703234178554
2022-07,10342.245152625686
2022-08,10064.386102022552
2022-09,9424.570789771004
2022-10,7988.169520168101
2022-11,8765.454643655925
2022-12,8958.752701659152
2023-01,9769.281301528203
2023-02,9352.260520187152
2023-03,9024.076957877623
2023-04,8679.535727037892
2023-05,8158.442929607043
2023-06,8061.774954180292
2023-07,8686.14857208719
