Date,ARGENTINA
1998-12,100.0
1999-01,98.37781063697366
1999-02,103.27105076395362
1999-03,113.92974456782214
1999-04,150.60217344532145
1999-05,146.70304373335009
1999-06,142.09736701277131
1999-07,130.35025463989797
1999-08,137.7423322942489
1999-09,140.99285814693775
1999-10,142.57091737406708
1999-11,148.2252275077516
1999-12,157.322406518544
2000-01,168.90774625248227
2000-02,194.87403136791872
2000-03,175.4714525731271
2000-04,167.53080189007946
2000-05,154.78150233019295
2000-06,158.8817145841047
2000-07,157.46350200370497
2000-08,159.1922405021144
2000-09,153.84210434595505
2000-10,148.69509988228043
2000-11,131.03200996625108
2000-12,125.85260462972086
2001-01,165.80480530038076
2001-02,135.85070698552397
2001-03,144.51439799297532
2001-04,141.12447462291996
2001-05,149.8858866894768
2001-06,140.1960945954737
2001-07,107.87464390916362
2001-08,105.10340698432046
2001-09,80.02792150786978
2001-10,72.64351960650517
2001-11,70.53189512555026
2001-12,108.45459939907688
2002-01,86.95994442013388
2002-02,74.7600893054356
2002-03,58.99860470295133
2002-04,49.9339598971553
2002-05,33.920989740129016
2002-06,34.483387029815994
2002-07,37.20157135488092
2002-08,38.58968784203211
2002-09,37.165747888185884
2002-10,40.22177143259848
2002-11,41.815352472438484
2002-12,45.50811919168491
2003-01,48.23434216805957
2003-02,53.43744824117261
2003-03,52.110123791677616
2003-04,57.19383523383516
2003-05,53.87213410469038
2003-06,62.69791788775717
2003-07,60.83523818324144
2003-08,61.09080559281073
2003-09,64.73984353855016
2003-10,68.3429331430457
2003-11,66.97247432835972
2003-12,76.22837785054169
2004-01,82.31424655770445
2004-02,84.7219014889045
2004-03,86.70999509727083
2004-04,77.84921696129841
2004-05,70.51387396606992
2004-06,72.7891898810631
2004-07,76.44196600288247
2004-08,77.28422966196217
2004-09,90.30575888370339
2004-10,89.11508422638775
2004-11,88.32061350322698
2004-12,89.40213919047049
2005-01,93.14568760240694
2005-02,113.93638466848782
2005-03,105.83408821442909
2005-04,100.1498495012326
2005-05,118.96663238816969
2005-06,126.14978210263135
2005-07,145.18418127081262
2005-08,160.88162453261813
2005-09,189.2050112020058
2005-10,163.49071550882414
2005-11,166.67910881877512
2005-12,168.02934419053847
2006-01,203.00468623178057
2006-02,197.16694882766848
2006-03,209.03939875897345
2006-04,240.60330455333533
2006-05,193.41413894076447
2006-06,207.99684338538142
2006-07,206.65889324752132
2006-08,197.05475455549958
2006-09,195.86315009787634
2006-10,212.56512138716332
2006-11,237.2277087815727
2006-12,251.47448042919953
2007-01,251.43938537724827
2007-02,242.85996347216624
2007-03,243.49946911753966
2007-04,244.20499749366275
2007-05,266.4468378623954
2007-06,256.2990667022751
2007-07,250.551426577568
2007-08,243.72586281202405
2007-09,250.9730517074492
2007-10,255.9915555519627
2007-11,227.91268602768596
2007-12,217.68615629169267
2008-01,198.22077502968816
2008-02,211.82196564246567
2008-03,214.7477261569997
2008-04,223.59813356050924
2008-05,259.6177221415784
2008-06,292.34018593412117
2008-07,238.21250064413744
2008-08,232.7924442408068
2008-09,183.76743435875034
2008-10,118.72196729690275
2008-11,116.57038552299518
2008-12,104.29789768737366
2009-01,108.60547748616477
2009-02,95.24780141573069
2009-03,92.74132975367853
2009-04,100.00910580284062
2009-05,95.30219025457238
2009-06,120.26508239611131
2009-07,128.0873049256478
2009-08,142.73446519122047
2009-09,146.6253697600773
2009-10,156.32063632730288
2009-11,151.70020458922124
2009-12,165.72315549526732
2010-01,165.61277386449692
2010-02,160.70009026603745
2010-03,185.06111956298122
2010-04,189.3300934816909
2010-05,182.7038510720437
2010-06,192.68407032209663
2010-07,209.97299349312829
2010-08,225.65719558741773
2010-09,244.55497986256398
2010-10,278.72801248982216
2010-11,307.2012319089803
2010-12,314.3633490387786
2011-01,304.0128779689606
2011-02,277.40667525088816
2011-03,261.5094519366027
2011-04,246.24356264426456
2011-05,257.09962845549427
2011-06,267.24307702891747
2011-07,260.03237994088835
2011-08,228.7389199457481
2011-09,197.14943593346553
2011-10,193.05843329216833
2011-11,199.09248170146543
2011-12,198.36081143969804
2012-01,222.7176142595456
2012-02,179.9166854731339
2012-03,181.20832754529133
2012-04,128.12120859601617
2012-05,116.21488598477531
2012-06,109.08520990768959
2012-07,110.98913906315624
2012-08,108.44824699713095
2012-09,108.50174347836901
2012-10,99.75882850688554
2012-11,104.87657095468973
2012-12,122.94592006591752
2013-01,139.3597184398913
2013-02,114.58739360720365
2013-03,129.666758492294
2013-04,132.49543612545128
2013-05,130.03954256285854
2013-06,125.35684658054569
2013-07,134.09561976251783
2013-08,151.67270576765284
2013-09,166.52206959056625
2013-10,178.82163310884022
2013-11,215.16083597207535
2013-12,195.48384301153288
2014-01,152.0984077126036
2014-02,177.34500704329494
2014-03,206.90672082805648
2014-04,210.07819461719274
2014-05,221.77228185883064
2014-06,247.20170153940484
2014-07,268.91216172703395
2014-08,237.33094473699924
2014-09,276.5184191985204
2014-10,287.63964602249115
2014-11,285.6230652617206
2014-12,265.34437082993253
2015-01,269.7282001688861
2015-02,326.25381340135766
2015-03,373.6207663822142
2015-04,353.60976549049815
2015-05,330.6756577155371
2015-06,311.2957402902944
2015-07,282.44685097081003
2015-08,274.8949799293653
2015-09,227.95938855169052
2015-10,333.8814621801234
2015-11,314.69253489265884
2015-12,294.3397892115712
2016-01,306.17674389684026
2016-02,330.3423017792023
2016-03,304.11042201961266
2016-04,314.5612413511142
2016-05,324.674224237041
2016-06,335.2252439265756
2016-07,332.2474071739929
2016-08,326.26588657986946
2016-09,340.60713245385944
2016-10,346.32602367030313
2016-11,325.4973155626843
2016-12,318.5797547707789
2017-01,368.2171435869791
2017-02,377.83331807571835
2017-03,423.48487490723943
2017-04,426.8487274324244
2017-05,438.0890653969459
2017-06,417.0263291411337
2017-07,375.83230792464076
2017-08,414.29728135689186
2017-09,459.7103778433235
2017-10,492.5904430561101
2017-11,458.62869389610944
2017-12,485.88785732761477
2018-01,478.4812211212294
2018-02,463.93374292656785
2018-03,448.0716040637842
2018-04,434.77456238007744
2018-05,351.6353433055661
2018-06,274.358796995788
2018-07,312.37971766012015
2018-08,239.94500814074297
2018-09,250.7418302163072
2018-10,252.18475262825294
2018-11,266.5352380527449
2018-12,251.42831007872434
2019-01,299.8836171995585
2019-02,270.2289237208241
2019-03,250.83357768216698
2019-04,231.57994254922346
2019-05,263.2288427666028
2019-06,326.0906436171976
2019-07,329.67295160834954
2019-08,165.3133623534456
2019-09,181.17712495336954
2019-10,168.5295426873343
2019-11,182.62832516814746
2019-12,203.0899621503612
2020-01,200.2854092111887
2020-02,185.36854872206175
2020-03,126.0714158071807
2020-04,140.36457573064274
2020-05,165.64873806612263
2020-06,176.98702187818034
2020-07,189.13224322802662
2020-08,184.3971704324307
2020-09,180.8206397097933
2020-10,181.52451192712059
2020-11,195.46769609298082
2020-12,210.03710825180107
2021-01,186.04024807770185
2021-02,206.71434118890323
2021-03,205.62076999318535
2021-04,215.76138769757438
2021-05,209.31584575160906
2021-06,215.57940842436733
2021-07,229.43045749511379
2021-08,300.6914321640167
2021-09,269.3519950551344
2021-10,298.8008002765303
2021-11,256.5974478214115
2021-12,273.31939047561036
2022-01,291.6593300245412
2022-02,284.68155261091357
2022-03,331.78658790452903
2022-04,303.66206990875617
2022-05,309.72468345039385
2022-06,254.47026378211856
2022-07,284.6334801253056
2022-08,320.49410414011476
2022-09,325.5634142500009
2022-10,356.75204473720254
2022-11,365.2167719821772
2022-12,396.63231091692717
2023-01,449.9439512848656
2023-02,450.247121775501
2023-03,408.10942764984554
2023-04,416.9755298460849
2023-05,448.4838703805334
2023-06,552.0716473774867
2023-07,559.1229082033311
