Date,CHINA
2021-09,534.3750412218917
2021-10,552.054313634319
2021-11,533.6920436113732
2021-12,511.59791664947244
2022-01,503.68152944600314
2022-02,483.0907430686998
2022-03,448.68120700196636
2022-04,453.90516190778663
2022-05,452.3248057562083
2022-06,494.22331128424383
2022-07,458.8807981341966
2022-08,466.37312236514333
2022-09,409.0791494978613
2022-10,337.32210743431557
2022-11,420.00642304454715
2022-12,426.299527077058
2023-01,468.27175853311144
2023-02,429.8010160198167
2023-03,438.4851117493537
2023-04,409.268962778337
2023-05,388.14270058254465
2023-06,394.532025492976
2023-07,432.79593816458237
