Date,CHINA
1998-12,100.0
1999-01,84.17981238805693
1999-02,83.39551404936346
1999-03,96.32052225710748
1999-04,122.97695279354173
1999-05,125.05626727388025
1999-06,185.69539399976966
1999-07,156.57886816732494
1999-08,157.39051942107318
1999-09,149.860625827237
1999-10,139.582902270211
1999-11,142.92511959712
1999-12,132.76934477431382
2000-01,130.09153559523844
2000-02,107.9302272795113
2000-03,111.07755495886416
2000-04,127.65106617175515
2000-05,127.66861924129353
2000-06,140.0236574975868
2000-07,142.10853654400898
2000-08,142.0826131436411
2000-09,125.73181603225778
2000-10,124.79862252247675
2000-11,105.332819268176
2000-12,98.46363060694888
2001-01,113.81981968982383
2001-02,104.60036275145546
2001-03,91.16347238304768
2001-04,100.12804394068868
2001-05,107.58781617275476
2001-06,111.27392232982493
2001-07,93.07786323789314
2001-08,70.25176639848416
2001-09,67.68524939947756
2001-10,70.1820466049126
2001-11,77.48369898801288
2001-12,78.17359677172212
2002-01,73.26753481740036
2002-02,73.50710997964057
2002-03,76.99699169478691
2002-04,77.8007101645112
2002-05,76.18975886687075
2002-06,69.65355057699108
2002-07,67.09846597860371
2002-08,65.77360505119833
2002-09,60.07416594768992
2002-10,60.292657956834354
2002-11,62.50638590339349
2002-12,57.01272393100721
2003-01,58.398383466646635
2003-02,56.71487130784836
2003-03,53.86266617727483
2003-04,52.73427141794013
2003-05,56.42969990057364
2003-06,61.50077763844545
2003-07,68.96607058497344
2003-08,75.40708929531164
2003-09,71.64172236885274
2003-10,82.67483328185332
2003-11,80.98373189049946
2003-12,88.96945384657089
2004-01,89.75168466321445
2004-02,95.3214305114441
2004-03,88.25659709387874
2004-04,78.65490206462023
2004-05,82.51572576593183
2004-06,82.31390739619711
2004-07,83.48903515726921
2004-08,83.0495394229145
2004-09,87.28950942129886
2004-10,83.15090379286312
2004-11,87.59353768976868
2004-12,84.12084773728446
2005-01,85.8048660681237
2005-02,90.5088746200959
2005-03,87.6743622726279
2005-04,88.62832732963665
2005-05,93.56303902405057
2005-06,99.40694088162124
2005-07,106.26782355784854
2005-08,105.53200298753208
2005-09,113.97862684383608
2005-10,103.49288124498308
2005-11,112.54525413781764
2005-12,116.09809110142473
2006-01,128.64475943988901
2006-02,135.1513695637897
2006-03,137.40640848274654
2006-04,138.9233948522666
2006-05,129.21565881257465
2006-06,132.48991599856333
2006-07,136.27097653177145
2006-08,138.8190331400645
2006-09,145.4973383704899
2006-10,154.36653769126465
2006-11,164.8825858275382
2006-12,189.91271240401863
2007-01,184.55063644831733
2007-02,178.3575208714114
2007-03,183.81181768398088
2007-04,186.03222067558636
2007-05,202.88833819529373
2007-06,225.4690895350167
2007-07,245.4777996171735
2007-08,264.24600735474286
2007-09,303.8075888633463
2007-10,348.1989996133546
2007-11,296.81126444361934
2007-12,284.73767056181526
2008-01,220.54816103412932
2008-02,238.28828887100167
2008-03,200.49500040162928
2008-04,235.90822329136603
2008-05,224.62601317749258
2008-06,194.66421716666508
2008-07,201.10292975584153
2008-08,195.6844191980348
2008-09,163.2838805933305
2008-10,139.73782412072669
2008-11,145.9986233753992
2008-12,147.26806682738544
2009-01,146.47824831628546
2009-02,143.10881256359525
2009-03,156.23773108825975
2009-04,173.928410444187
2009-05,191.13710994211766
2009-06,200.84927068958834
2009-07,220.2365137713954
2009-08,202.28634090224887
2009-09,207.88519990603933
2009-10,219.2174107766618
2009-11,220.72888736614175
2009-12,232.0396269662488
2010-01,218.83467079097989
2010-02,227.7734273661339
2010-03,242.16788780622574
2010-04,245.6180739643754
2010-05,251.89050479161088
2010-06,255.53827548922095
2010-07,250.75600092851639
2010-08,249.96699011241873
2010-09,253.88211074470607
2010-10,259.0772842306535
2010-11,270.04165718186323
2010-12,260.1577117702326
2011-01,253.24558130836357
2011-02,246.8413826965539
2011-03,253.0343308059735
2011-04,245.96529616157085
2011-05,254.75812072793403
2011-06,243.34384857503582
2011-07,243.50161341895074
2011-08,220.38240283721575
2011-09,196.72860862635707
2011-10,217.93193086471905
2011-11,206.83758541673834
2011-12,219.80960355270165
2012-01,241.5769019878611
2012-02,251.80932701769572
2012-03,235.5215536289977
2012-04,245.39183998854426
2012-05,235.1265391264753
2012-06,234.15382179471075
2012-07,244.74626877257384
2012-08,231.63042816891735
2012-09,241.89542801219832
2012-10,253.8829300816726
2012-11,257.67479000690776
2012-12,266.4326711192779
2013-01,269.4507067687436
2013-02,268.76416795806944
2013-03,261.1334788411259
2013-04,257.22964502206884
2013-05,259.4561190311996
2013-06,241.10041765336942
2013-07,245.61515572967681
2013-08,253.33942749726546
2013-09,259.8739849500754
2013-10,265.2551350192318
2013-11,277.7302686051994
2013-12,265.01254932487717
2014-01,252.65068671773216
2014-02,253.16158370580794
2014-03,249.4151851355381
2014-04,242.26971750599716
2014-05,257.77963337502206
2014-06,265.38110454795776
2014-07,293.7216302193312
2014-08,299.0317860573517
2014-09,292.01783607224365
2014-10,307.1206509061109
2014-11,313.49668664849105
2014-12,326.72036095830606
2015-01,358.2754373593894
2015-02,372.12597292374664
2015-03,397.9904542624036
2015-04,445.0707810485003
2015-05,438.1105580619894
2015-06,407.47135269469624
2015-07,366.7405993554037
2015-08,319.36771165433436
2015-09,314.5059435936209
2015-10,346.6650589195153
2015-11,350.3557986784714
2015-12,336.1953546989927
2016-01,294.5860578123646
2016-02,285.9509901882882
2016-03,305.1011584866888
2016-04,302.9568848289789
2016-05,309.38908063130344
2016-06,313.84519173785674
2016-07,322.71997814931717
2016-08,347.9042192388891
2016-09,353.57834427077563
2016-10,355.461924977507
2016-11,362.9310007138018
2016-12,350.0788483480745
2017-01,364.86380430506455
2017-02,384.2093347227342
2017-03,389.8646526683381
2017-04,393.13292307721605
2017-05,400.8322440815615
2017-06,404.5570126327658
2017-07,426.37053018958244
2017-08,440.7674647070612
2017-09,447.92548644558235
2017-10,472.6244910433558
2017-11,468.9632140390752
2017-12,474.5779104729956
2018-01,514.5824941839799
2018-02,491.9357745598388
2018-03,471.7985829646015
2018-04,480.1502493483788
2018-05,506.2421091132931
2018-06,479.86402595882436
2018-07,467.2152841223677
2018-08,452.05382437389795
2018-09,446.56244811277315
2018-10,405.27481918598903
2018-11,435.28865622418346
2018-12,405.04508877134856
2019-01,448.1529349555201
2019-02,467.1856263250453
2019-03,485.32431453440427
2019-04,497.0978847616648
2019-05,434.6756915518322
2019-06,459.76333641901317
2019-07,467.8879566218251
2019-08,453.2890210350359
2019-09,457.82747163288764
2019-10,465.4437123176003
2019-11,479.3519530970073
2019-12,510.0914776378032
2020-01,491.85738949313213
2020-02,501.04822094446837
2020-03,468.5236277956522
2020-04,499.00135113090175
2020-05,489.0383842111264
2020-06,528.0654499262125
2020-07,549.2075836126564
2020-08,573.8871423466109
2020-09,569.3357802103501
2020-10,603.4701827763608
2020-11,603.9554686425514
2020-12,606.7980995324774
2021-01,656.1159001175475
2021-02,649.9142016955201
2021-03,629.0211489676109
2021-04,622.6889415557494
2021-05,617.8846199350778
2021-06,637.8644335242337
2021-07,549.813610453459
2021-08,552.3379273877382
