Date,NETHERLANDS
1998-12,100.0
1999-01,95.6795857666493
1999-02,98.34849483204127
1999-03,101.07914365623456
1999-04,109.76980042297295
1999-05,105.03369979671653
1999-06,106.57214062031395
1999-07,106.04094381577204
1999-08,109.98841794535211
1999-09,105.17808255657764
1999-10,110.2846188774337
1999-11,114.43644821349012
1999-12,125.85958268431844
2000-01,113.59968785650697
2000-02,122.85520475914569
2000-03,127.27649713815343
2000-04,129.24015029522357
2000-05,130.45588189999512
2000-06,133.27199427661358
2000-07,131.92758845885206
2000-08,137.33286224039847
2000-09,133.07704020579226
2000-10,137.47075898202405
2000-11,132.8008424532115
2000-12,129.4783796806954
2001-01,129.83449067473725
2001-02,122.76597222494198
2001-03,116.19508862996535
2001-04,124.11947490454877
2001-05,125.07841865219571
2001-06,122.27796457610334
2001-07,117.29439791747038
2001-08,112.59894020266897
2001-09,97.34593524234563
2001-10,98.7564264218925
2001-11,103.77679548125813
2001-12,107.00825680540336
2002-01,106.35933612015286
2002-02,106.1435995704134
2002-03,114.40867876918809
2002-04,110.37611127806875
2002-05,107.28941398305635
2002-06,98.37850572648844
2002-07,81.47952548745018
2002-08,83.17950265992454
2002-09,67.84962282667672
2002-10,76.57053717884831
2002-11,80.71737077603508
2002-12,72.39823002851938
2003-01,66.33718571508498
2003-02,61.1925413667144
2003-03,58.716256656449374
2003-04,64.95438661876814
2003-05,65.56146752236778
2003-06,67.6615207394902
2003-07,72.12798752670713
2003-08,75.59346576987025
2003-09,70.3251594781298
2003-10,74.76185304738388
2003-11,75.04916826667316
2003-12,77.87207608306484
2004-01,78.73313150255356
2004-02,79.96025146153507
2004-03,76.84631079461359
2004-04,78.70315543645226
2004-05,78.88321420965048
2004-06,80.64407112846114
2004-07,77.81534759433968
2004-08,76.98213397948757
2004-09,76.95144555466747
2004-10,78.4117668271798
2004-11,80.02308057838611
2004-12,81.86885405026885
2005-01,84.99403999810605
2005-02,89.41366833191474
2005-03,87.8469702021426
2005-04,84.30603487315675
2005-05,88.74228169430326
2005-06,94.7129897202779
2005-07,96.34629139640808
2005-08,94.97004138779202
2005-09,98.0996732918226
2005-10,96.67348062516591
2005-11,103.32788889372696
2005-12,108.44348679541228
2006-01,110.54728611352981
2006-02,114.85232940608475
2006-03,118.0620702920175
2006-04,117.86680997733724
2006-05,110.92516689948584
2006-06,111.29085719844464
2006-07,114.29063697080674
2006-08,119.69011495476545
2006-09,124.735509728672
2006-10,124.34368165880691
2006-11,123.06718994071532
2006-12,128.48118781993136
2007-01,130.72586180417443
2007-02,128.76328626839924
2007-03,137.0089610351735
2007-04,146.21677515399602
2007-05,147.5812581431712
2007-06,146.67524563427543
2007-07,144.69870002464032
2007-08,141.79947438394822
2007-09,146.8680307274231
2007-10,147.13772770339673
2007-11,139.6043762901603
2007-12,140.37498277472733
2008-01,122.21152130753678
2008-02,121.99251015621789
2008-03,121.07513426200003
2008-04,128.69246673148442
2008-05,129.6076850689686
2008-06,111.41672632683104
2008-07,108.03511483188178
2008-08,116.15103574102392
2008-09,98.78713160341219
2008-10,81.94992083783234
2008-11,77.16393813901543
2008-12,76.95054239523763
2009-01,76.53375031681438
2009-02,67.5931166024837
2009-03,67.39160712899374
2009-04,76.16217624126388
2009-05,80.35223901631335
2009-06,80.04838792928872
2009-07,90.58997890461258
2009-08,94.87052860844399
2009-09,100.84810440827087
2009-10,97.9457885354077
2009-11,98.24284662876236
2009-12,106.64077210703533
2010-01,106.1762486240045
2010-02,103.22389839932883
2010-03,111.96024470855956
2010-04,113.51259350130415
2010-05,108.19324393150849
2010-06,107.6407681850636
2010-07,112.34397370519326
2010-08,106.69421637207043
2010-09,112.37669918400329
2010-10,112.27208260426335
2010-11,108.30291974005677
2010-12,116.51860884238704
2011-01,118.99330186907623
2011-02,122.73473179515133
2011-03,121.75572136056122
2011-04,120.62718468200002
2011-05,118.52388823529363
2011-06,114.14509523415673
2011-07,110.2034910504424
2011-08,99.4961580738481
2011-09,96.48262192696934
2011-10,104.91466820033347
2011-11,102.4815447020431
2011-12,106.3061484624807
2012-01,108.7589230144325
2012-02,111.13873297821333
2012-03,112.68290906457659
2012-04,108.86906610573762
2012-05,104.49467213860812
2012-06,110.22113914685022
2012-07,117.5695914833848
2012-08,119.76690799322667
2012-09,118.76147721478854
2012-10,121.79107270538837
2012-11,125.17185921346096
2012-12,126.87451174089374
2013-01,133.11908362749227
2013-02,129.13441912820548
2013-03,133.43284351011403
2013-04,134.79257844596702
2013-05,141.38653865763703
2013-06,135.89882680366054
2013-07,146.1520841912952
2013-08,145.49535800335957
2013-09,149.89063124423416
2013-10,156.36791825748264
2013-11,158.37155713889126
2013-12,159.99518672628366
2014-01,154.04755589009775
2014-02,159.54358872832148
2014-03,161.69473731984297
2014-04,158.31382269547507
2014-05,162.83952253327016
2014-06,163.84839978632783
2014-07,158.7672952099948
2014-08,164.68553151140233
2014-09,169.34905272537452
2014-10,167.06049765462703
2014-11,177.25177343360028
2014-12,176.38036082213097
2015-01,189.3807722502917
2015-02,203.2608021616888
2015-03,208.53408851582617
2015-04,208.2602628968659
2015-05,214.91476308844807
2015-06,207.08463953411652
2015-07,217.85550049404327
2015-08,197.18967225615327
2015-09,188.5143526245097
2015-10,205.8774221331402
2015-11,211.26395174771142
2015-12,199.840305189531
2016-01,195.02151650236627
2016-02,191.32251877745702
2016-03,196.92683281857506
2016-04,196.42066548174387
2016-05,204.6818973290044
2016-06,192.3301717000583
2016-07,200.30293358885626
2016-08,207.1477223221404
2016-09,207.67370596414943
2016-10,207.96807421488572
2016-11,207.67933899458572
2016-12,216.68193043572603
2017-01,215.12328382975804
