Date,NEW ZEALAND
1998-12,100.0
1999-01,113.75512418315259
1999-02,117.94786831533496
1999-03,117.32081729399003
1999-04,138.79215429701773
1999-05,117.47102936454937
1999-06,122.79355895452387
1999-07,123.14181816370142
1999-08,120.10007031008986
1999-09,110.64263593056246
1999-10,114.21996244630391
1999-11,122.6609547875785
1999-12,133.89662484463767
2000-01,120.67630791121285
2000-02,117.40262649902782
2000-03,122.79046103422635
2000-04,127.85486794251351
2000-05,114.23501023449857
2000-06,117.11384497167425
2000-07,118.18736217333883
2000-08,114.3358449732186
2000-09,103.70392588576743
2000-10,99.8652234154619
2000-11,103.2543003370293
2000-12,95.70843064428173
2001-01,105.90396344029894
2001-02,100.65297088058358
2001-03,105.2291761761516
2001-04,115.56753382192592
2001-05,109.46462688998069
2001-06,111.97269865448646
2001-07,112.12077887626157
2001-08,111.69851921142666
2001-09,92.91369512774924
2001-10,100.79736100053285
2001-11,111.79063228040376
2001-12,110.50766120452455
2002-01,119.49276975990891
2002-02,116.09625777238506
2002-03,119.98397330213812
2002-04,116.5132489803676
2002-05,126.22684326421226
2002-06,117.63094985763931
2002-07,109.20860779176769
2002-08,115.06329589015171
2002-09,113.41754305564238
2002-10,121.12757439219868
2002-11,119.27268986029614
2002-12,118.22958997690137
2003-01,120.44917544516933
2003-02,119.44734678206608
2003-03,120.86081644978421
2003-04,124.46072855675116
2003-05,128.2969936442274
2003-06,139.93257865007848
2003-07,137.6378587283496
2003-08,143.28857485918516
2003-09,143.21536864980553
2003-10,147.04120176541295
2003-11,152.58273469134136
2003-12,155.18099341716018
2004-01,163.08897781127348
2004-02,165.49513402076838
2004-03,171.87097253935778
2004-04,166.61831498159353
2004-05,161.95186594697472
2004-06,171.57311978453677
2004-07,180.62966976568663
2004-08,180.54812358827388
2004-09,188.3614502209477
2004-10,183.15710041986424
2004-11,195.2728484653962
2004-12,198.05177828202852
2005-01,202.7304893410732
2005-02,214.37010082250782
2005-03,202.38131223832139
2005-04,206.48593803506057
2005-05,209.2734712965099
2005-06,224.31437678380883
2005-07,228.52479676227682
2005-08,228.16800517984947
2005-09,239.0899782698671
2005-10,232.82135998903573
2005-11,237.455853289349
2005-12,235.58129747692277
2006-01,224.24690562868506
2006-02,222.16162624820444
2006-03,220.0091176094004
2006-04,225.14794685733114
2006-05,204.78755646111935
2006-06,193.05936231760384
2006-07,194.0867369169437
2006-08,202.5315452774709
2006-09,211.71345641144626
2006-10,226.58133130376902
2006-11,227.9142061595993
2006-12,248.12591455387872
2007-01,251.62465841830365
2007-02,242.82684652330389
2007-03,248.84259503441484
2007-04,257.8173243718388
2007-05,269.0515535131163
2007-06,277.5563135813862
2007-07,271.36028725280556
2007-08,240.18002414756452
2007-09,261.86065881382757
2007-10,253.87994272157053
2007-11,245.30103646654135
2007-12,245.6841353454525
2008-01,224.8293367569207
2008-02,215.29593209072348
2008-03,193.97303431151934
2008-04,202.56578279420017
2008-05,204.23377236896408
2008-06,167.25950207066003
2008-07,171.4099147660238
2008-08,171.36052032921336
2008-09,156.64091077649252
2008-10,134.58377197723
2008-11,125.319217523446
2008-12,120.54287037304665
2009-01,119.7505826637546
2009-02,108.79694363696711
2009-03,122.84069112820895
2009-04,135.20255193740064
2009-05,136.8162845134692
2009-06,143.90144817638574
2009-07,155.35432427512322
2009-08,164.11258116092847
2009-09,173.759613567665
2009-10,174.50641722544546
2009-11,162.90226942631816
2009-12,177.21497167694002
2010-01,171.9668008201848
2010-02,172.27893935522027
2010-03,181.023327166693
2010-04,191.11924273109662
2010-05,180.21131927220605
2010-06,178.95208680248115
2010-07,180.46594889630464
2010-08,178.84662723662674
2010-09,182.41433466168647
2010-10,191.76025689382513
2010-11,201.95641071881144
2010-12,207.0482990356095
2011-01,204.66792230885068
2011-02,201.38372251532883
2011-03,204.41152481305912
2011-04,211.69511899952673
2011-05,230.09721274523585
2011-06,222.82800841271558
2011-07,237.7902876344915
2011-08,228.41170608892762
2011-09,225.09625201964568
2011-10,220.33638000137498
2011-11,212.4338715006311
2011-12,227.55224147672715
2012-01,241.18088214709962
2012-02,244.21800167577848
2012-03,259.1390630933426
2012-04,262.3065411482648
2012-05,254.8280392885511
2012-06,250.27016417567611
2012-07,276.41987771540863
2012-08,271.0889746982763
2012-09,285.918093947885
2012-10,287.5909859585264
2012-11,290.54010949047375
2012-12,292.12578979091694
2013-01,312.10175979208054
2013-02,318.9515884577468
2013-03,332.59074729351505
2013-04,344.67390537496556
2013-05,305.3929550471576
2013-06,294.4519159062117
2013-07,296.711202414997
2013-08,293.7901372100829
2013-09,332.5572453836209
2013-10,337.1472761197002
2013-11,318.6227929253569
2013-12,313.57058257212043
2014-01,325.5106936996837
2014-02,341.7406252184543
2014-03,365.7086978103086
2014-04,379.3713917438605
2014-05,361.3181347919615
2014-06,364.48967503237526
2014-07,366.75373990749847
2014-08,368.4582742677023
2014-09,360.7958539389092
2014-10,362.0918544349781
2014-11,363.81715444365983
2014-12,386.37419581574613
2015-01,403.2404697594052
2015-02,423.29698177324343
2015-03,428.9737336873658
2015-04,416.3651343719567
2015-05,396.39045152603614
2015-06,359.91721380008664
2015-07,368.95719199121146
2015-08,343.1906629222365
2015-09,335.4679876120499
2015-10,390.17722702824034
2015-11,395.79373199421644
2015-12,407.35406261019443
2016-01,375.3434981563506
2016-02,394.8452787770769
2016-03,434.9735974251838
2016-04,443.5637739187645
2016-05,455.35680484340077
2016-06,472.3254478290329
2016-07,518.4999664812325
2016-08,531.7409540082523
2016-09,527.1252737297374
2016-10,509.4447034462016
2016-11,511.3352872523865
2016-12,500.5996887989324
2017-01,531.6967948618468
2017-02,540.3735702528069
2017-03,505.1891053243869
2017-04,500.55048673619814
2017-05,493.23202852014987
2017-06,511.97275932217514
2017-07,509.9045792114025
2017-08,493.5535164804683
2017-09,495.1030943319561
2017-10,471.0854738052461
2017-11,462.066619843045
2017-12,495.40706954705763
2018-01,495.2337375884573
2018-02,470.0763809319984
2018-03,460.0725393152414
2018-04,467.006011179169
2018-05,502.1153139997963
2018-06,512.6968718920218
2018-07,509.25280923150314
2018-08,538.1798618449005
2018-09,528.5536900077228
2018-10,497.2731268366549
2018-11,516.3965658889927
2018-12,502.216382797263
2019-01,529.3942433032015
2019-02,554.9637701947518
2019-03,597.5231779780652
2019-04,602.7181105963493
2019-05,594.4463099489913
2019-06,612.6232957687699
2019-07,651.4964215159168
2019-08,614.0151471233974
2019-09,622.1697105820327
2019-10,620.2219825567093
2019-11,687.264535920335
2019-12,710.0677427660506
2020-01,714.2975953305938
2020-02,683.5845059468393
2020-03,607.7690378703494
2020-04,672.4895818506055
2020-05,682.8783164296756
2020-06,760.4400280631818
2020-07,763.1355422318375
2020-08,761.5723982840738
2020-09,721.9337548535905
2020-10,730.3155551340225
2020-11,802.3270903146288
2020-12,783.2190244761831
2021-01,799.064105902987
2021-02,714.1270013160416
2021-03,729.4667370194069
2021-04,739.4847665762154
2021-05,668.4452207172943
2021-06,686.3220434649381
2021-07,682.8114810512717
2021-08,716.0009063900303
2021-09,716.0852671920101
2021-10,731.5212416609569
2021-11,707.5310272920028
2021-12,701.1415793784458
