Date,NEW ZEALAND
2022-01,605.5747412808295
2022-02,637.2807555378314
2022-03,655.5123708352012
2022-04,625.9214672437656
2022-05,605.4147697335962
2022-06,580.1424712451853
2022-07,634.5588402349326
2022-08,624.544925117789
2022-09,566.8125870536015
2022-10,601.4697976420179
2022-11,656.5562987135885
2022-12,648.0844471572244
2023-01,687.408775255294
2023-02,682.1763152085075
2023-03,688.7695182745572
2023-04,681.7373810200742
2023-05,647.4284159091756
2023-06,645.0015828948715
2023-07,653.5773709011706
