Date,JAPAN
1998-12,100.0
1999-01,104.16543666588166
1999-02,105.41380046872361
1999-03,122.07043540559032
1999-04,129.78586425625787
1999-05,124.26154018544977
1999-06,137.57044300774155
1999-07,145.80888683916535
1999-08,146.72740925181688
1999-09,154.37651053876155
1999-10,163.14144543104354
1999-11,177.61545280457634
1999-12,189.51370840529648
2000-01,185.7718087935812
2000-02,183.9059761620979
2000-03,200.30816887859228
2000-04,194.54552409593944
2000-05,181.44729556888402
2000-06,187.6390265799711
2000-07,171.774398643785
2000-08,190.64095909061396
2000-09,182.54416021874917
2000-10,179.05011920550248
2000-11,167.11737521939452
2000-12,145.54620711682517
2001-01,145.19332045325834
2001-02,140.22675998643226
2001-03,141.65698562199807
2001-04,150.8527456557195
2001-05,157.40774785132945
2001-06,148.22093633564862
2001-07,132.72540658535124
2001-08,124.64819932391379
2001-09,112.79657057634225
2001-10,113.81172828063862
2001-11,115.73285380005548
2001-12,108.52667380057524
2002-01,103.46042577946187
2002-02,107.24797595890963
2002-03,112.54004772828173
2002-04,115.29878682108651
2002-05,118.14105401558109
2002-06,105.93928092764328
2002-07,99.30470738727809
2002-08,98.22289513893296
2002-09,93.18396605533829
2002-10,86.5210417007794
2002-11,89.62778105284234
2002-12,82.77243257963983
2003-01,77.6357921920503
2003-02,77.78200290994259
2003-03,73.4355629810609
2003-04,71.24378786393856
2003-05,70.88513155500605
2003-06,77.95622432475753
2003-07,82.76350830859535
2003-08,93.79012892212603
2003-09,93.69934213662688
2003-10,98.16131054464013
2003-11,92.25920578469491
2003-12,93.75983136952271
2004-01,96.92009566548886
2004-02,96.62138731822351
2004-03,110.84316401255032
2004-04,107.47196963148329
2004-05,101.79969611993565
2004-06,107.68140259144428
2004-07,102.36673653956886
2004-08,102.14634971824914
2004-09,97.62658495547655
2004-10,97.81603186920917
2004-11,98.14050868278754
2004-12,100.88464464756467
2005-01,102.7526737705398
2005-02,102.9910589695255
2005-03,103.05299837605347
2005-04,101.07851723765422
2005-05,104.7176589795575
2005-06,106.698801966163
2005-07,107.40703352820343
2005-08,113.46116152322499
2005-09,127.73772949515082
2005-10,127.03962584990214
2005-11,134.57548534251336
2005-12,146.04610182129912
2006-01,149.0199679156008
2006-02,150.49108859132426
2006-03,152.0597841702595
2006-04,150.33667397662327
2006-05,138.26703665052645
2006-06,137.35787795878875
2006-07,136.8655804662038
2006-08,138.49752209317003
2006-09,137.7001714809315
2006-10,139.04378045865218
2006-11,134.8340305887519
2006-12,138.91224286731048
2007-01,142.15768917981637
2007-02,145.47123788061882
2007-03,142.50405089865015
2007-04,136.2938269609173
2007-05,140.48632974253582
2007-06,139.55701173116648
2007-07,137.47181177966257
2007-08,133.98313923309192
2007-09,131.4454198059266
2007-10,128.7197108609925
