Date,KUWAIT
2014-12,766.7678341316207
2015-01,825.8135072585826
2015-02,867.2114927529069
2015-03,832.9012178513923
2015-04,831.0006783471755
2015-05,797.2069469765395
2015-06,792.2679036017246
2015-07,791.2077386324655
2015-08,712.4144643842959
2015-09,724.4850482609224
2015-10,724.5927530216827
2015-11,754.3222203909804
2015-12,715.4727505027844
2016-01,644.1288576748456
2016-02,672.0140793666918
2016-03,669.0566167467227
2016-04,675.2980656363941
2016-05,665.4414458618224
2016-06,642.3888210001901
2016-07,647.9117276228534
2016-08,638.055622521931
2016-09,646.7923579762081
2016-10,675.1919909731582
2016-11,729.8664016262693
2016-12,764.1930245445133
2017-01,851.0095502404077
2017-02,839.7595826468477
2017-03,833.0471681622848
2017-04,803.1683769505419
2017-05,781.9961555899883
2017-06,771.539114335461
2017-07,799.2094641628906
2017-08,853.4906822599719
2017-09,872.5969873278175
2017-10,854.8219085883236
2017-11,791.5192296766339
2017-12,797.0546422524664
2018-01,800.296115224769
2018-02,826.8011837853943
2018-03,841.1596299452349
2018-04,830.7942578451514
2018-05,838.7293932864992
2018-06,879.425696467162
2018-07,946.7078604672595
2018-08,945.4120021714577
2018-09,960.2108104456519
2018-10,962.9785000031532
2018-11,978.0208797412282
2018-12,966.3765737647648
2019-01,983.7316686279977
2019-02,998.0819305869381
2019-03,1110.4988479030003
2019-04,1151.8825409331455
2019-05,1208.6776526739163
2019-06,1209.5943196771182
2019-07,1306.6807626288644
2019-08,1280.9977836157698
2019-09,1215.007857608139
2019-10,1200.909321371374
2019-11,1270.162968995124
2019-12,1336.4483197847517
2020-01,1349.4027089298936
2020-02,1294.0838292908236
2020-03,1000.7148632241401
2020-04,1069.9605453779207
2020-05,1096.1875272965365
2020-06,1129.2773997470047
2020-07,1038.1154423513913
2020-08,1107.967873573804
2020-09,1153.787234811541
2020-10,1148.674159672428
2020-11,1114.4493094255386
2020-12,1103.8511500026275
2021-01,1169.3996029963737
2021-02,1130.21050345148
2021-03,1232.4889624610687
2021-04,1267.6197242145483
2021-05,1274.417209551319
2021-06,1337.80590224355
2021-07,1403.4881743215608
2021-08,1464.7851085958396
2021-09,1491.8624522013974
2021-10,1532.732748134579
2021-11,1525.7057833760844
2021-12,1554.6204114363284
2022-01,1652.8616802325769
2022-02,1693.4839107076227
2022-03,1897.240026071225
2022-04,2008.7504818519699
2022-05,1873.8569154670606
2022-06,1863.1092346492937
2022-07,1974.2607547951684
2022-08,1994.388124441073
2022-09,1878.372977510509
2022-10,1963.6982813371546
2022-11,1971.1080499428351
2022-12,1823.2976538996998
2023-01,1797.1605292427582
2023-02,1821.1011756075889
2023-03,1724.032533361263
2023-04,1742.6474968916364
2023-05,1679.863428605195
2023-06,1701.0712115948074
2023-07,1741.5720471228374
