Date,MEXICO
1998-12,100.0
1999-01,102.08250086009612
1999-02,115.97353365199001
1999-03,140.0363316217385
1999-04,159.74382839740608
1999-05,157.95778463626587
1999-06,173.42648504724104
1999-07,151.0533808234091
1999-08,148.04728045187832
1999-09,144.89391902826048
1999-10,154.629656222049
1999-11,184.07198711375136
1999-12,210.94989414660736
2000-01,194.16424205839215
2000-02,224.29487466709338
2000-03,230.94274759998993
2000-04,215.88092139299417
2000-05,190.66961518004635
2000-06,207.45087836015153
2000-07,209.7111523054763
2000-08,228.79734151063343
2000-09,212.68904717502545
2000-10,226.23056952154406
2000-11,197.80596577540535
2000-12,179.07251827607485
2001-01,208.05156067997515
2001-02,196.01625591826217
2001-03,197.34577605886932
2001-04,215.64313901519074
2001-05,244.34438242542532
2001-06,248.4529163484686
2001-07,232.40872516813133
2001-08,218.05710496753298
2001-09,183.5945980309778
2001-10,197.3395416891499
2001-11,205.42139305172768
2001-12,223.834698332289
2002-01,251.70295517170564
2002-02,244.12378848910345
2002-03,267.9488482863911
2002-04,255.20357540688474
2002-05,226.3550019601596
2002-06,192.3410766446631
2002-07,180.03232373113815
2002-08,184.50845573516216
2002-09,163.4119442373535
2002-10,173.80712897875932
2002-11,181.20938665627054
2002-12,164.6359237968702
2003-01,152.44961876007764
2003-02,148.30608537394062
2003-03,148.95395626167326
2003-04,167.18367599357464
2003-05,163.0288111212453
2003-06,173.68284380552666
2003-07,184.7986234440399
2003-08,186.26353163473945
2003-09,179.15893679254847
2003-10,184.0436407871684
2003-11,185.1331810487264
2003-12,181.9180647752168
2004-01,200.42276566562973
2004-02,211.5115658616923
2004-03,223.8843579031188
2004-04,213.08884981190639
2004-05,211.71522847721582
2004-06,216.26853264059963
2004-07,215.1666092565836
2004-08,215.85271174875854
2004-09,223.5583114559269
2004-10,230.23998539122618
2004-11,236.6784710395063
2004-12,250.38682406551817
2005-01,261.46076377455813
2005-02,276.8034182862979
2005-03,255.70264202181787
2005-04,251.9536490842474
2005-05,286.75324216022267
2005-06,309.5056009245252
2005-07,337.1925771735026
2005-08,328.6604103788535
2005-09,379.3317433977633
2005-10,373.23575756859765
2005-11,410.80662607034935
2005-12,430.24101752306825
2006-01,452.67502489717236
2006-02,454.56131624235314
2006-03,449.0676843458221
2006-04,454.5969752839409
2006-05,396.87860914061133
2006-06,408.8360016218924
2006-07,437.7768925379203
2006-08,451.73974002768773
2006-09,478.79156915931776
2006-10,507.7403025672931
2006-11,510.80783853330223
2006-12,544.3501296116582
2007-01,566.1551861620802
2007-02,535.3035062736236
2007-03,571.276097778353
2007-04,567.3108395628551
2007-05,643.084531032427
2007-06,636.3222312377338
2007-07,602.0331180804336
2007-08,597.4292959326308
2007-09,577.9659455347747
2007-10,595.4605245890415
2007-11,554.0503314173806
2007-12,550.6308841322357
2008-01,536.6269151488899
2008-02,526.6274385283645
2008-03,533.8290462975667
2008-04,533.7207906458592
2008-05,569.2391155731956
2008-06,512.5969138072768
2008-07,495.72611274462486
2008-08,503.149388888094
2008-09,467.3006653265323
2008-10,358.85224190679907
2008-11,345.8589215856018
2008-12,330.469554394789
2009-01,312.87936846735755
2009-02,273.77690466582607
2009-03,297.7074070826698
2009-04,341.69182553233156
2009-05,375.0069787344997
2009-06,382.0316425620276
2009-07,418.1036612408507
2009-08,433.833269710884
2009-09,433.07764750882046
2009-10,431.1304152919335
2009-11,466.16887026031634
2009-12,501.5028595580257
2010-01,485.40778993060724
