Date,SWEDEN
1998-12,100.0
1999-01,109.55327288488014
1999-02,110.64956398115635
1999-03,114.77525045339623
1999-04,123.81384999591253
1999-05,122.97526647595299
1999-06,136.3814412099854
1999-07,136.75655175827958
1999-08,137.9887016916146
1999-09,136.03639777468402
1999-10,153.7081934684074
1999-11,177.72333981929143
1999-12,211.56992095369483
2000-01,218.40463680323833
2000-02,272.78858998454575
2000-03,261.0603231954693
2000-04,271.41593502062824
2000-05,254.99426017756616
2000-06,242.7998028554406
2000-07,242.34885043279533
2000-08,249.60524885104257
2000-09,218.71412063442511
2000-10,212.44834399063285
2000-11,186.5941076361938
2000-12,178.43338994786316
2001-01,194.14921545082439
2001-02,164.38321622650346
2001-03,132.9835207097952
2001-04,152.96043300862576
2001-05,151.23015041964652
2001-06,143.17570143892777
2001-07,139.74780389141347
2001-08,127.00520124571904
2001-09,106.23859672157106
2001-10,115.59858160948166
2001-11,133.31006505015463
2001-12,137.79405545742378
2002-01,128.9408010738499
2002-02,131.06600978089486
2002-03,134.97622787710898
2002-04,118.37363164256148
2002-05,112.70394184857923
2002-06,103.85339790119875
2002-07,89.3154010539166
2002-08,88.81259096324494
2002-09,73.22638408585607
2002-10,84.85130838089916
2002-11,96.6443180558921
2002-12,81.76508557407729
2003-01,78.82990177623181
2003-02,78.03147320524529
2003-03,75.24577341729405
2003-04,89.36425658860092
2003-05,88.5666012505358
2003-06,91.3147925262027
2003-07,99.12357493031534
2003-08,103.35517386199511
2003-09,100.71045662444705
2003-10,109.51928583555392
2003-11,109.89942081867305
2003-12,112.97823897020312
2004-01,119.04548387323236
2004-02,125.23731043777877
2004-03,124.34637570528783
2004-04,127.73389528041193
2004-05,127.59136150718636
2004-06,132.02319939714863
2004-07,127.52843785644704
2004-08,128.422937652328
2004-09,135.47735328436957
2004-10,134.13194067267042
2004-11,144.51920485823553
2004-12,143.91179398100877
2005-01,142.87288663184995
2005-02,149.26739216111412
2005-03,147.32432786186416
2005-04,145.42783927086245
2005-05,156.67005002555035
2005-06,158.19457055679612
2005-07,166.52871540876257
2005-08,165.533602415865
2005-09,176.1834672167354
2005-10,167.39220578116533
2005-11,172.73356738619307
2005-12,184.51638619535694
2006-01,189.31137604460093
2006-02,192.02582963892146
2006-03,205.5778976822152
2006-04,207.7646565171918
2006-05,190.66625083787787
2006-06,192.1547947197112
2006-07,189.40283540156977
2006-08,196.01902537490912
2006-09,207.3078257352106
2006-10,218.86321587769982
2006-11,219.24977495798007
2006-12,238.73487267010267
2007-01,245.29484785628745
2007-02,233.91372780605732
2007-03,246.204211886735
2007-04,268.9565309239378
2007-05,269.5756588111342
2007-06,264.77989211905253
2007-07,262.076416071625
2007-08,251.14405628334595
2007-09,257.4597113103608
2007-10,246.93363499647415
2007-11,223.71272314841394
2007-12,218.50019848397372
2008-01,190.49498656720414
2008-02,198.7532825973778
2008-03,194.73627941189883
2008-04,208.19824473805878
2008-05,213.51119715404838
2008-06,178.1610159529861
2008-07,178.3731048180619
2008-08,180.71879397524822
2008-09,154.29656475217575
2008-10,125.35892618575119
2008-11,120.7161141209073
2008-12,116.82086709070674
2009-01,112.4495917589398
2009-02,109.50653271091974
2009-03,114.66330913099553
2009-04,144.17225976360263
2009-05,146.68212731575747
2009-06,147.78479442649413
2009-07,172.42418594910154
2009-08,179.54212139637957
2009-09,177.8176693873599
2009-10,184.27627029315587
2009-11,181.05312393561653
2009-12,187.75811341177445
2010-01,188.9880123890524
2010-02,198.01174905014452
2010-03,214.47550637243313
2010-04,229.94397329969084
2010-05,214.75887501508822
2010-06,221.3081492421419
2010-07,232.39354084215458
2010-08,224.40996730102253
2010-09,247.6219567466854
2010-10,244.3915341108556
2010-11,253.71706244980038
2010-12,270.71061611230823
2011-01,274.2811797928483
2011-02,271.4462329925145
2011-03,270.0391514893484
2011-04,283.33919725961135
2011-05,283.5299601908415
2011-06,266.3801670498104
2011-07,255.871454254636
2011-08,226.90109855509635
2011-09,211.15500597572083
2011-10,235.34532233956605
2011-11,231.29144058166239
2011-12,237.49701445371576
2012-01,249.17740080185226
2012-02,270.00097507571184
2012-03,265.7893457401664
2012-04,263.4463629964719
2012-05,242.67768049569278
2012-06,257.96260524205184
2012-07,282.7834442408024
2012-08,276.5421462305812
2012-09,281.5381505217108
2012-10,272.90454561697237
2012-11,280.5461297783236
2012-12,288.5883063974571
2013-01,302.97053068292314
2013-02,318.5106059164059
2013-03,325.32301663325376
2013-04,324.65148874540057
2013-05,327.4382558958362
2013-06,304.43721289180513
2013-07,330.91903877645035
2013-08,323.4132875539376
2013-09,336.7752400595649
2013-10,335.87748203469295
2013-11,339.0594202353486
2013-12,347.9808378380174
2014-01,341.4827958960011
2014-02,357.4620724478724
2014-03,358.33331192686956
2014-04,358.6036327701718
2014-05,367.61464399286507
2014-06,359.7839172598073
2014-07,356.4600055842636
2014-08,361.31414253621045
2014-09,367.3406277369408
2014-10,364.5583455811892
2014-11,376.01751362514267
2014-12,370.2831532875375
2015-01,405.6651625794009
2015-02,435.9723517623733
2015-03,440.6645414788108
2015-04,431.94126630680324
2015-05,437.6440716355487
2015-06,414.7968623445334
2015-07,423.3366110833083
2015-08,391.8813652530475
2015-09,376.10629233575577
2015-10,398.7556885093
2015-11,417.00587560418927
2015-12,395.99767837683027
2016-01,366.1443423835382
2016-02,369.2734362118759
2016-03,378.0748572587375
2016-04,384.48402334842564
2016-05,386.2283759776128
2016-06,369.922386268291
2016-07,381.17863135378605
2016-08,388.68246365223973
2016-09,393.0374690728699
2016-10,382.3482938975194
2016-11,395.77335065919584
2016-12,415.6366150359362
2017-01,428.83586143543437
2017-02,435.7556981676785
2017-03,450.8007450208057
2017-04,463.9414939035491
2017-05,463.77375707297244
2017-06,460.98020867728735
2017-07,449.5234334256256
2017-08,452.58091388639735
2017-09,469.13473788587453
2017-10,475.1463231598058
2017-11,449.0928624551818
2017-12,444.68393791049976
2018-01,454.89599641358933
2018-02,439.60151395532
2018-03,426.10722849130536
2018-04,429.7042192004758
2018-05,436.96645181482154
2018-06,434.7601157163178
2018-07,457.39592684123295
2018-08,453.41230437166496
2018-09,467.6929215931123
2018-10,431.7173127141155
2018-11,426.1433663509997
2018-12,408.34291542059697
2019-01,430.18285805453587
2019-02,440.7682366112374
2019-03,448.73690043032116
2019-04,476.8905249084733
2019-05,434.9939568924674
2019-06,466.52921597407214
2019-07,455.1988464095007
2019-08,440.87646442160155
2019-09,463.9738628982843
2019-10,485.4432165035885
2019-11,495.2702837868586
2019-12,510.86503001397045
2020-01,503.837020206343
2020-02,476.39504428567227
2020-03,411.01198463643226
2020-04,445.5848253447821
2020-05,471.9363872196761
2020-06,483.4039693032782
2020-07,503.53558365474726
2020-08,524.1153572616514
2020-09,530.6245515932809
2020-10,509.9214891765514
2020-11,578.0784458193734
2020-12,583.116870863043
2021-01,600.3421660911256
2021-02,617.8969344054617
2021-03,676.8271074807122
2021-04,689.5469729005184
2021-05,706.2423821906089
2021-06,712.665622252171
2021-07,747.2249278741621
2021-08,741.5581457792576
2021-09,713.7212777169419
2021-10,756.651022489774
2021-11,731.993333337162
2021-12,774.9677414307099
2022-01,706.462453819175
2022-02,648.0354514932587
2022-03,672.19923665378
2022-04,657.5080747382683
2022-05,644.2474954589867
2022-06,565.3358382645196
2022-07,645.2947316771946
2022-08,588.665288677581
2022-09,550.2856569241446
2022-10,583.3645843894277
2022-11,621.9129733025995
2022-12,597.4594724146493
2023-01,630.6689506813152
2023-02,660.003523739847
2023-03,645.572930461327
2023-04,663.7187806376684
2023-05,629.9319990733511
2023-06,638.3724996586657
2023-07,641.4310567199334
