Date,IRELAND
1998-12,100.0
1999-01,105.13914352097021
1999-02,108.53491403277734
1999-03,108.49123114039135
1999-04,113.76187166940437
1999-05,102.1521909872184
1999-06,100.94024495044336
1999-07,101.27358473037967
1999-08,101.01508604286252
1999-09,95.97670231401563
1999-10,94.74376465798854
1999-11,100.11513044720411
1999-12,102.34992985598359
2000-01,99.06281792425143
2000-02,98.05854344052605
2000-03,105.23849368685826
2000-04,100.49838182723231
2000-05,93.4637126736151
2000-06,87.98240260845404
2000-07,85.43547194959768
2000-08,89.58929250759803
2000-09,97.05858316598604
2000-10,101.35963530586805
2000-11,96.1382360426647
2000-12,95.35893192624408
2001-01,97.76372906901206
2001-02,97.97695773687965
2001-03,94.15840577679502
2001-04,97.87949760143027
2001-05,105.69203460014663
2001-06,108.84507098496731
2001-07,102.93568019474732
2001-08,97.07216543333134
2001-09,85.05348155692458
2001-10,87.66383408228032
2001-11,92.53348489120067
2001-12,97.83169847304916
2002-01,87.26259889122602
2002-02,79.30038189216614
2002-03,83.80047158794729
2002-04,82.70952579998962
2002-05,83.74708496345093
2002-06,74.90938336619017
2002-07,66.24914477627385
2002-08,69.38746215184335
2002-09,59.35769778448263
2002-10,66.63964290545216
2002-11,69.00783776112478
2002-12,61.22691638851003
2003-01,61.567325406771594
2003-02,59.52253289395695
2003-03,61.79689018502761
2003-04,67.27518822845606
2003-05,65.96757312438916
2003-06,66.76302679404189
2003-07,68.13414147761199
2003-08,71.02785196631812
2003-09,68.57252469696606
2003-10,70.78931431717048
2003-11,69.72283503020456
2003-12,73.26693741856585
2004-01,77.20860798420607
2004-02,76.54236493174915
2004-03,79.65158489714844
2004-04,82.43335354215056
2004-05,81.70497031325236
2004-06,86.41270291350251
2004-07,84.72342150198551
2004-08,86.86586702025807
2004-09,89.13726525791907
2004-10,90.07229328086983
2004-11,93.18065523699579
2004-12,97.2748874711195
2005-01,98.94925665895872
2005-02,94.89679409765364
2005-03,90.16251579059258
2005-04,88.46713904413205
2005-05,94.6812812295359
2005-06,99.88993471571371
2005-07,102.80862677357206
2005-08,100.24183544002163
2005-09,102.24337262204058
2005-10,98.17396855791779
2005-11,102.92487365115066
2005-12,109.7516505596833
2006-01,113.56064520152006
2006-02,119.23286993146472
2006-03,123.25479179603866
2006-04,122.30180624679525
2006-05,117.92812390387756
2006-06,116.8205432908003
2006-07,116.37431474467876
2006-08,125.72113947646184
2006-09,128.29795864815293
2006-10,132.76420161359633
2006-11,133.19797093884972
2006-12,144.86842651944278
2007-01,139.9195095058594
2007-02,142.5242639926637
2007-03,142.39305332710688
2007-04,143.202759579171
2007-05,151.99876167291995
2007-06,145.59596962744865
2007-07,132.17659301089873
2007-08,130.05811740681074
2007-09,121.41142283802522
2007-10,122.18174520476461
2007-11,110.34366655933789
2007-12,104.99967463772556
2008-01,102.30405858145788
2008-02,98.55184554379396
2008-03,95.93016868094011
2008-04,99.03711371781898
2008-05,95.02494632982706
2008-06,79.59269833836446
2008-07,64.65205348380722
2008-08,66.69308315717652
2008-09,51.69698201147828
2008-10,43.69900190622677
2008-11,35.516258350845035
2008-12,31.235375588835286
2009-01,31.755309481537342
2009-02,28.02709894560289
2009-03,29.801177003519353
2009-04,34.01675706174571
2009-05,31.18520407044006
2009-06,30.08169924390308
2009-07,31.313959568668487
2009-08,32.58928446572698
2009-09,34.44434546994245
