Date,ITALY
1998-12,100.0
1999-01,98.01853326019436
1999-02,99.9511968399617
1999-03,105.5983246108625
1999-04,104.5575105344359
1999-05,100.41666475117815
1999-06,99.2555964295662
1999-07,92.59771376717595
1999-08,95.9367735184947
1999-09,97.12773814914885
1999-10,95.41404203566942
1999-11,102.00298465520821
1999-12,117.37298486547748
2000-01,114.11830566732175
2000-02,130.19079071271693
2000-03,122.79024359824844
2000-04,120.57323964686263
2000-05,123.71724897457244
2000-06,127.88003701127404
2000-07,126.79166922261801
2000-08,130.47347760120408
2000-09,123.858789146954
2000-10,132.06311272146016
2000-11,131.1401167961334
2000-12,124.28638818209623
2001-01,127.66676048237285
2001-02,116.13695063900298
2001-03,113.20790570311785
2001-04,119.13921924853767
2001-05,114.11189754249105
2001-06,109.76393345120938
2001-07,108.47263465447845
2001-08,103.41231789755031
2001-09,88.935330763891
2001-10,92.79090847230785
2001-11,95.07813416684901
2001-12,96.84453017384502
2002-01,96.60782144835532
2002-02,95.9282875654977
2002-03,101.16412394141473
2002-04,98.69041483633808
2002-05,93.55278716065266
2002-06,89.25130827512537
2002-07,80.81027659185189
2002-08,81.91510717212418
2002-09,70.08449880936219
2002-10,75.73942590873338
2002-11,82.44449163870404
2002-12,76.974364765625
2003-01,74.1063110770277
2003-02,76.10431317614596
2003-03,69.24068019115322
2003-04,76.96107506569705
2003-05,81.47129520347313
2003-06,82.22594666731767
2003-07,83.67655447237571
2003-08,83.00508461910424
2003-09,81.25394175170636
2003-10,85.37803918123367
2003-11,89.4431333448359
2003-12,88.98462989901833
2004-01,92.1930667042522
2004-02,93.18880141445919
2004-03,90.99409479645396
2004-04,94.6104030317093
2004-05,94.20480659781495
2004-06,98.09305502647727
2004-07,96.70837735653326
2004-08,94.86724441683643
2004-09,98.11320304110274
2004-10,101.3630693560575
2004-11,104.90118873869228
2004-12,110.6097079285141
2005-01,112.66864989142833
2005-02,114.1516980912517
2005-03,116.26821496012028
2005-04,112.28159546679552
2005-05,116.34117694024758
2005-06,119.91903617372424
2005-07,124.57677015192299
2005-08,123.71511275419581
2005-09,128.6032695946575
2005-10,120.79755618213919
2005-11,125.710854618349
2005-12,131.39462616977892
2006-01,134.2856623046094
2006-02,138.00033860940468
2006-03,139.24907588816612
2006-04,139.95236104235593
2006-05,137.2567184923261
2006-06,138.6775470819262
2006-07,139.58343276240896
2006-08,144.91210057867443
2006-09,146.22030917437453
2006-10,151.07663138393525
2006-11,153.6328523341309
2006-12,157.58066427528397
2007-01,159.81082008010276
