Date,PERU
2016-06,1524.7542384170115
2016-07,1599.0687796191355
2016-08,1535.3579367365144
2016-09,1523.754641033851
2016-10,1545.0156219507096
2016-11,1652.5383107187745
2016-12,1664.6143218171417
2017-01,1772.9046127471786
2017-02,1764.984732138891
2017-03,1731.9332366571339
2017-04,1655.8987049081557
2017-05,1705.2169972634551
2017-06,1741.2680935182846
2017-07,1775.265663758996
2017-08,1910.6298546748524
2017-09,1916.1502920599225
2017-10,2019.6913756880992
2017-11,2015.0799287558384
2017-12,2023.517456202731
2018-01,2137.42332851645
2018-02,2123.283087945551
2018-03,2179.89607194537
2018-04,2285.9803574975003
2018-05,2249.1789106347655
2018-06,2223.282450633526
2018-07,2267.54582809325
2018-08,2137.4659479371967
2018-09,2187.2346334704184
2018-10,2225.9016255688375
2018-11,2147.6976175952304
2018-12,2158.8056581273977
2019-01,2315.4644009341387
2019-02,2379.751769246251
2019-03,2439.8660118614616
2019-04,2435.6135469258957
2019-05,2292.9219588511874
2019-06,2360.0541987719303
2019-07,2272.9519993447097
2019-08,2182.6161088756407
2019-09,2236.868248508166
2019-10,2261.8125974744303
2019-11,2295.328501153972
2019-12,2303.443555563548
2020-01,2188.676123186735
2020-02,1938.4122707757006
2020-03,1513.747582043112
2020-04,1678.3933432143044
2020-05,1614.2685490432625
2020-06,1631.7918878327432
2020-07,1601.6034155423795
2020-08,1701.823410469936
2020-09,1618.0898969542643
2020-10,1626.8248097950134
2020-11,1909.1384464902019
2020-12,2013.6826888095356
2021-01,1896.4761929185208
2021-02,2036.630588381015
2021-03,1874.0702437147636
2021-04,1712.9178997414278
2021-05,1864.414676908484
2021-06,1694.2901298624993
2021-07,1540.3057669706725
2021-08,1551.1387608531927
2021-09,1542.641007802518
2021-10,1751.3802051296652
2021-11,1689.9305985882097
2021-12,1736.0480911565942
2022-01,1969.4162508639
2022-02,2138.7028585744224
2022-03,2393.5717866120076
2022-04,2086.7895213135407
2022-05,2087.900315594623
2022-06,1777.3346537356151
2022-07,1877.1035606923306
2022-08,1872.870284223339
2022-09,1879.4012533705177
2022-10,2116.3841757319024
2022-11,2288.0902661281266
2022-12,2024.4756154754773
2023-01,2146.7415014498574
2023-02,2118.188730772144
2023-03,2152.967837031271
2023-04,2124.334822623102
2023-05,2102.0899086513555
2023-06,2282.653483634782
2023-07,2520.976149541731
