Date,PERU
1998-12,100.0
1999-01,100.9521306470211
1999-02,107.28468492742194
1999-03,115.1958963981946
1999-04,133.44248439999058
1999-05,133.5425529450889
1999-06,136.45454266211738
1999-07,130.06217409629303
1999-08,126.13333910681882
1999-09,132.65354673269158
1999-10,126.29830251561441
1999-11,136.43122542829198
1999-12,139.24536206882138
2000-01,158.98065692724222
2000-02,175.06499430293763
2000-03,158.68706931813858
2000-04,158.63405973036228
2000-05,140.2480029983891
2000-06,141.14542261886575
2000-07,139.18444760892424
2000-08,149.04863370220676
2000-09,134.87177097605513
2000-10,132.17661883005403
2000-11,119.58705414366455
2000-12,113.24549066716611
2001-01,127.8700056643929
2001-02,129.81347567412823
2001-03,134.74649129225816
2001-04,123.35670979689517
2001-05,138.67909712321207
2001-06,148.8941232409845
2001-07,139.77286134614755
2001-08,142.31139196448066
2001-09,138.60803591872428
2001-10,133.18672548854423
2001-11,135.4705578451885
2001-12,143.19596740389818
2002-01,161.0913227684206
2002-02,169.86887900498607
2002-03,174.88110966350413
2002-04,168.43791519366434
2002-05,171.1678869621502
2002-06,145.63319676744572
2002-07,133.62315467366378
2002-08,146.56413287314916
2002-09,137.08476763031555
2002-10,144.22407800171928
2002-11,155.6672522064739
2002-12,158.56208707254075
2003-01,164.5957899407665
2003-02,161.57949198869372
2003-03,156.4653186151047
2003-04,162.52765195620287
2003-05,163.5879538817213
2003-06,166.8177722622653
2003-07,180.69652517035016
2003-08,196.54118437721965
2003-09,196.72076212147348
2003-10,223.8981983713564
2003-11,252.71128109956123
2003-12,256.3384221870665
2004-01,229.65339792905706
2004-02,233.47980035271377
2004-03,279.088119679469
2004-04,235.25928661549537
2004-05,242.7511584862639
2004-06,241.73804129991936
2004-07,243.7509262998648
2004-08,252.17308254237693
2004-09,262.86215168770235
2004-10,264.38420109638776
2004-11,254.29016658595617
2004-12,245.3819202719397
2005-01,256.3816700916411
2005-02,274.0338414628605
2005-03,266.899213293702
2005-04,267.9990925319811
2005-05,275.3968535642713
2005-06,288.4702770803801
2005-07,307.57495750045416
2005-08,314.6056322842539
2005-09,377.2798736231386
2005-10,342.57063228013203
2005-11,381.068340328744
2005-12,381.7405409270125
2006-01,434.36817847011656
2006-02,431.8132705596525
2006-03,414.14884113465763
2006-04,465.7741168997419
2006-05,410.5582063849597
2006-06,452.3985419288781
2006-07,486.1024358388982
2006-08,487.8117197401828
2006-09,507.539943730592
2006-10,528.6308716997918
2006-11,541.1110003752333
2006-12,555.0708754563576
2007-01,614.2250996753453
2007-02,667.5189748847183
2007-03,687.4777620307194
2007-04,774.6793781978838
2007-05,838.0458096898435
2007-06,905.6020734213328
2007-07,1014.9912850256206
2007-08,943.4646539818689
2007-09,1050.3760056660374
2007-10,1164.724684725848
2007-11,987.9849016620408
2007-12,974.900091099256
2008-01,919.4750487232136
2008-02,1042.0977963581438
2008-03,947.3986324527222
2008-04,1013.628964727513
2008-05,1012.1850233613146
2008-06,975.7923609613104
2008-07,824.7939165083246
2008-08,809.8368160074556
2008-09,719.0484709948095
2008-10,509.41932753861
2008-11,573.7585827111747
2008-12,614.1192252713081
2009-01,583.4149782737996
2009-02,563.6618658958324
2009-03,685.0629314273091
2009-04,696.5306228767328
2009-05,773.5068069398476
2009-06,721.1797882563211
2009-07,829.5817015964773
2009-08,859.2917969397353
2009-09,996.5437754039295
2009-10,948.1895941308169
2009-11,1046.929257777673
2009-12,1023.7084482553969
2010-01,950.0797842574775
2010-02,1043.5827049693908
2010-03,1091.9650575462827
2010-04,1123.6445321163349
2010-05,1253.7152745229948
2010-06,1257.0422855381305
2010-07,1276.3902638905306
2010-08,1363.1875730919744
2010-09,1408.4934670536354
2010-10,1612.640674746158
2010-11,1663.950381429827
2010-12,1678.8857467883715
2011-01,1444.929791214905
2011-02,1458.7952172827281
2011-03,1371.7458452824596
2011-04,1245.1913422824534
2011-05,1302.2994027807135
2011-06,1139.164562924167
2011-07,1246.031552619582
2011-08,1323.6843933368723
2011-09,1173.1814802024262
2011-10,1300.7459521106287
2011-11,1340.0624174104664
2011-12,1364.1818632701945
2012-01,1491.9693491533158
2012-02,1447.750978561921
2012-03,1495.1196704674858
2012-04,1533.835317302669
2012-05,1533.9334763248403
2012-06,1517.3969105298936
2012-07,1504.3311303355324
2012-08,1468.740973531
2012-09,1539.7540856999428
2012-10,1529.732424646543
2012-11,1543.9198223571418
2012-12,1615.092055367008
2013-01,1550.852307616368
2013-02,1508.754226499556
2013-03,1616.1018279112332
2013-04,1387.1523690693411
2013-05,1295.4781568061865
2013-06,1158.299506672312
2013-07,1065.713751910007
2013-08,1080.9431641066344
2013-09,1071.5969538885981
2013-10,1149.5562739399986
2013-11,1043.3414509650884
2013-12,1084.1779251963956
2014-01,1111.0547394103974
2014-02,1108.3383979701566
2014-03,1131.265985973883
2014-04,1202.8431517193908
2014-05,1220.924812228807
2014-06,1235.4138816633447
2014-07,1255.9759411557884
2014-08,1350.5677287043932
2014-09,1317.5520884694195
2014-10,1322.226091075398
2014-11,1370.358922000763
2014-12,1364.3853032681925
2015-01,1388.262389394458
2015-02,1442.0872024149862
2015-03,1445.2170649641753
2015-04,1531.8581673231463
2015-05,1462.4628859806858
2015-06,1403.807917833455
2015-07,1297.5846715851258
2015-08,1122.2599758296728
2015-09,1099.9831622106242
2015-10,1174.4723772491068
2015-11,1122.4650850081148
2015-12,1038.6393301211547
2016-01,1059.696407720131
2016-02,1144.778396867491
2016-03,1257.6758853611668
2016-04,1420.9422980993286
2016-05,1370.5993491322365
