Date,BULGARIA
2005-05,647.4857447949727
2005-06,645.2693401056698
2005-07,671.7124747405267
2005-08,662.2746116433066
2005-09,661.4531694007743
2005-10,648.4121122930496
2005-11,619.2596542158434
2005-12,607.8511139722696
2006-01,644.7013367230531
2006-02,659.0165470745984
2006-03,653.0123107277616
2006-04,672.3955228737982
2006-05,672.5922714178218
2006-06,680.2412516987223
2006-07,724.8218533246974
2006-08,720.2931983034003
2006-09,732.1012590182505
2006-10,823.3091270419309
2006-11,806.1283570624124
2006-12,831.5573115330299
2007-01,935.2018068785382
2007-02,965.9970454709857
2007-03,949.8254135785894
2007-04,946.9038019348866
2007-05,884.9459111475023
2007-06,941.1735344268525
2007-07,964.3113582458228
2007-08,947.6535353036846
2007-09,995.5153485797563
2007-10,1032.9574314864913
2007-11,1000.0
2007-12,989.5880820655867
2008-01,783.6741888368932
2008-02,803.9729664237233
2008-03,755.7155738501046
2008-04,713.2276468556269
2008-05,765.3756570207202
2008-06,703.1287643775764
2008-07,625.3897899845247
2008-08,620.6360330060353
2008-09,430.6564324023
2008-10,252.50508689133827
2008-11,191.87948613357702
2008-12,190.31851482461798
2009-01,163.99180576843756
2009-02,137.22438547504333
2009-03,154.39248545193658
2009-04,179.19992877189074
2009-05,179.19591669852574
2009-06,177.34555950565988
2009-07,182.69579012061837
2009-08,230.8638028761585
2009-09,240.72396028396864
2009-10,235.99312401028914
2009-11,244.8801895479162
2009-12,237.8682598204126
2010-01,246.26949438464297
2010-02,238.1710698686794
2010-03,236.673605802046
2010-04,238.501303729779
2010-05,213.92275979333135
2010-06,210.52716441835435
2010-07,215.09932446269963
2010-08,229.30891565877607
2010-09,233.95860220976726
2010-10,224.56537632324992
2010-11,230.8580354606967
2010-12,223.4487506821336
2011-01,238.852288336298
2011-02,285.48957833384566
2011-03,286.4482839620877
2011-04,282.17426875450525
2011-05,272.67988847099497
2011-06,237.38022981249628
2011-07,244.47934326403623
2011-08,211.22113030116648
2011-09,189.83059401889798
2011-10,183.63575970284023
2011-11,168.7273204843375
2011-12,164.14289186201106
2012-01,163.34873985348665
2012-02,151.02220334941828
2012-03,149.38576287599074
2012-04,138.96167265872978
2012-05,121.86372899613843
2012-06,116.07700171898293
2012-07,125.70239404897512
2012-08,122.77116434270779
2012-09,115.15524894833574
2012-10,118.2810425234004
2012-11,111.25316333205382
2012-12,109.511060381498
2013-01,145.1378253941224
2013-02,131.74634118241784
2013-03,135.43675733676298
2013-04,148.15984125559532
2013-05,163.4621277175218
2013-06,166.48332010684712
2013-07,176.83429043765688
2013-08,173.78535701017833
2013-09,176.61819923759793
2013-10,174.85775168646882
2013-11,189.33541283486946
2013-12,207.4463170721632
2014-01,224.54045130808703
2014-02,250.5899625484426
2014-03,254.37796931098822
2014-04,248.07685407300426
2014-05,251.15945336315414
2014-06,239.09223555292414
2014-07,232.11390644905228
2014-08,236.21246890557873
2014-09,230.80480070554574
2014-10,221.94489284080078
2014-11,213.0561160005232
2014-12,215.84211994716543
2015-01,202.4006905231013
2015-02,192.26499473045806
2015-03,198.89847649887434
2015-04,186.6908846916292
2015-05,177.08551407843277
2015-06,176.48732121138463
2015-07,161.59852526561048
2015-08,158.57691422459527
2015-09,153.3452014306468
2015-10,152.3312874942598
2015-11,145.83341178526317
2015-12,155.51851799354085
2016-01,146.518883378532
2016-02,144.02874420234573
2016-03,136.2602919735858
2016-04,137.11279927844507
2016-05,135.85451731470368
2016-06,143.59442683548488
2016-07,140.97487093918426
2016-08,142.16101038255528
2016-09,156.7339617923324
2016-10,170.66122526036472
2016-11,186.31579973016343
2016-12,195.71512523498808
2017-01,197.01874338716135
2017-02,197.07566553453879
2017-03,193.90702701186157
2017-04,204.6040470164247
2017-05,211.1648900009315
2017-06,237.62928634187222
2017-07,249.84309911433667
2017-08,238.259359787916
2017-09,229.2891473984751
2017-10,222.26909732798714
2017-11,224.3458010692008
2017-12,219.5558233300783
2018-01,222.45013215266826
2018-02,210.9021080108597
2018-03,203.07583587441957
2018-04,208.65748611741452
2018-05,201.68500145530402
2018-06,202.7514665602995
2018-07,202.26274450292277
2018-08,200.92094476793523
2018-09,201.00128694224543
2018-10,186.27264865312964
2018-11,186.51617735502575
2018-12,183.9830825846351
2019-01,181.83055605489884
2019-02,185.66436339554244
2019-03,176.84186245709807
2019-04,173.1412847562846
2019-05,178.34030129822
2019-06,171.8458058974542
2019-07,168.6567193896081
2019-08,165.5065302843016
2019-09,171.4523947615579
2019-10,170.2638729883537
2019-11,170.97840769573475
2019-12,170.32929644863526
2020-01,174.09800631503416
2020-02,162.70998470509787
2020-03,130.16848119328426
2020-04,132.11192547562058
2020-05,138.34415506240524
2020-06,147.62962700412515
2020-07,137.5549863829846
2020-08,141.05228207779086
2020-09,142.10559716478193
2020-10,138.66686457555247
2020-11,135.14638266982413
2020-12,145.33809903633858
2021-01,154.43930232643706
2021-02,151.43416552620354
2021-03,150.98066796265934
2021-04,147.74301392694616
2021-05,149.68030044429983
2021-06,159.12792914114624
2021-07,152.49807296781668
2021-08,154.03009221159758
2021-09,172.93414092780054
2021-10,175.22461542381876
2021-11,178.95293479406112
2021-12,185.67073821910472
2022-01,189.9359117885857
2022-02,185.28279485703703
2022-03,193.30124972708367
2022-04,183.1489120012959
2022-05,186.43157990827757
2022-06,187.34734450512664
2022-07,185.14933510432274
2022-08,189.23748476220666
2022-09,183.82214854606735
2022-10,182.07997384555117
2022-11,185.84264708131556
2022-12,183.15702867345226
2023-01,182.92106299291487
2023-02,206.09299945949863
2023-03,207.34997943385432
2023-04,213.1735725561467
2023-05,222.84600094840567
2023-06,223.26122069567174
2023-07,228.3543051354459
