Date,PAKISTAN
1998-12,100.0
1999-01,95.17626045631863
1999-02,101.33705503703268
1999-03,125.84982171587663
1999-04,131.61198975914783
1999-05,142.8567275886094
1999-06,121.68291598311878
1999-07,144.05794770862346
1999-08,138.81154060407553
1999-09,137.22996977191326
1999-10,137.5154977210136
1999-11,149.3848564208826
1999-12,175.2761937926393
2000-01,227.10777241677536
2000-02,245.27160245874754
2000-03,259.94569457126215
2000-04,259.14934429234825
2000-05,199.9832549072202
2000-06,187.53185696505727
2000-07,193.72379223376612
2000-08,192.5603716348257
2000-09,186.57579943820528
2000-10,186.8390017185321
2000-11,150.37028208211885
2000-12,165.91054936776877
2001-01,161.91954499799854
2001-02,156.2179800367778
2001-03,149.8286573785099
2001-04,154.74488786118636
2001-05,156.32908145567183
2001-06,150.11857447595247
2001-07,127.35363604700034
2001-08,126.20648344318214
2001-09,107.33448760959133
2001-10,149.24996180442034
2001-11,143.81443915458433
2001-12,133.35244677599616
2002-01,181.7722402356105
2002-02,205.36306775428477
2002-03,213.41004974869495
2002-04,204.8494023992609
2002-05,166.61058897696145
2002-06,169.7176685610741
2002-07,177.94143307015253
2002-08,208.81706617948632
2002-09,207.661914089274
2002-10,237.59371134475253
2002-11,240.52898359801523
2002-12,289.4423172365569
2003-01,259.3646603475088
2003-02,245.90023931865682
2003-03,277.92861201308574
2003-04,277.2749354476754
2003-05,274.7524066537084
2003-06,302.67874545470823
2003-07,350.1739097986004
2003-08,399.99828677292396
2003-09,339.8305677192749
2003-10,327.1243748186221
2003-11,336.5268621770576
2003-12,342.83932229865746
2004-01,365.86588461498525
2004-02,365.70644537156323
2004-03,381.9612241553423
2004-04,400.7822113533074
2004-05,384.79138669969217
2004-06,371.42708466316
2004-07,374.90055725380216
2004-08,366.8606489618355
2004-09,352.5134950844185
2004-10,336.96617748545475
2004-11,349.1184349274792
2004-12,375.3861043064641
2005-01,432.01267604215116
2005-02,516.9971037738529
2005-03,502.04783278043357
2005-04,483.2497606408608
2005-05,495.7758245841327
2005-06,552.2932511358673
2005-07,522.1053386690083
2005-08,562.4119210677661
2005-09,603.1565476945356
2005-10,622.0495408182456
2005-11,679.8090608146091
2005-12,713.3397194511903
2006-01,752.4924811766462
2006-02,884.1645709310534
2006-03,851.710421738574
2006-04,790.2784811573364
2006-05,650.4239268119406
2006-06,673.7494638836339
2006-07,706.574144190751
2006-08,675.7028053891795
2006-09,725.5093215718011
2006-10,768.0477369791064
2006-11,702.7035374415622
2006-12,660.9097617199521
2007-01,777.0230951311919
2007-02,753.9231432122767
2007-03,756.4646584311752
2007-04,813.8724340812732
2007-05,862.4314910768337
2007-06,918.4961203527816
2007-07,880.2167369458093
2007-08,780.8335830109831
2007-09,822.2088407055525
2007-10,869.4506108538642
2007-11,823.1288629219531
2007-12,824.9335860607308
2008-01,805.9211439310379
2008-02,876.4048526023827
2008-03,847.6557493434914
2008-04,827.312938096961
2008-05,633.7510156684872
2008-06,626.3930478957448
2008-07,516.4284079473823
2008-08,442.23387954543097
2008-09,448.79178687653587
2008-10,477.90152567326453
2008-11,492.87005253317216
2008-12,225.18048708620273
2009-01,233.5077587746741
2009-02,274.71289627564005
2009-03,324.55498852016945
2009-04,349.8829934318501
2009-05,328.12861885767614
2009-06,321.9520968716349
2009-07,337.1331760406784
2009-08,394.9390386888962
2009-09,416.31259771421526
2009-10,401.4223872679895
2009-11,393.51391736511465
2009-12,414.78703278305204
2010-01,434.19957819217836
2010-02,445.47517987146813
2010-03,484.2406399188867
2010-04,499.88519086075576
2010-05,473.65983746505657
2010-06,498.17265875685746
2010-07,510.9856652540877
2010-08,489.1707337621311
2010-09,453.79611236399296
2010-10,471.0302160336543
2010-11,529.5906992894547
2010-12,563.6308091644657
2011-01,565.8526480707147
2011-02,515.2079976345424
2011-03,544.4617745408004
2011-04,537.130661211603
2011-05,549.0398611895814
2011-06,541.5891444613167
