Date,PAKISTAN
2011-07,539.2212682812936
2011-08,483.2086691704674
2011-09,552.0506768391996
2011-10,548.2684481919488
2011-11,542.0143362875102
2011-12,521.3222443317068
2012-01,573.4660149576691
2012-02,599.1633515312304
2012-03,623.5492303105922
2012-04,627.4290830080162
2012-05,631.5643553961955
2012-06,613.4292830266729
2012-07,670.7096534083089
2012-08,686.3526946790384
2012-09,669.8589940494626
2012-10,660.5869541999494
2012-11,675.7928628270796
2012-12,685.292184341658
2013-01,676.4320835040602
2013-02,749.3800553333581
2013-03,733.6915040304068
2013-04,747.6968451503376
2013-05,890.811699880159
2013-06,830.0023064260307
2013-07,886.149249029807
2013-08,847.945944657087
2013-09,801.7364660797288
2013-10,843.462581693034
2013-11,855.7900972953639
2013-12,888.9083928121796
2014-01,919.6453351591506
2014-02,874.64504413647
2014-03,952.4759108142607
2014-04,1007.1803337826458
2014-05,1041.457803414248
2014-06,1041.7069217179862
2014-07,1090.8603207097979
2014-08,1007.5305095021379
2014-09,1059.94798962854
2014-10,1058.5689924078542
2014-11,1078.8067433455835
2014-12,1150.549241041804
2015-01,1305.4356303202906
2015-02,1273.6235848266851
2015-03,1173.8421267240783
2015-04,1248.1562869503673
2015-05,1240.65887068777
2015-06,1255.509314743182
2015-07,1311.398723757004
2015-08,1185.6063940133952
2015-09,1088.6470546165554
2015-10,1165.8898241517777
2015-11,1120.3519649124994
2015-12,1113.9904198665715
2016-01,1033.6500519715828
2016-02,1053.5668835849137
2016-03,1057.0997218702294
2016-04,1110.1609715223904
2016-05,1174.7448865841436
2016-06,1242.4589489311577
2016-07,1303.5670024023032
2016-08,1299.3188758653973
2016-09,1309.0783331939758
2016-10,1320.9318119851323
2016-11,1414.129527726311
2016-12,1624.0084973381831
2017-01,1585.3338317137775
2017-02,1621.090460649415
2017-03,1569.6028329024675
2017-04,1571.1624799229994
2017-05,1557.8458944237634
2017-06,1441.3706457660617
2017-07,1297.9872544748328
2017-08,1113.379175145751
2017-09,1164.3505368854626
2017-10,1092.4547509085521
2017-11,1093.1736501807525
2017-12,1086.3327465972268
2018-01,1134.5299913693464
2018-02,1158.0842293044918
2018-03,1184.027119356634
2018-04,1141.9136246921853
2018-05,1071.3800117998105
2018-06,990.404913332215
2018-07,1006.0745930918355
2018-08,951.5088455359523
2018-09,948.5220584492611
2018-10,905.0560371274214
2018-11,857.1367574675238
2018-12,750.4828575415179
2019-01,870.1195109495691
2019-02,835.5136480370235
2019-03,828.6667119283836
2019-04,800.4946711532546
2019-05,742.1852896756385
2019-06,649.2398378646569
2019-07,668.0995265670304
2019-08,618.876028907135
2019-09,686.8037824403937
2019-10,717.745091019862
2019-11,807.5220202628433
2019-12,847.0001002940764
2020-01,868.7893046260679
2020-02,802.7221737625706
2020-03,523.3829031538145
2020-04,618.5220190744205
2020-05,595.7660907357565
2020-06,582.9072788733322
2020-07,628.5872337073793
2020-08,639.1592947207741
2020-09,627.4068948400009
2020-10,627.5346570393627
2020-11,639.0813698170848
2020-12,648.9165735529676
2021-01,684.3584036567091
2021-02,645.1896730523015
2021-03,680.355303511008
2021-04,646.3790959606092
2021-05,674.936377173997
2021-06,631.2902253489702
2021-07,628.1945680112958
2021-08,599.9983328801646
2021-09,534.1429014306807
2021-10,587.0811797457218
2021-11,562.8018422331007
2021-12,530.8402846299409
2022-01,553.9312792351151
2022-02,529.3966834782696
2022-03,504.69635359005395
2022-04,505.53615102118073
2022-05,418.23539888101885
2022-06,395.7082409939298
2022-07,335.7519055866941
2022-08,408.71438649505654
2022-09,385.9525372876453
2022-10,390.1292366135953
2022-11,373.5940624188073
2022-12,360.5343951394806
2023-01,300.11406315329253
2023-02,309.08460691387006
2023-03,265.5187253047915
2023-04,283.18442436726804
2023-05,290.6632154968786
2023-06,271.0331606803623
2023-07,288.9313665406853
