Date,UKRAINE
2006-05,1113.2226686745018
2006-06,1122.0877264861128
2006-07,1095.522593268729
2006-08,1172.4831617153545
2006-09,1102.4654440433756
2006-10,1030.315870526996
2006-11,992.3752539931788
2006-12,1084.0796134856193
2007-01,1261.3700788045073
2007-02,1198.7950390219905
2007-03,1240.1751265844707
2007-04,1248.483486841317
2007-05,1272.5868621310442
2007-06,1203.259072136518
2007-07,1244.8097498714
2007-08,1101.935373255976
2007-09,1027.989331189207
2007-10,1103.5263566343565
2007-11,1000.0
2007-12,1065.1501140709163
2008-01,977.658063832259
2008-02,970.6305102926162
2008-03,835.7536799505875
2008-04,781.3480440624716
2008-05,838.707723909445
2008-06,743.11450002821
2008-07,616.3359176251968
2008-08,551.7642252498756
2008-09,358.37463127146987
2008-10,256.4697530028342
2008-11,210.84870870135532
2008-12,180.9095154313293
2009-01,178.2724809309668
2009-02,141.67339549729988
2009-03,144.9374772150594
2009-04,183.63983205925754
2009-05,234.40470428360575
2009-06,224.74669522941787
2009-07,216.16001413235344
2009-08,200.18289674684772
2009-09,210.64110486406514
2009-10,257.52265499347175
2009-11,231.12971876305232
2009-12,226.187993918219
2010-01,253.0495373396251
2010-02,284.28039389088195
2010-03,356.37392034077743
2010-04,396.39142257415796
2010-05,312.43884246156
2010-06,333.9492964860462
2010-07,334.31013268221244
2010-08,303.01988731368743
2010-09,281.1978463261856
2010-10,267.5586092465716
2010-11,311.1851888465785
2010-12,360.97487922099356
2011-01,383.1722314313101
2011-02,447.0078147123714
2011-03,414.5165034253771
2011-04,400.98240118374684
2011-05,379.36120171018933
2011-06,351.16375559755454
2011-07,361.3789246321293
2011-08,295.12830758798754
2011-09,226.14311455951477
2011-10,207.80963889236344
2011-11,238.73399354274218
2011-12,202.2137248961534
2012-01,205.53124559807156
2012-02,194.60095137529535
2012-03,182.4738785668079
2012-04,182.5555335857797
2012-05,140.93176302328968
2012-06,122.6286752028445
2012-07,133.1812700792281
2012-08,127.378708578782
2012-09,120.18159157452065
2012-10,109.73657137556822
2012-11,99.08313585727853
2012-12,101.15590036798399
2013-01,104.3974684158945
2013-02,128.21238602476154
2013-03,107.17360157553192
2013-04,94.71020790294179
2013-05,98.92689628411479
2013-06,94.2945660461994
2013-07,88.64174923532914
2013-08,83.59852229154784
2013-09,78.0839570187485
2013-10,76.46408404077941
2013-11,76.91992512446528
2013-12,81.70738927439952
2014-01,82.73081354400057
2014-02,95.5911268329857
2014-03,77.51396656833084
2014-04,84.89539349786358
2014-05,98.00229846039645
2014-06,98.67507921043607
2014-07,118.46600943310827
2014-08,104.10888779450242
2014-09,109.42604706470877
2014-10,114.09123393932413
2014-11,83.5595447312831
2014-12,86.21026182517767
2015-01,99.29180842566991
2015-02,73.1090193645282
2015-03,79.73643851853528
2015-04,85.1554443976895
2015-05,86.57201115705273
2015-06,90.31537238679267
2015-07,86.60893893331502
2015-08,77.324233809212
2015-09,75.59663807161932
2015-10,60.28307413965552
2015-11,59.83891660544644
2015-12,58.325030605062906
2016-01,51.941859153258385
2016-02,56.18305453416529
2016-03,61.82924026947788
2016-04,61.204073109305995
2016-05,63.43892489206873
2016-06,62.81421824507986
2016-07,70.1908340491005
2016-08,68.86542490872397
2016-09,68.97858144525681
2016-10,72.50047461272874
2016-11,72.16543888891759
2016-12,71.54497777945947
2017-01,85.09936442585703
2017-02,85.20633830132566
2017-03,83.41611915892129
2017-04,83.45103601827581
2017-05,81.7682965846947
2017-06,77.50621090589044
2017-07,75.8139615165301
2017-08,76.2717229905056
2017-09,71.28111126120503
2017-10,66.71225543996037
2017-11,65.6558199425585
2017-12,66.08877346531376
2018-01,73.58443058451141
2018-02,71.67685963846773
2018-03,71.80585380700472
2018-04,71.53358596712852
2018-05,75.65812949099589
2018-06,71.30046644540498
2018-07,73.11498428830309
2018-08,72.03789738950809
2018-09,72.340704934866
2018-10,70.15355506708663
2018-11,71.53928467459036
2018-12,66.90740647072714
2019-01,70.58784839026536
2019-02,68.90157088662045
2019-03,69.00265788416843
2019-04,75.77929036963278
2019-05,68.04816762663668
2019-06,68.64246245433138
2019-07,68.77762747575325
2019-08,64.04287655613207
2019-09,61.32120327874953
2019-10,59.645991156461236
2019-11,60.077198202682574
2019-12,65.29361110045318
2020-01,63.20145476752044
2020-02,56.52106263021756
2020-03,43.23801695928077
2020-04,51.21297204108349
2020-05,52.08061241438967
2020-06,53.05859480017878
2020-07,50.38717167751086
2020-08,47.44175191149856
2020-09,48.01346958663446
2020-10,46.47391279496581
2020-11,57.02786969719643
2020-12,56.54250701742815
2021-01,62.85982255992849
2021-02,62.568523498910494
2021-03,59.792119515713026
2021-04,57.11007557083198
2021-05,64.32656904390761
2021-06,63.363417399971745
2021-07,60.862755176882615
2021-08,65.35273163494149
2021-09,72.10270016096716
2021-10,72.70465893340469
2021-11,70.26911919334695
2021-12,70.5919426130572
2022-01,64.18210675521601
2022-02,38.657966476535144
2022-03,41.46362914464714
2022-04,36.9586121425894
2022-05,39.02019096266075
2022-06,28.730300329555927
2022-07,36.36103365205748
2022-08,31.050729574955085
2022-09,27.462537632354113
2022-10,24.397333635295674
2022-11,26.919883053396962
2022-12,27.248195488803454
2023-01,26.522559051087132
2023-02,28.416968473895707
2023-03,26.178857326874386
2023-04,26.55326723538099
2023-05,27.4926689973114
2023-06,26.510221968119332
2023-07,25.228364151012965
