Date,HUNGARY
1998-12,100.0
1999-01,109.025980839776
1999-02,96.04939114113292
1999-03,92.28261193218913
1999-04,99.25693559668636
1999-05,106.97255272283032
1999-06,103.8807246246067
1999-07,114.32270456533733
1999-08,113.68042684986551
1999-09,99.97159025161227
1999-10,105.0185958601904
1999-11,113.13312110702226
1999-12,130.80660501834805
2000-01,143.53769892439357
2000-02,159.6944736626234
2000-03,155.14796048618902
2000-04,132.96261819512657
2000-05,133.8831295248312
2000-06,126.11911292028081
2000-07,123.6737812899605
2000-08,117.96378837966577
2000-09,111.99593099536891
2000-10,110.40844804113651
2000-11,88.38830641317467
2000-12,102.22073598489523
2001-01,108.88424109400032
2001-02,90.301672777892
2001-03,83.09449452617619
2001-04,87.45061500039021
2001-05,94.53309385509216
2001-06,91.54247552357438
2001-07,86.8026743998259
2001-08,80.76450664593386
2001-09,79.1594360925365
2001-10,89.61043173014346
2001-11,95.47834862303567
2001-12,97.9119940983235
2002-01,112.74104744860935
2002-02,108.14059627778236
2002-03,111.14462999678133
2002-04,119.11952987410294
2002-05,110.88583223326202
2002-06,96.58012055408508
2002-07,94.75204324504317
2002-08,104.1758627941788
2002-09,97.02040912184069
2002-10,100.41350080728361
2002-11,110.62542566549024
2002-12,108.57128733420078
2003-01,102.13352667252255
2003-02,99.86840962894514
2003-03,101.42423145339275
2003-04,112.16832726903255
2003-05,112.74705995620457
2003-06,97.4106977248434
2003-07,103.90354889056267
2003-08,117.85452852418528
2003-09,117.28883979021123
2003-10,122.94339739533136
2003-11,115.75329888666309
2003-12,119.50873263263026
2004-01,127.86037769617592
2004-02,135.37914005638973
2004-03,152.04121633771445
2004-04,152.26772806193264
2004-05,157.55703754815113
2004-06,160.82673720346273
2004-07,164.55303963849218
2004-08,171.05095917371514
2004-09,178.52277158962278
2004-10,190.29606465168544
2004-11,205.79287933192515
2004-12,213.47271750421334
2005-01,225.54502068431998
2005-02,274.01776705944025
2005-03,248.40729706171908
2005-04,234.1605501132052
2005-05,238.83769694684807
2005-06,272.342345055958
2005-07,305.9399244961567
2005-08,321.214504878664
2005-09,333.2726851350568
2005-10,295.67091258585793
2005-11,297.1211976716568
2005-12,291.50637410785276
2006-01,309.51478812828776
2006-02,323.698710360488
2006-03,305.73125153613483
2006-04,326.85058646235274
2006-05,285.3082229120298
2006-06,265.6107445923429
2006-07,288.0130893771624
2006-08,273.9638056648406
2006-09,274.86894741559775
2006-10,298.9841386588828
2006-11,312.5874208100105
2006-12,348.64114508284234
2007-01,331.2461175962014
2007-02,322.60893699139757
2007-03,336.7795330171293
2007-04,364.4672961460442
2007-05,383.8821556670478
2007-06,427.30090908252777
2007-07,421.7240278800016
2007-08,384.48986466654003
2007-09,402.36849749174354
2007-10,388.58676565726057
2007-11,361.601780306764
2007-12,367.2720843027033
2008-01,318.34996650549664
2008-02,310.2181721881325
2008-03,292.47845917772406
2008-04,314.5349565092377
2008-05,330.93172779372213
2008-06,304.0007810002209
2008-07,338.5032528888526
2008-08,319.78090262098306
2008-09,275.78062158236753
2008-10,173.0620674543496
2008-11,157.94141244118023
2008-12,148.6132526806712
2009-01,120.15981656352005
2009-02,101.96462594913946
2009-03,110.75082818633645
2009-04,141.26458813184092
2009-05,168.3010023929529
2009-06,177.8829375798243
2009-07,206.3067696717621
2009-08,230.17546333366715
2009-09,242.46246820693167
2009-10,243.23640175672767
2009-11,247.43979858719214
2009-12,255.72830784159564
2010-01,265.85547863554206
2010-02,257.06258387510536
2010-03,305.3715138206437
2010-04,311.8407735362565
2010-05,261.84901733307976
2010-06,235.32166654829467
2010-07,250.94931813832295
2010-08,247.494562011443
2010-09,268.21536134174204
2010-10,276.429876601866
2010-11,236.0585403639216
2010-12,247.306235267135
2011-01,269.93571495506785
2011-02,279.045516508564
2011-03,281.0001379559372
2011-04,300.6345781550185
2011-05,288.00815222851804
2011-06,279.8307023766756
2011-07,261.6348612379022
2011-08,216.99841598512666
2011-09,168.05618082670063
2011-10,182.42074322989018
2011-11,182.21655294818174
2011-12,169.58328956818016
2012-01,205.48470911864723
2012-02,214.01899709480972
2012-03,202.92245497274558
2012-04,205.2965336651788
2012-05,172.70234069395877
2012-06,197.36776678668997
2012-07,202.16922501005465
2012-08,200.70686763310923
2012-09,213.31414624376058
2012-10,223.7969645527978
2012-11,214.45753835771754
2012-12,205.03559035881554
2013-01,221.30523336791137
2013-02,215.29636832104234
2013-03,196.5402749816567
2013-04,208.13017585658008
2013-05,221.6704358621456
2013-06,219.7472855501985
2013-07,208.39534289594044
2013-08,197.12494592246452
2013-09,200.72773943810697
2013-10,201.20837787609443
2013-11,188.74532848064928
2013-12,184.76196738134516
2014-01,180.55018976234433
2014-02,165.75046993855835
2014-03,168.63179404387958
2014-04,166.86863457999596
2014-05,191.050641276868
2014-06,177.51742740104922
2014-07,161.30019925083084
2014-08,163.56479089961817
2014-09,167.70635163022246
2014-10,164.3468738512887
2014-11,165.20953276155666
2014-12,152.65791804585822
2015-01,152.68899408058337
2015-02,174.70725406714604
2015-03,196.10106641343123
2015-04,226.83876223698056
2015-05,217.4729875370046
2015-06,209.7627682504716
2015-07,221.91715925545338
2015-08,204.9465045611181
2015-09,202.4618553544706
2015-10,210.45761833348288
2015-11,235.7124681241119
2015-12,231.7862335648627
2016-01,237.71140890961817
2016-02,228.73074350935897
2016-03,259.1828472259737
2016-04,266.4102352215456
2016-05,260.8472256011433
2016-06,253.4273335488103
2016-07,272.2911994850469
2016-08,280.9303343342317
2016-09,277.60322289501835
2016-10,303.01667441660817
2016-11,298.57183569831767
2016-12,323.1533936351995
2017-01,329.1542013969325
2017-02,325.4873923423875
2017-03,318.4803036205972
2017-04,325.62605399216466
2017-05,349.67418210006275
2017-06,356.51500626578974
2017-07,370.8160549024688
2017-08,395.47913603813794
2017-09,376.8302232876087
2017-10,401.5092808042289
2017-11,381.8232570846444
2017-12,397.2440156572914
2018-01,412.70266393686
2018-02,389.2158516960801
2018-03,383.9787765446364
2018-04,387.5801840884878
2018-05,345.22176185674965
2018-06,346.22313412107155
2018-07,354.1686196828086
2018-08,361.7728372561245
2018-09,364.2090230693598
2018-10,363.71786255482016
2018-11,396.0425224091638
2018-12,391.72667763240133
2019-01,412.1485782362734
2019-02,411.5891411227214
2019-03,422.78201870686854
2019-04,428.9065756012354
2019-05,411.9398186848325
2019-06,399.90960388913544
2019-07,409.75165554903555
2019-08,393.8605649148194
2019-09,401.37955269449844
2019-10,431.4474383888215
2019-11,442.1469984256285
2019-12,476.2898584107105
2020-01,430.9293862634312
2020-02,404.1130357615913
2020-03,297.16029096488865
2020-04,317.4730927249513
2020-05,334.0378983028682
2020-06,331.80017919289287
2020-07,327.9689329620292
2020-08,316.2173298642007
2020-09,289.37039515672416
2020-10,288.02815518855755
2020-11,355.3723850196303
2020-12,386.0208097034593
2021-01,405.5605982447484
2021-02,402.7455423981885
2021-03,403.4032824407729
2021-04,399.25909727945714
2021-05,455.9781677660483
2021-06,459.0041842850416
2021-07,463.10720813912724
2021-08,512.840278445041
2021-09,505.8092850940843
2021-10,518.8332423867646
2021-11,485.47668726092274
2021-12,465.59942607027335
2022-01,516.141830580045
2022-02,379.44154040349065
2022-03,383.67142767970483
2022-04,354.98544592463605
2022-05,301.63243678758886
2022-06,301.1097972768196
2022-07,312.6230091042017
2022-08,314.96284956155506
2022-09,273.24681334593566
2022-10,311.078612361132
2022-11,352.8957600753806
2022-12,341.9332958312649
2023-01,362.5919347286642
2023-02,370.03809441373465
2023-03,345.53146398859013
2023-04,373.65406111934277
2023-05,399.6695306625022
2023-06,429.305591626992
2023-07,436.0281635264319
