Date,GERMANY
1998-12,100.0
1999-01,105.1397562051527
1999-02,99.82546208066655
1999-03,98.78949563126608
1999-04,107.3934471167125
1999-05,102.36111907119303
1999-06,109.30197068273999
1999-07,103.67060091913629
1999-08,106.90199947433383
1999-09,104.63802295783664
1999-10,111.79940952459542
1999-11,119.9801945929625
1999-12,141.2015956212408
2000-01,139.6705761912893
2000-02,156.80015158525956
2000-03,155.26552207034499
2000-04,148.97277602861786
2000-05,141.87001628551226
2000-06,136.90417759471123
2000-07,141.1362927505365
2000-08,140.37883205423216
2000-09,134.08409155854162
2000-10,140.65646501267128
2000-11,126.93871334856179
2000-12,127.73960031200063
2001-01,133.77397095966592
2001-02,124.33949334041395
2001-03,115.82085196400958
2001-04,123.61586691398671
2001-05,121.33690349092402
2001-06,120.83642716447973
2001-07,117.45558455926243
2001-08,105.07374397461501
2001-09,87.77701814903163
2001-10,92.65454878957469
2001-11,101.38986685343153
2001-12,105.06749906091336
2002-01,103.75457049130928
2002-02,101.90054040058433
2002-03,109.13399796711889
2002-04,102.62098311693735
2002-05,98.13078426384004
2002-06,90.12023619520093
2002-07,75.79435777932832
2002-08,76.09979874143775
2002-09,57.12859529437031
2002-10,64.98086615816818
2002-11,68.35565581568066
2002-12,59.82266155147975
2003-01,57.09270047335015
2003-02,52.929787477014045
2003-03,50.31073929546763
2003-04,60.847756175273915
2003-05,61.61001604285813
2003-06,66.3685487753751
2003-07,71.72279957748346
2003-08,72.3053621245887
2003-09,67.66842946614311
2003-10,75.8585377178851
2003-11,77.47985909220216
2003-12,82.01779795634329
2004-01,84.22878097082474
2004-02,83.51628391368827
2004-03,80.4519203344923
2004-04,83.03256922729277
2004-05,81.87880652632064
2004-06,84.61439576691778
2004-07,81.310966354994
2004-08,79.04054702105978
2004-09,81.42460911923237
2004-10,82.73074075151285
2004-11,86.16718507008842
2004-12,88.78909234241704
2005-01,89.01528156734462
2005-02,90.96685561230697
2005-03,90.80464998225943
2005-04,87.48774122783017
2005-05,93.37361304243345
2005-06,96.12476801803804
2005-07,102.49471117119194
2005-08,101.54733709027606
2005-09,105.92259760428915
2005-10,103.32785692910699
2005-11,108.66714846302249
2005-12,113.07860883743261
2006-01,119.17760500691935
2006-02,122.0009130420772
2006-03,125.49538320248591
2006-04,126.61310640178021
2006-05,119.59425479899998
2006-06,118.99627977619113
2006-07,118.8185952926816
2006-08,122.77277869177898
2006-09,125.93057577930011
2006-10,131.2439909236138
2006-11,132.18080155848997
2006-12,138.36415716116142
2007-01,142.45015104586778
2007-02,141.405165449329
2007-03,146.4733451005418
2007-04,156.68415257981934
2007-05,166.00982075570744
2007-06,168.5238209725506
2007-07,160.2145780386213
2007-08,161.13927057986723
2007-09,165.9469254194104
2007-10,170.7173914048882
2007-11,166.17305942452967
2007-12,169.633584736642
2008-01,144.41556530609566
2008-02,142.7021720973707
2008-03,138.21929888846543
2008-04,147.20690465942016
2008-05,150.31780780822157
2008-06,136.50459179843153
2008-07,136.39844472333448
2008-08,135.72135006367273
2008-09,121.63283926416857
2008-10,103.78848219991951
2008-11,94.43516591052577
2008-12,97.24373987606802
2009-01,87.84121368083504
2009-02,77.52144697588035
2009-03,82.01649079105161
2009-04,96.2919841393124
2009-05,99.39353205325763
2009-06,96.85914650975207
2009-07,107.11500392391996
2009-08,110.23650852913273
2009-09,114.54403230729862
2009-10,108.9601157754172
2009-11,112.58318750286284
2009-12,119.23488653293849
2010-01,112.4570497968531
2010-02,111.98966075118717
2010-03,123.16748156682725
2010-04,123.15979887210861
2010-05,119.55790283131157
2010-06,119.52733324822863
2010-07,123.05142915429124
2010-08,118.65739766548225
2010-09,125.10500205776093
2010-10,132.47641295377855
2010-11,134.26159123333193
2010-12,139.39895464402386
2011-01,142.37786528374696
2011-02,146.26389369695596
2011-03,141.76176419541096
2011-04,150.99768922928527
2011-05,146.79083124883732
2011-06,148.44803090607834
2011-07,143.94854798162723
2011-08,116.97621484559626
2011-09,110.6920604257041
2011-10,123.62545250909214
2011-11,122.7140536476536
2011-12,118.91713258431551
2012-01,130.52788552144204
2012-02,138.46201879570947
2012-03,140.32723338711656
2012-04,137.22049782449236
2012-05,127.23934683125856
2012-06,129.97144667612247
2012-07,137.30617733564472
2012-08,141.13013102788838
2012-09,146.07566754125517
2012-10,147.4382302306559
2012-11,150.72738631227034
2012-12,154.67495891442846
2013-01,158.42814537102953
2013-02,158.04669859248233
2013-03,159.2290922847406
2013-04,161.67254034762593
2013-05,170.10312532364367
2013-06,162.66316819877775
2013-07,169.58582603760323
2013-08,166.34706457854728
2013-09,176.08360532202056
2013-10,185.34115660626432
2013-11,192.9322764004159
2013-12,195.94572634275727
2014-01,190.46632891627706
2014-02,198.43564545033442
2014-03,195.38686760364456
2014-04,196.1930702602118
2014-05,203.09682072334115
2014-06,201.1145380615059
2014-07,192.54477014626605
2014-08,193.83444597359417
2014-09,193.63639906825443
2014-10,191.28457691440641
2014-11,204.48382474007175
2014-12,201.35920731620195
2015-01,219.89264630275514
2015-02,234.67471809776737
2015-03,245.83505850656235
2015-04,235.34334263384747
2015-05,234.71640702961926
2015-06,224.95171606596062
2015-07,232.95273519512966
2015-08,212.45857009033386
2015-09,200.08594536523435
2015-10,223.66109468401828
2015-11,233.95601501832763
2015-12,221.44039537542065
2016-01,202.62611357876483
2016-02,196.61315078569774
2016-03,205.98762538964934
2016-04,207.52203187603232
2016-05,212.33817262739214
2016-06,200.76588246020393
2016-07,214.28798897554654
2016-08,219.46658512258514
2016-09,218.35883594782305
2016-10,220.4639936909956
2016-11,219.39514434573405
2016-12,236.0366256514466
2017-01,237.56077212066086
2017-02,243.33842956639887
2017-03,252.6097726930592
2017-04,255.6672624063046
2017-05,259.5694415407966
2017-06,253.2884853544948
2017-07,249.49890689312744
2017-08,248.0224545066517
2017-09,263.2828228705993
2017-10,271.2731990239035
2017-11,268.21528385965615
2017-12,266.4034672702704
2018-01,272.01502302102864
2018-02,257.91837799798276
2018-03,250.96270237829762
2018-04,260.95008622384205
2018-05,261.6916884993362
2018-06,255.4624478005021
2018-07,265.88263992002277
2018-08,259.29276436348727
2018-09,255.3304443563012
2018-10,239.6410566492445
2018-11,234.92565117333146
2018-12,219.28217573666853
2019-01,233.11013495798534
2019-02,238.9957432364788
2019-03,238.86697768061538
2019-04,255.98311549291228
2019-05,241.76046140269156
2019-06,253.96538016029646
2019-07,250.71106045818215
2019-08,245.99656174602688
2019-09,254.58655292078035
2019-10,263.4962420035849
2019-11,271.4340412990256
2019-12,271.72508892908166
2020-01,266.7859915224099
2020-02,244.46011279144514
2020-03,203.0602558118681
2020-04,223.3888248373493
2020-05,239.5677668664979
2020-06,252.2464236468682
2020-07,251.6878737277288
2020-08,264.88984526437815
2020-09,261.91061137324215
2020-10,236.68041619364462
2020-11,270.024182428868
2020-12,279.9323286194929
2021-01,276.7579925843825
2021-02,282.75501127187727
2021-03,303.9619389093401
2021-04,307.3672958667906
2021-05,312.6754004533287
2021-06,316.7796364602999
2021-07,317.19176904711367
2021-08,322.88099071231323
2021-09,310.44533884125354
2021-10,317.6017479115264
2021-11,305.22798404322674
2021-12,318.96975476298525
2022-01,311.6321822916704
2022-02,289.76545542731463
2022-03,284.21379988122237
2022-04,275.45121865197837
2022-05,281.39127125571184
2022-06,249.49269054509017
2022-07,261.8298434283106
2022-08,248.5859678179033
2022-09,232.74576497631853
2022-10,252.26241113141234
2022-11,275.9676219939016
2022-12,266.38864392285853
2023-01,294.2562241496171
2023-02,295.8938175452385
2023-03,300.37161915095817
2023-04,305.953363835267
2023-05,300.8497146014811
2023-06,309.66277194588395
2023-07,315.8233880282444
