Date,PORTUGAL
1998-12,100.0
1999-01,107.53518107726077
1999-02,103.73229869691578
1999-03,98.39533912623766
1999-04,94.21941647119344
1999-05,97.67347365570957
1999-06,93.50658019138866
1999-07,92.27863988679324
1999-08,90.98142201654012
1999-09,88.78187960965458
1999-10,91.73684696779453
1999-11,96.72399290844096
1999-12,107.24551314061186
2000-01,108.75011845734954
2000-02,123.289997815058
2000-03,114.6654323525236
2000-04,110.02434910855199
2000-05,107.54524946039176
2000-06,110.18711811419433
2000-07,111.58121565776227
2000-08,112.24176438766504
2000-09,111.48057058533655
2000-10,104.90190034021296
2000-11,102.90948020748048
2000-12,103.16968666844565
2001-01,110.70433251069143
2001-02,105.10144657776439
2001-03,99.37629136817492
2001-04,99.55188966391744
2001-05,94.2112454883787
2001-06,87.76357598875018
2001-07,88.0556173551314
2001-08,81.9081291702454
2001-09,81.43847462517014
2001-10,85.22181638287022
2001-11,84.9214495833272
2001-12,85.28837016969618
2002-01,82.47244882397273
2002-02,80.36077412511324
2002-03,83.663611124391
2002-04,81.95542309825647
2002-05,79.91849074335086
2002-06,74.92946935537016
2002-07,66.20658537374509
2002-08,66.19676489330051
2002-09,52.97568776489588
2002-10,58.613712321229606
2002-11,65.84580013072787
2002-12,62.817773028842204
2003-01,60.412767591500945
2003-02,55.44407689898448
2003-03,57.00534712883154
2003-04,59.70466835523151
2003-05,62.2387151961027
2003-06,63.84227819546023
2003-07,63.02581532371472
2003-08,66.20915493113081
2003-09,68.04663390074846
2003-10,69.8863691158689
2003-11,73.75106224518485
2003-12,75.42295654974858
2004-01,78.31978990689784
2004-02,85.30001271031756
2004-03,84.55657088013844
2004-04,86.27536452881776
2004-05,82.73102892059497
2004-06,85.37815574617733
2004-07,82.27977269705158
2004-08,82.18396281872897
2004-09,85.39733824481007
2004-10,85.91764901761665
2004-11,86.79585970569775
2004-12,87.94536477496897
2005-01,92.49830392035753
2005-02,90.58848588245675
2005-03,89.34821917703259
2005-04,88.28214468486777
2005-05,88.56001691042123
2005-06,87.96661426078067
2005-07,88.74899792703232
2005-08,90.78450557179951
2005-09,93.40372929206538
2005-10,90.85480575967532
2005-11,93.90827387253945
2005-12,100.34592413450113
2006-01,101.4694793917505
2006-02,110.35783463840163
2006-03,118.59466974869815
2006-04,118.10470428830767
2006-05,111.79881708998889
2006-06,113.483593225844
2006-07,115.27286678718654
2006-08,118.39104708607952
2006-09,122.75870638759683
2006-10,124.92550385163779
2006-11,126.59529211870263
2006-12,133.1755610263402
2007-01,137.14533571205104
2007-02,138.4602814100224
2007-03,137.9551023107236
2007-04,146.31354975309674
2007-05,159.2444985255703
2007-06,160.85623753993616
2007-07,159.49424179137048
2007-08,151.28851886161786
2007-09,143.34108206361353
2007-10,156.32214479327016
2007-11,154.66655551055234
2007-12,149.83667405289205
2008-01,131.72567131436276
2008-02,125.5976269149609
2008-03,120.06441618957234
2008-04,127.66748872352464
2008-05,125.32292616206568
2008-06,104.5888988016778
2008-07,101.9445135967625
2008-08,100.27888295644645
2008-09,95.53861052007467
2008-10,78.05011457406094
2008-11,76.14707371156237
2008-12,76.0003160219987
2009-01,77.65168212577316
2009-02,72.0828572734781
2009-03,73.36393762877864
2009-04,81.3210443300178
2009-05,88.13599177964949
2009-06,88.41645637447834
2009-07,90.3997040319172
2009-08,95.8277518025126
