Date,CANADA
1998-12,100.0
1999-01,112.0082024851933
1999-02,109.31275102381817
1999-03,115.77196323633389
1999-04,130.20030842827333
1999-05,128.49480584467858
1999-06,135.39783948391883
1999-07,131.4491128088999
1999-08,131.07810444688184
1999-09,133.8050096361655
1999-10,144.73665169896464
1999-11,157.21798923327034
1999-12,180.87382942006104
2000-01,185.93007258445226
2000-02,200.26602931596776
2000-03,219.541139516373
2000-04,222.12549576527144
2000-05,214.20789614038648
2000-06,233.32343919744184
2000-07,248.73167207864313
2000-08,282.06130454323585
2000-09,255.51686278687782
2000-10,242.82146486012667
2000-11,215.28625107621772
2000-12,204.0072345882067
2001-01,216.0553997703322
2001-02,183.6937034234966
2001-03,173.66610115106508
2001-04,185.5256444195316
2001-05,197.6881867719416
2001-06,190.4504986792777
2001-07,183.4482304186072
2001-08,167.14057455787923
2001-09,151.21615271515
2001-10,153.10844066060864
2001-11,168.2078403864673
2001-12,171.86577659143418
2002-01,176.47389812860027
2002-02,173.8317728769434
2002-03,178.589431162799
2002-04,171.56691911117304
2002-05,169.11098288397537
2002-06,150.96018946953492
2002-07,134.99397897975317
2002-08,136.65822491125354
2002-09,124.74102937582016
2002-10,128.2753345835538
2002-11,135.1995629553955
2002-12,127.186614961211
2003-01,127.83908991803006
2003-02,131.8257247809809
2003-03,128.55850016362862
2003-04,133.7091576246971
2003-05,137.76574531882048
2003-06,144.88924366224612
2003-07,148.32114892547648
2003-08,160.0388430459791
2003-09,153.5189375615509
2003-10,164.18448132169075
2003-11,164.00226102645496
2003-12,164.3896103112113
2004-01,168.70735271098877
2004-02,172.38387577297613
2004-03,173.50850681636393
2004-04,163.08703736982412
2004-05,164.42072410052214
2004-06,172.09912975263543
2004-07,174.1039387790399
2004-08,172.5869891915021
2004-09,181.72147602504364
2004-10,188.64144410712603
2004-11,187.98091113834442
2004-12,187.296303709087
2005-01,187.56027359645975
2005-02,196.07018521557154
2005-03,203.11067730303657
2005-04,193.42506143401442
2005-05,206.72518407611665
2005-06,223.73961714902535
2005-07,235.2529211480655
2005-08,246.14468021349214
2005-09,266.23753916350586
2005-10,248.68785418768752
2005-11,266.3667096840355
2005-12,278.12150116255134
2006-01,293.9080835052815
2006-02,293.9456397422408
2006-03,294.1176671407582
2006-04,296.3563348235451
2006-05,282.98239580194877
2006-06,279.8417752483184
2006-07,281.25735836588615
2006-08,291.77131122430075
2006-09,286.0621293611532
2006-10,297.55420533429924
2006-11,294.80740466241025
2006-12,294.43624557563544
2007-01,298.0017250576021
2007-02,295.3209989193557
2007-03,301.23826158372634
2007-04,311.67603446235466
2007-05,343.2478043475783
2007-06,341.60165618802444
2007-07,336.2553308439703
2007-08,337.823155169912
2007-09,355.67987039878966
2007-10,382.47401386043424
2007-11,335.19104833105393
2007-12,345.8575619297383
2008-01,319.8309861716597
2008-02,331.2849523833682
2008-03,300.042883212826
2008-04,327.03709312041764
2008-05,352.6038711766691
2008-06,335.39405347215654
2008-07,315.1499794740416
2008-08,327.5297922109188
2008-09,294.5954256305446
2008-10,238.40701146840024
2008-11,224.79512200846085
2008-12,199.52198114876086
2009-01,208.8666339251455
2009-02,192.73645640299338
2009-03,201.77174432934498
2009-04,230.39621570858705
2009-05,261.5519598939602
2009-06,249.69716160297384
2009-07,276.74953727255064
2009-08,269.5263577354023
2009-09,283.87803137121927
2009-10,266.82546630030055
2009-11,281.7572427528508
2009-12,304.18990372095783
2010-01,290.85749971251624
2010-02,313.36553820224816
2010-03,342.3778801783686
2010-04,353.5618407505701
2010-05,356.91527337341097
2010-06,339.0978638932683
2010-07,341.7709682770819
2010-08,343.6453327905568
2010-09,344.9404671327911
2010-10,349.53817445996714
2010-11,377.1892180643961
2010-12,394.3321338917931
2011-01,387.58607185449114
2011-02,412.8082168093563
2011-03,401.86116531458913
2011-04,389.07896642151854
2011-05,389.40938125437197
2011-06,375.34836533036406
2011-07,370.7273885101105
2011-08,356.97012723289856
2011-09,329.1927376007117
2011-10,349.84252678029753
2011-11,352.82731723793046
2011-12,357.9702694602723
2012-01,376.22263268134316
2012-02,381.35271705035194
2012-03,371.8607168995854
2012-04,376.19515440913506
2012-05,359.6110554858292
2012-06,360.67600549936634
2012-07,379.95449821574385
2012-08,387.19377290725953
2012-09,393.6118934878038
2012-10,389.5496547429013
2012-11,386.436719616045
2012-12,387.3572627072121
2013-01,383.2480936706143
2013-02,392.3912979625283
2013-03,401.92935727506944
2013-04,385.98669130502213
2013-05,390.78377932582436
2013-06,368.1731558639102
2013-07,381.3315129336495
2013-08,380.54008996371886
2013-09,385.4655152648208
2013-10,396.64352779839237
2013-11,392.6361579054707
2013-12,394.47171253230516
2014-01,386.6693606632264
2014-02,394.41032388112876
2014-03,401.30475881734367
2014-04,410.7219555081338
2014-05,420.76334894588325
2014-06,444.64865544657425
2014-07,454.8862608158547
2014-08,472.60106165164603
2014-09,461.1171136488913
2014-10,451.8741923537056
2014-11,454.33733823747053
2014-12,459.17554580253864
2015-01,451.65720887012804
2015-02,481.5384543585513
2015-03,486.921238410767
2015-04,499.3862297219343
2015-05,487.47226357629046
2015-06,465.8459608631336
2015-07,452.86046389928725
2015-08,417.89284660658456
2015-09,399.9863228282326
2015-10,421.41669670674116
2015-11,432.1302843899626
2015-12,390.8192917740463
2016-01,382.765068039787
2016-02,395.8470369925908
2016-03,415.35909551333384
2016-04,441.2592734137275
2016-05,438.51301592332635
2016-06,441.41854801929594
2016-07,453.6064244421361
2016-08,457.0701386087604
2016-09,458.3445428795018
2016-10,465.96244949330077
2016-11,493.1919271380531
2016-12,505.1184804492871
2017-01,511.63718879039277
2017-02,512.3023511932347
2017-03,511.49733108674945
2017-04,492.0023206416808
2017-05,475.5623287898902
2017-06,483.5940401819505
2017-07,486.5376465222347
2017-08,483.35909810033394
2017-09,504.36464162915166
2017-10,511.0394979621095
2017-11,502.63512581583075
2017-12,518.6833286190034
2018-01,504.8498228344767
2018-02,478.04639449101603
2018-03,470.02364962815517
2018-04,490.4580265881638
2018-05,517.9094891854318
2018-06,519.2910837801365
2018-07,530.9406919595492
2018-08,526.3438260009217
2018-09,527.0868438450605
2018-10,498.445514294093
2018-11,500.50302003470483
2018-12,454.6338815943047
2019-01,512.2557750842451
2019-02,530.7464454874913
2019-03,535.0435394636024
2019-04,552.7082681794909
2019-05,533.8798030580583
2019-06,554.4835340922288
2019-07,564.1219031095383
2019-08,563.9878718758106
2019-09,582.9677661447506
2019-10,568.7779979649807
2019-11,589.9273903906965
2019-12,594.9406455980154
2020-01,600.5008809182478
2020-02,561.8680377065111
2020-03,442.0604153586967
2020-04,497.92827989870534
2020-05,506.4651422860972
2020-06,520.1283542059284
2020-07,523.9594451773828
2020-08,546.0326482394527
2020-09,529.9220743883294
2020-10,516.1223559343641
2020-11,572.2147593620882
2020-12,579.7160559577917
2021-01,577.9564378174867
2021-02,610.9504514621841
2021-03,662.6333506110747
2021-04,675.8808140588
2021-05,701.982673168791
2021-06,723.890748397191
2021-07,723.5058344907131
2021-08,728.5416981487152
2021-09,723.1554283322124
2021-10,779.7883654609789
2021-11,762.8175879516533
2021-12,791.3097516417301
2022-01,796.2938497808505
2022-02,796.3964125295282
2022-03,847.2607030308287
2022-04,828.7886756059831
2022-05,828.4620221544243
2022-06,761.1910819335619
2022-07,819.1421476819207
2022-08,797.4459447702593
2022-09,749.4857527856597
2022-10,791.9655112953621
2022-11,806.7326769468212
2022-12,740.5807150317968
2023-01,793.9311481011786
2023-02,777.9700504778075
2023-03,760.568210223596
2023-04,771.2379722077825
2023-05,755.3916282283775
2023-06,787.0227644718829
2023-07,804.5324547341631
