Date,COLOMBIA
2013-08,1972.7927963118043
2013-09,1985.7847697153468
2013-10,1982.578013815908
2013-11,1795.1931015720888
2013-12,1734.4240724092706
2014-01,1550.4897864829484
2014-02,1572.0563823550935
2014-03,1822.9066442623302
2014-04,1864.4460881148998
2014-05,1894.6947426355139
2014-06,1979.467984653869
2014-07,2027.8707392779645
2014-08,2102.864681982642
2014-09,1967.640891936394
2014-10,1909.1258285387878
2014-11,1664.9363435082485
2014-12,1583.989064957444
2015-01,1543.2261363211417
2015-02,1500.3411019891646
2015-03,1443.337036584759
2015-04,1609.7887889527776
2015-05,1444.0926482123004
2015-06,1439.4958330484142
2015-07,1309.3624445428463
2015-08,1133.3408404552922
2015-09,1103.1372695514283
2015-10,1203.7992468450739
2015-11,1052.9945744689014
2015-12,1026.965595896321
2016-01,1007.6064748523374
2016-02,1053.5371567648538
2016-03,1199.110179754367
2016-04,1266.119388047438
2016-05,1153.2860325638333
2016-06,1265.0370987377032
2016-07,1183.612721681378
2016-08,1301.9127080256667
2016-09,1285.080822327414
2016-10,1300.535509187909
2016-11,1232.0474879945712
2016-12,1337.787243233496
2017-01,1352.0517994003392
2017-02,1336.2916537233107
2017-03,1394.510489352736
2017-04,1353.2299215899493
2017-05,1384.6454545664876
2017-06,1340.1970831238802
2017-07,1336.5135871872455
2017-08,1359.1945845778594
2017-09,1377.006929265034
2017-10,1272.2132435672893
2017-11,1276.4009557901256
2017-12,1366.506320251139
2018-01,1466.4582561451
2018-02,1390.7072928487048
2018-03,1399.0637948213543
2018-04,1569.8481134437975
2018-05,1555.4337972333158
2018-06,1573.6948608583111
2018-07,1542.0573816586575
2018-08,1495.1750112869493
2018-09,1543.3913933923877
2018-10,1356.257193420984
2018-11,1332.9536706087865
2018-12,1271.2794490423805
2019-01,1437.5327439954713
2019-02,1530.2255816966376
2019-03,1615.7053720122724
2019-04,1579.8681585546424
2019-05,1442.715158002692
2019-06,1556.7467073289524
2019-07,1562.917118831059
2019-08,1519.38294140919
2019-09,1527.1585228305055
2019-10,1601.3441649400418
2019-11,1536.2270880247472
2019-12,1698.8983061758483
2020-01,1594.996037130483
2020-02,1478.8152659098218
2020-03,875.0533309903652
2020-04,945.0048532088701
2020-05,951.9610396059459
2020-06,941.0065144805266
2020-07,942.2790310151257
2020-08,961.1430274825639
2020-09,890.2735066501093
2020-10,886.0756052745845
2020-11,1040.5731082988634
2020-12,1269.6606773300568
2021-01,1099.7774802858598
2021-02,1120.457282821772
2021-03,1094.2381582336548
2021-04,994.0742740788326
2021-05,967.2248517359618
2021-06,1053.333072342158
2021-07,1018.4468479266473
2021-08,1130.9758584217675
2021-09,1188.7285351250769
2021-10,1223.2565821509015
2021-11,1155.6219573123117
2021-12,1179.1875808406678
2022-01,1322.5646449431877
2022-02,1391.312186184514
2022-03,1614.0238038546343
2022-04,1525.31343647749
2022-05,1703.1647245192237
2022-06,1243.2460690744035
2022-07,1259.8340863649235
2022-08,1195.0649634500319
2022-09,1083.7603958874458
2022-10,1160.6950626089374
2022-11,1149.855996792263
2022-12,1193.421890679018
2023-01,1220.704510639787
2023-02,1046.1783022213647
2023-03,1018.8448787162719
2023-04,1056.9933897236535
2023-05,1024.4093235736661
2023-06,1141.7003048460738
2023-07,1284.8084746504487
