Date,COLOMBIA
1998-12,100.0
1999-01,79.35256811501591
1999-02,87.99459833993467
1999-03,92.56695854788762
1999-04,121.5136679676462
1999-05,119.74756760610234
1999-06,93.46498080996327
1999-07,84.13148447472618
1999-08,79.18893671845544
1999-09,78.29355245710715
1999-10,81.57715960780672
1999-11,97.78372742219491
1999-12,100.29825793698946
2000-01,115.79527830347244
2000-02,99.88683782386725
2000-03,98.6797326707234
2000-04,96.73334218385068
2000-05,79.72026644879884
2000-06,67.9359414178489
2000-07,80.22263147429402
2000-08,72.47695311675614
2000-09,73.00636870832658
2000-10,76.70358126639093
2000-11,73.72377265206224
2000-12,65.47621181971405
2001-01,76.60565550949545
2001-02,79.57945715666726
2001-03,72.50841375075795
2001-04,74.07484592612211
2001-05,96.7908259205171
2001-06,100.61407585820983
2001-07,94.57588798364728
2001-08,93.13290502982106
2001-09,83.96289552564217
2001-10,79.38199235807761
2001-11,91.31001864903547
2001-12,100.63691925930539
2002-01,114.13379124653949
2002-02,99.49092718383247
2002-03,103.16452319412144
2002-04,103.69772134219373
2002-05,103.38459991748157
2002-06,100.17737579178342
2002-07,90.54024101700008
2002-08,90.41186994068046
2002-09,94.60445239808058
2002-10,109.16309194170358
2002-11,110.8539159107585
2002-12,107.04273832626984
2003-01,101.44334066182375
2003-02,99.53558064268815
2003-03,100.20967076056655
2003-04,106.58858533798659
2003-05,117.39960719170567
2003-06,123.86949823268432
2003-07,129.20788715489792
2003-08,131.59636935445806
2003-09,125.74668584210711
2003-10,134.80125783386225
2003-11,140.43879141595312
2003-12,148.6620098938278
2004-01,181.2805077941093
2004-02,193.98800393018672
2004-03,216.23325015812227
2004-04,245.48656965065314
2004-05,210.90413683539535
2004-06,210.25870708243266
2004-07,219.32695833191474
2004-08,229.92516616583018
2004-09,263.3302795982686
2004-10,269.4262769643553
2004-11,318.4117076446874
2004-12,321.3695866639905
2005-01,328.48086057639
2005-02,364.45516973655793
2005-03,326.8004637922371
2005-04,349.0492369860913
2005-05,350.465892760278
2005-06,414.90280566146896
2005-07,477.7748827878372
2005-08,507.1806212660584
2005-09,528.1758815092388
2005-10,554.2881032437873
2005-11,671.4332783616859
2005-12,768.5087161585963
2006-01,837.8550908972168
2006-02,887.2948715778124
2006-03,880.444051648882
2006-04,826.784092332539
2006-05,653.9932233980229
2006-06,572.0567020430407
2006-07,654.5092288204967
2006-08,698.4491874972114
2006-09,692.3930919779073
2006-10,745.8050155326586
2006-11,695.9895118720385
2006-12,782.0218935104149
2007-01,757.1417865089139
2007-02,706.2375666600457
2007-03,731.3349985335259
2007-04,743.403809588525
2007-05,814.1978986172111
2007-06,848.051837041454
2007-07,898.9926177456289
2007-08,802.4683599633761
2007-09,801.3196035288512
2007-10,826.0814412038625
2007-11,835.1553476281615
2007-12,811.0837132455595
2008-01,743.8501375809471
2008-02,731.3156799605032
2008-03,715.3490571101232
2008-04,863.5667314204625
2008-05,900.6181374633474
2008-06,747.258246247723
2008-07,809.362208643771
2008-08,832.8885580177841
2008-09,767.6698203073146
2008-10,610.8737478986933
2008-11,642.4203774179749
2008-12,638.9597440394953
2009-01,650.5991762735114
2009-02,610.9079769960387
2009-03,601.2728621206853
2009-04,714.7939650060763
2009-05,806.0020143991203
2009-06,868.584637177192
2009-07,959.8907160885957
2009-08,992.6902756680472
2009-09,1132.3957707401376
2009-10,1019.7154237996127
2009-11,1055.8914473333366
2009-12,1141.1996712010027
2010-01,1204.5586189836188
2010-02,1282.2798806337432
2010-03,1335.4283097395962
2010-04,1367.1605748666816
2010-05,1455.962369003281
2010-06,1527.9514496150257
2010-07,1626.8565888435849
2010-08,1819.3431692841716
2010-09,1814.3840582923692
2010-10,1887.3098802744807
2010-11,1750.494653476455
2010-12,1750.27880740279
2011-01,1676.9171449926805
2011-02,1624.977684717059
2011-03,1658.518883953514
2011-04,1659.5089597887657
2011-05,1752.6099330332668
2011-06,1719.0941489360198
2011-07,1684.6569484841941
2011-08,1684.7388673544776
2011-09,1625.9760476370632
2011-10,1668.755343634475
2011-11,1601.6672827601435
2011-12,1717.9217049363992
2012-01,1863.2406423916198
2012-02,1959.194204083148
2012-03,1977.4071596232418
2012-04,2154.227386449102
2012-05,2132.54286554986
2012-06,2073.147813637901
2012-07,2176.5887261371445
2012-08,2071.38746764131
2012-09,2091.997430876287
2012-10,2201.6058064192425
2012-11,2161.424375884368
2012-12,2298.6798611071004
2013-01,2277.068313806466
2013-02,2237.545115338554
2013-03,2205.372794808322
2013-04,2067.7446533381144
2013-05,1954.683813906871
2013-06,1890.0489881453393
2013-07,1956.2587177135197
