Date,JORDAN
1998-12,100.0
1999-01,109.89594921479157
1999-02,119.6974545938256
1999-03,120.42388663431032
1999-04,114.0636892781776
1999-05,113.05780817296777
1999-06,115.23256949623764
1999-07,114.16855765606111
1999-08,112.33442502617264
1999-09,108.20915972982773
1999-10,109.22102447880806
1999-11,116.43136281831995
1999-12,124.48172183704483
2000-01,121.96712550631905
2000-02,117.09345193460409
2000-03,119.71936376677644
2000-04,122.97085152658659
2000-05,115.66353369860947
2000-06,108.68386166221323
2000-07,107.16837239140622
2000-08,107.55191853533579
2000-09,109.52784219188723
2000-10,116.13449052363276
2000-11,112.62654439979669
2000-12,102.09720287994551
2001-01,106.57845378650148
2001-02,109.04721241630585
2001-03,114.20375664912093
2001-04,112.46097465265619
2001-05,122.99370972016004
2001-06,124.94331089414975
2001-07,127.49536986645721
2001-08,128.21349979333706
2001-09,127.67444273091633
2001-10,140.14682559168907
2001-11,146.5632822013824
2001-12,144.89554315054335
2002-01,154.73280244599428
2002-02,153.83624758451143
2002-03,155.10138696248504
2002-04,141.96266726547327
2002-05,147.04374750723386
2002-06,149.64385810051243
2002-07,145.448204590241
2002-08,141.33979725901082
2002-09,136.9955910163278
2002-10,132.51904217730467
2002-11,134.31889783121676
2002-12,128.49279128182894
2003-01,129.5999179109234
2003-02,122.84315191615038
2003-03,127.91900011756563
2003-04,134.3213524866261
2003-05,133.08426295006922
2003-06,143.32836272648422
2003-07,154.9174986778482
2003-08,163.14573891983784
2003-09,163.86448150235762
2003-10,160.33497139153408
2003-11,169.38271338855648
2003-12,168.60310271258356
2004-01,185.33897689742315
2004-02,181.78129992271894
2004-03,181.68215887094823
2004-04,181.18358929748686
2004-05,182.05026093655513
2004-06,188.10144978591714
2004-07,199.87350331867844
2004-08,197.3119903710482
2004-09,206.9624169468657
2004-10,221.4964658456015
2004-11,247.74326710931194
2004-12,252.44735112870097
2005-01,304.79768351072914
2005-02,302.7982063398188
2005-03,332.67467732158264
2005-04,405.58286812323576
2005-05,402.94778362175157
2005-06,448.7613268784131
2005-07,464.29740162786754
2005-08,498.95168427577124
2005-09,508.2989611992144
2005-10,526.9593692497234
2005-11,578.4011045489646
2005-12,505.7436903053882
2006-01,496.59109620356696
2006-02,448.5701392877581
2006-03,421.01219079772653
2006-04,421.4655997788577
2006-05,412.29704707650683
2006-06,356.71583528340915
2006-07,353.1291977901616
2006-08,369.3411357801841
2006-09,357.2554192125674
2006-10,358.7440317178638
2006-11,316.0027335840702
2006-12,312.6839282946256
2007-01,347.35734653708863
2007-02,362.53357257457725
2007-03,339.69978285649375
2007-04,324.48715106391865
2007-05,316.35052069870886
2007-06,318.23950463099715
2007-07,299.89278490722796
2007-08,294.5589986237716
2007-09,290.17728164978735
2007-10,329.04730064660265
2007-11,333.5791384937364
2007-12,350.4881392142126
2008-01,352.5275387462368
2008-02,346.6306669869011
2008-03,317.2168417302931
2008-04,330.5503997840971
2008-05,350.41558026170145
2008-06,374.49811095572556
2008-07,380.4346466827064
2008-08,387.0605359201331
2008-09,364.6489165788915
2008-10,328.06300717604273
2008-11,251.89370402854072
2008-12,240.8836727444997
2009-01,256.34262062549124
2009-02,240.75653029389449
2009-03,237.22592447182174
2009-04,245.7684485343243
2009-05,246.75824135275641
2009-06,233.04994706504255
2009-07,228.298946285977
2009-08,226.38320946286274
2009-09,223.1043638931183
2009-10,217.5648254025716
2009-11,213.12928178308962
2009-12,221.59150607393326
2010-01,226.13551150164358
2010-02,215.87790695734654
2010-03,221.83252710227327
2010-04,233.91006805554358
2010-05,236.48897203864024
2010-06,236.05380525588453
2010-07,216.8608170876002
2010-08,213.66859234394818
2010-09,206.63152596336067
2010-10,207.51399131330035
2010-11,219.50810920032004
2010-12,214.50479794538975
2011-01,207.22402388976857
2011-02,192.96190019313266
2011-03,185.6585498081309
2011-04,181.72273707933718
2011-05,185.2796009357888
2011-06,176.60455488990667
2011-07,182.8791182166008
2011-08,178.48537363483203
2011-09,182.0994100324226
2011-10,177.58334726459117
2011-11,172.94524912783746
2011-12,189.0909642124136
2012-01,174.6585346054649
2012-02,171.70648767167347
2012-03,192.55043780069033
2012-04,197.7173109306413
2012-05,193.3239046400821
2012-06,185.2584730101191
2012-07,188.11824100324483
2012-08,200.63965588435028
2012-09,186.9371385499197
2012-10,186.60244390208345
2012-11,185.61247797591878
2012-12,184.9904463770023
2013-01,187.3056652049469
2013-02,193.41640168345273
2013-03,194.2513726136383
2013-04,186.204867549191
2013-05,185.09735803762692
2013-06,173.66552046194656
2013-07,164.53248061625064
2013-08,158.39096248076385
2013-09,151.36939267376258
2013-10,163.47161520197932
2013-11,167.8891201284863
2013-12,167.236508708624
2014-01,196.20581161630378
2014-02,180.9929799695091
2014-03,186.47661251032892
2014-04,188.55015634266155
2014-05,198.9121697089259
2014-06,186.1416293847977
2014-07,188.59956880251232
2014-08,180.29052496583006
2014-09,182.57765254354527
2014-10,182.66423225734644
2014-11,174.92251237966536
2014-12,186.38749419509978
2015-01,191.40716648232453
2015-02,193.94400656185277
2015-03,193.95624693897685
2015-04,184.11519729356087
2015-05,215.98404209783521
2015-06,196.54606244855356
2015-07,197.7494698770967
2015-08,212.391233301172
2015-09,195.26654082533733
2015-10,192.4935637873368
2015-11,196.82805966391265
2015-12,202.86673069478718
2016-01,193.42903296053245
2016-02,193.66680594319297
2016-03,182.32198851819692
2016-04,180.2348290362198
2016-05,194.31247453601523
2016-06,189.74934439649795
2016-07,195.13732620879438
2016-08,185.1054368515542
2016-09,183.64511794067647
2016-10,188.9487842844516
2016-11,202.36088154219993
2016-12,206.64521956858695
2017-01,199.05361594925773
2017-02,212.31832326086726
2017-03,218.1699685807276
2017-04,205.66600484834393
2017-05,206.69460914403663
2017-06,200.90925381916963
2017-07,191.85375706339826
2017-08,191.74220780714904
2017-09,188.2411609805021
2017-10,190.00995555860104
2017-11,192.17730664253645
2017-12,198.8228049878412
2018-01,204.0542758233501
2018-02,214.89961108531568
2018-03,215.59425454116658
2018-04,233.98679511342712
2018-05,227.12086574469677
2018-06,222.5535164593758
2018-07,212.04422032109295
2018-08,207.42215929579183
2018-09,204.65448059892003
2018-10,201.44778241314793
2018-11,192.72641345706987
2018-12,199.56270961678248
2019-01,201.3960070083604
2019-02,210.7984922309657
2019-03,210.22791493990786
2019-04,206.45323411640788
2019-05,208.83127173481074
2019-06,208.21897204276297
2019-07,211.4919600730581
2019-08,209.56280313984487
2019-09,207.79755664726324
2019-10,203.80435048598207
2019-11,204.24832417628548
2019-12,204.31181142495677
2020-01,213.05543257701518
2020-02,208.73451439580984
2020-03,188.24240907534073
2020-04,188.4313696246073
2020-05,177.28868062066846
2020-06,166.35456257963298
2020-07,156.30065802484674
2020-08,154.3020907412201
2020-09,160.31458468510684
2020-10,158.17456559174377
2020-11,97.24870388332174
2020-12,96.95757602980953
2021-01,99.54398281119231
2021-02,97.4991755894856
2021-03,100.84347084211012
2021-04,101.2311833563365
2021-05,126.02408683324525
2021-06,132.54951696121864
2021-07,129.68573628417457
2021-08,129.31601861281712
2021-09,128.96029263678636
2021-10,131.36371021539077
2021-11,127.93484841199046
2021-12,131.40973771207305
2022-01,130.2560578169546
2022-02,130.93226793960764
2022-03,145.86363565636105
2022-04,175.90674923346398
2022-05,179.28690043218936
2022-06,181.47218870595668
2022-07,192.40665093296624
2022-08,188.8157182128574
2022-09,186.0295662767004
2022-10,180.23218893429325
2022-11,183.99073950380702
2022-12,175.4551026609607
2023-01,185.42028300323332
2023-02,191.08321723211057
2023-03,182.2217771795315
2023-04,173.93286596012112
2023-05,179.59527085954937
2023-06,171.28498049468874
2023-07,170.81798350177692
