Date,GREECE
2006-09,143.70799035379272
2006-10,151.88105047246185
2006-11,154.6686300986477
2006-12,158.86368739747678
2007-01,171.1805293933165
2007-02,162.18206287398172
2007-03,166.22644020926788
2007-04,169.48166224541495
2007-05,179.26113410547282
2007-06,174.5832546754579
2007-07,176.32662524170794
2007-08,177.31302968092615
2007-09,184.14982584835903
2007-10,192.27602076774784
2007-11,184.21024567602845
2007-12,190.43265942350274
2008-01,161.63090673500548
2008-02,150.64803544237262
2008-03,147.90401491449938
2008-04,157.38368883093872
2008-05,158.44877452932735
2008-06,129.4779233831154
2008-07,131.5712723542247
2008-08,127.89494252063513
2008-09,114.16251638159919
2008-10,80.04559772138549
2008-11,72.12477779283078
2008-12,68.08668227256354
2009-01,68.2659886904637
2009-02,55.809579165090774
2009-03,62.32947173246003
2009-04,77.85064771200163
2009-05,86.64425821000151
2009-06,82.05393904302126
2009-07,89.09965450280184
2009-08,95.45917156688672
2009-09,104.55276972512513
2009-10,105.49181803022583
2009-11,86.96974003538273
2009-12,82.67051904984537
2010-01,76.44243929885893
2010-02,70.24984973225067
2010-03,76.12038454278611
2010-04,68.58152224499574
2010-05,55.11238913210519
2010-06,50.099895131884345
2010-07,61.56753972239374
2010-08,57.21878904330335
2010-09,53.44453547633659
2010-10,56.75645686387685
2010-11,51.2130126402412
2010-12,48.87026967248748
2011-01,56.3070513248043
2011-02,55.170132617069925
2011-03,53.2008711194952
2011-04,48.6062839859452
2011-05,44.48769191680469
2011-06,43.61135355575903
2011-07,40.847693546905674
2011-08,29.402807490886243
2011-09,25.162719178461327
2011-10,23.197960934489675
2011-11,18.976461400674445
2011-12,18.853501382748274
2012-01,23.311048960134165
2012-02,20.98591136128813
2012-03,20.86592584004997
2012-04,19.642343597819107
2012-05,14.663819341266166
2012-06,15.872029905628683
2012-07,16.03057814735925
2012-08,17.402885763589946
2012-09,15.707250675145184
2012-10,18.202187257323573
2012-11,19.410272396195925
2012-12,19.62830551295326
2013-01,21.72067146147179
2013-02,23.308878500660928
2013-03,22.978378258159182
2013-04,22.400769138956182
2013-05,20.999775454006393
2013-06,20.654591183521337
2013-07,22.555803566198396
2013-08,23.81570184341353
2013-09,26.503815902994347
2013-10,30.701436197125524
2013-11,29.696608340710128
2013-12,28.667918315536813
2014-01,29.24455745658599
2014-02,33.4283825802086
2014-03,33.8550563668809
2014-04,30.521818242732685
2014-05,30.761068852996758
2014-06,30.420175778542923
2014-07,28.534949963392545
2014-08,28.937865356230475
2014-09,26.3718175928963
2014-10,22.649792147630123
2014-11,23.36773526680584
2014-12,19.612517505207286
2015-01,14.884712880956622
2015-02,17.940633713494993
2015-03,15.618642642949549
2015-04,16.439169840372628
2015-05,16.654456487070213
2015-06,15.860050156172909
2015-07,15.860050156172909
2015-08,10.137257129903835
2015-09,10.169510475228122
2015-10,11.333367717095324
2015-11,8.865161165906834
2015-12,8.465254489511755
2016-01,6.697560877666598
2016-02,5.995681891831785
2016-03,7.082892907953782
2016-04,7.270094820587015
2016-05,8.334744026275148
2016-06,6.255808030620413
2016-07,6.612158674011314
2016-08,6.6560382295696465
2016-09,6.24556260201131
2016-10,6.630396503824519
2016-11,7.52691994727991
2016-12,7.679391132281958
2017-01,6.904769070845916
2017-02,7.241826736362646
2017-03,7.311330152860989
2017-04,7.993545181038799
2017-05,8.82682446656536
2017-06,9.187693419657034
2017-07,8.981412019734272
2017-08,9.007285289006258
2017-09,7.791880826297552
2017-10,7.738504324913418
2017-11,7.522152531806082
2017-12,8.711004347747929
2018-01,9.384942850233358
2018-02,8.801040659042297
2018-03,7.932695406306978
2018-04,9.346340270367419
2018-05,7.860479830629709
2018-06,8.185745884788988
2018-07,8.149907675561217
2018-08,7.3761195454921085
2018-09,6.781401413749724
2018-10,6.384639988054318
2018-11,6.176558715095429
2018-12,5.795499445858509
2019-01,6.0950123294096485
2019-02,6.4937660320088435
2019-03,6.654323756005823
2019-04,7.082238207203769
2019-05,7.3190365384436635
2019-06,7.638720754348313
2019-07,7.840506283062298
2019-08,7.50577558165063
2019-09,7.740779145583559
2019-10,8.152298660451077
2019-11,8.385115905372283
2019-12,8.473271233970728
2020-01,8.161441467254878
2020-02,6.416618822484915
2020-03,4.756540655287749
2020-04,5.194794478305114
2020-05,5.353733300483967
2020-06,5.156686600330583
2020-07,5.2667783054301145
2020-08,5.336789463244464
2020-09,5.107346941795551
2020-10,4.4274973372223005
2020-11,5.634557829561751
2020-12,5.697883211811982
2021-01,5.214330842383827
2021-02,5.591395764110574
2021-03,6.02124643703147
2021-04,6.304392248935589
2021-05,6.473682265796476
2021-06,6.460431841860684
2021-07,6.447012458483508
2021-08,6.840018973136374
2021-09,6.751082509017134
2021-10,6.716016188512394
2021-11,6.445274573373793
2021-12,6.6343350930682226
2022-01,7.176214869031311
2022-02,7.022651861290502
2022-03,6.855475856702343
2022-04,7.158384030329764
2022-05,6.854598309656993
2022-06,6.058457823392221
2022-07,6.492832174009906
2022-08,6.448302137677554
2022-09,5.985701086928795
2022-10,6.7579919950456855
2022-11,7.02286946551492
2022-12,7.09752688997759
2023-01,7.833717317636061
2023-02,8.745629290814978
2023-03,8.072334469941659
2023-04,8.233122116197608
2023-05,9.2662350308977
2023-06,9.962271244117353
2023-07,10.415697817180295
