Date,CZECH REPUBLIC
1998-12,100.0
1999-01,94.06932217763831
1999-02,77.09136746674113
1999-03,89.13115393297724
1999-04,96.53793893495862
1999-05,120.3985033465635
1999-06,119.84325794772008
1999-07,128.57121486270256
1999-08,124.83390347591357
1999-09,124.58800681981361
1999-10,122.29732939884892
1999-11,120.1969368693585
1999-12,123.41658764607111
2000-01,142.79678851266056
2000-02,165.198134140412
2000-03,167.8788288918476
2000-04,155.87662545505813
2000-05,149.9094512957674
2000-06,137.00944170694302
2000-07,153.07582801822346
2000-08,143.43066885247663
2000-09,132.83383750529453
2000-10,138.92839182751678
2000-11,111.02305114436903
2000-12,133.90425005287685
2001-01,144.11613484427295
2001-02,131.12793834495415
2001-03,124.55631797281426
2001-04,123.03772578379291
2001-05,134.0494120039663
2001-06,128.9463956167501
2001-07,117.30312143361625
2001-08,110.4881563008388
2001-09,100.57466178159318
2001-10,118.98415759956205
2001-11,126.31030023016154
2001-12,138.34667448759342
2002-01,147.9174616941764
2002-02,143.4934080649002
2002-03,153.92342067706284
2002-04,166.07832517580596
2002-05,167.48389291209034
2002-06,156.83126679708397
2002-07,168.72631670822662
2002-08,167.70208338257478
2002-09,168.21478856452376
2002-10,163.52113686125753
2002-11,181.3139157584941
2002-12,169.2226007842538
2003-01,170.4215732218847
2003-02,172.89209387180495
2003-03,176.77194487188902
2003-04,187.82556882362712
2003-05,202.09730945068026
2003-06,197.51957261052397
2003-07,209.21600855123762
2003-08,229.32426855568107
2003-09,220.9694510502239
2003-10,230.09121390654457
2003-11,219.81761731485506
2003-12,233.99345612320874
2004-01,235.88329618512094
2004-02,274.38137921549014
2004-03,288.21950062363334
2004-04,288.50456431800717
2004-05,280.26654824459337
2004-06,283.3690894081146
2004-07,291.8125873286578
2004-08,302.28595471436256
2004-09,328.2539510014373
2004-10,340.6439468273038
2004-11,386.81186461578255
2004-12,406.59619214468967
2005-01,443.5166473923785
2005-02,493.1001651232146
2005-03,472.40280483782493
2005-04,457.33122836273577
2005-05,472.6762015743416
2005-06,510.12700449528586
2005-07,537.9769455657324
2005-08,604.1234814639054
2005-09,673.9861482616751
2005-10,627.8740439392186
2005-11,652.0319167770106
2005-12,685.016933199027
2006-01,745.1357866927472
2006-02,748.4157894002888
2006-03,740.6889271766611
2006-04,715.1277522559202
2006-05,651.9409041987636
2006-06,687.7595651252368
2006-07,720.3752700348106
2006-08,727.150667723392
2006-09,727.0921195095082
2006-10,782.860534198161
2006-11,807.8063862532903
2006-12,825.2911740414435
2007-01,831.2301223747671
2007-02,801.601703713584
2007-03,866.7999140647371
2007-04,927.3337996143554
2007-05,952.8847683573188
2007-06,963.3089558472382
2007-07,960.9521581064943
2007-08,980.6427973142955
2007-09,1038.5934406098572
2007-10,1151.0121990091611
2007-11,1129.7100982394968
2007-12,1160.6924342393486
2008-01,1022.238352501189
2008-02,1103.8745703811287
2008-03,1066.8179732813285
2008-04,1075.0377753679138
2008-05,1196.4613191206927
2008-06,1204.9708046898093
2008-07,1178.5027120011107
2008-08,1136.7648191237956
2008-09,1005.9615642390995
2008-10,786.2177165039759
2008-11,732.330940676939
2008-12,698.9425344156987
2009-01,621.5673507177288
2009-02,538.0574426230845
2009-03,617.024841810586
2009-04,730.2915557756506
2009-05,747.6435344090164
2009-06,772.6734954014761
2009-07,912.631137748391
2009-08,916.0857960402376
2009-09,912.1754659266282
2009-10,865.4542977614509
2009-11,871.6751898129161
2009-12,865.2345029969772
2010-01,911.2427119459705
2010-02,886.9290504041918
2010-03,915.5722622339638
2010-04,943.6842702892812
2010-05,898.69060848702
2010-06,879.6574941661406
2010-07,940.5367970911831
2010-08,918.3644146351077
2010-09,926.272283509152
2010-10,911.4819711549981
2010-11,867.1689410121619
2010-12,909.9865206442133
2011-01,970.9391252015151
2011-02,950.7460104165738
2011-03,1000.6866955995779
2011-04,1067.9902151068404
2011-05,1037.8317540038713
2011-06,1041.5514255500184
2011-07,1026.9873807880406
2011-08,961.9135220929871
2011-09,881.3683039506496
2011-10,906.2894281924284
2011-11,864.949676448998
2011-12,893.215136196059
2012-01,921.5003512435999
2012-02,959.3811287472806
2012-03,951.5222508660806
2012-04,912.9982468973615
2012-05,843.4454576624825
2012-06,884.4375536110897
2012-07,889.7821540192524
2012-08,1000.7302290334
2012-09,963.3035768576678
2012-10,953.6177921468442
2012-11,881.1157248207726
2012-12,910.0842946030577
2013-01,830.6070277717782
2013-02,827.8015593329964
2013-03,802.292911230406
2013-04,785.5462294070386
2013-05,779.1918688299713
2013-06,741.2265198208162
2013-07,746.6575054464133
2013-08,768.2335603832471
2013-09,806.1887627808038
2013-10,900.7821118052678
2013-11,843.9981899447024
2013-12,800.2205957330739
2014-01,793.6821877604787
2014-02,841.5865586032855
2014-03,860.656577015405
2014-04,878.6790656084879
2014-05,876.0692285698412
2014-06,882.6341682967617
2014-07,878.414333103093
2014-08,932.9451675771226
2014-09,1006.217469139251
2014-10,910.3269272214167
2014-11,935.9882321579262
2014-12,889.1764727540492
2015-01,890.5659215772107
2015-02,951.8229167733655
2015-03,970.5933301239394
2015-04,1000.6378565543135
2015-05,973.8900113265221
2015-06,972.8795857589646
2015-07,1013.4260792854047
2015-08,970.8603131057398
2015-09,906.7989946800891
2015-10,881.6750581743477
2015-11,864.2734786627173
2015-12,826.5737493256992
2016-01,825.5045369941033
2016-02,739.3671472553926
2016-03,828.2801739420593
2016-04,860.0348608293343
2016-05,835.1512119169704
2016-06,819.0234441756916
2016-07,880.7507716250434
2016-08,793.8773152195107
2016-09,806.699299686388
2016-10,864.3165354745022
2016-11,798.0636703210852
2016-12,830.4389161533118
2017-01,829.0347595298209
2017-02,864.2098428574363
2017-03,865.2480126740196
2017-04,894.7558418040308
2017-05,919.8474037037511
2017-06,899.7601283088526
2017-07,924.8848479636713
2017-08,933.7293492483113
2017-09,955.2357999231159
2017-10,990.0582022079911
2017-11,988.0561505221847
2017-12,1013.2923459607332
2018-01,1058.389890532685
2018-02,1031.527708667331
2018-03,1052.7062183800786
2018-04,1074.5683753936166
2018-05,1063.198000717096
2018-06,1073.5327536806874
2018-07,1134.6207667677681
2018-08,1116.986602835906
2018-09,1122.1809336391361
2018-10,1060.3688981632888
2018-11,1082.9951538435657
2018-12,1040.6667602869315
2019-01,1104.8159312780883
2019-02,1117.7732078869237
2019-03,1099.9358901461724
2019-04,1089.196493045376
2019-05,1097.3397916265594
2019-06,1126.7077061494424
2019-07,1132.2621971999142
2019-08,1083.667148590443
2019-09,1065.1619905064126
