Date,BOTSWANA
2008-11,990.0126899587541
2008-12,778.4375859265272
2009-01,824.9261358363043
2009-02,760.1559433581517
2009-03,738.513357180998
2009-04,778.3234720995832
2009-05,780.5770704560009
2009-06,833.774819953302
2009-07,864.3879539974147
2009-08,919.9808994682364
2009-09,939.4931275166567
2009-10,891.7899087118819
2009-11,892.2568121720416
2009-12,892.9657281330848
2010-01,944.0759221673621
2010-02,999.6141142883903
2010-03,991.4790293734343
2010-04,1006.5892691034778
2010-05,1017.5403327022383
2010-06,1009.6578743265845
2010-07,1014.2106389759678
2010-08,971.0360255862654
2010-09,921.5915797301125
2010-10,917.0594935103633
2010-11,845.9539352754534
2010-12,737.1028449663821
2011-01,784.7566642700899
2011-02,803.6959454724571
2011-03,803.6433242964423
2011-04,806.1677082442209
2011-05,818.5764228389913
2011-06,826.295355989974
2011-07,867.1312550536868
2011-08,810.8544474390716
2011-09,716.7285041733599
2011-10,679.173709844422
2011-11,717.9784495129752
2011-12,747.3717475758674
2012-01,722.9186147450221
2012-02,729.495289022598
2012-03,763.8959670682816
2012-04,762.4576976145282
2012-05,782.5930758588545
2012-06,763.3840949168014
2012-07,788.7101131558195
2012-08,756.5074226954704
2012-09,764.0477927424278
2012-10,808.9630260823293
2012-11,878.0616621218869
2012-12,864.286491643238
2013-01,862.8802710535127
2013-02,914.645617139766
2013-03,1068.664322013531
2013-04,1099.559008747496
2013-05,1022.061639108759
2013-06,999.1490487233539
2013-07,962.1272103032076
2013-08,907.612633632943
2013-09,925.7745382286297
2013-10,968.3710725600769
2013-11,1000.776124285489
2013-12,988.7212887189066
2014-01,1003.839335048673
2014-02,985.0709196521519
2014-03,945.4650832180968
2014-04,895.6982250268521
2014-05,899.2336362268662
2014-06,928.2113143847504
2014-07,996.7169333415724
2014-08,1034.6332283795925
2014-09,1062.543987663118
2014-10,1130.7386935612465
2014-11,1120.1534876603662
2014-12,1116.7162857311064
2015-01,1137.7295725215904
2015-02,1148.4380568294603
2015-03,1184.7041701930693
2015-04,1327.0800616321783
2015-05,1460.8259014988882
2015-06,1380.7684317450778
2015-07,1434.6433361973793
2015-08,1289.7295154354297
2015-09,1253.8352951964278
2015-10,1267.9729287493155
2015-11,1278.2071346811315
2015-12,1192.111682740009
2016-01,1122.8284785109508
2016-02,1058.0724609690662
2016-03,1078.9628290395626
2016-04,1135.4349307101709
2016-05,1092.2509053928925
2016-06,1059.1976229139566
2016-07,1044.3503121791828
2016-08,873.2787258586424
2016-09,990.4705408194399
2016-10,1063.3035412581555
2016-11,937.7672827139729
2016-12,951.2773605353708
2017-01,922.8602462043074
2017-02,962.4356172653368
2017-03,928.556957249038
2017-04,951.3111345899478
2017-05,962.1265523341101
2017-06,869.0347238505051
2017-07,824.7642089139904
2017-08,755.9575903237838
2017-09,814.9933125753895
2017-10,804.4061440735721
2017-11,791.4062400869541
2017-12,827.93117444462
2018-01,857.3025077883696
2018-02,884.9086949147314
2018-03,770.8009473538635
2018-04,863.056117281047
2018-05,860.534466263745
2018-06,769.2050895717624
2018-07,760.8320582145527
2018-08,683.4353851445769
2018-09,597.0143008788032
2018-10,589.7015104656821
2018-11,604.410022334282
2018-12,533.3825250743763
2019-01,490.07001906260405
2019-02,474.7289615415177
2019-03,480.3069317583268
2019-04,477.0004940423354
2019-05,451.04057480353094
2019-06,431.48944246467363
2019-07,395.6764155769757
2019-08,252.75844354535997
2019-09,268.3849075967172
2019-10,245.9057961357227
2019-11,222.76540345220144
2019-12,227.59897559325893
2020-01,269.789863177132
2020-02,277.98434225162026
2020-03,247.20267951716303
2020-04,235.76836834753828
2020-05,255.52360321827422
2020-06,219.99816612971722
2020-07,182.70028094339185
2020-08,193.46918671710336
2020-09,201.95474002216142
2020-10,219.0718872604285
2020-11,232.45846372676652
2020-12,240.50846896421623
2021-01,248.36249627004977
2021-02,248.31484989016784
2021-03,235.15574875247958
2021-04,297.3976176892569
2021-05,312.0707490738467
2021-06,331.53229583928305
2021-07,390.64492678721695
2021-08,400.5531424050931
2021-09,438.75252181934974
2021-10,462.3019369402765
2021-11,531.8508287066716
2021-12,539.0549763683078
2022-01,563.4916732849043
2022-02,668.5731089115033
2022-03,727.5303676737092
2022-04,726.8906582063701
2022-05,739.4064793971341
2022-06,650.1066357358304
2022-07,631.61737664467
2022-08,610.7360917429068
2022-09,538.021397773027
2022-10,519.777751321662
2022-11,537.6857578466555
2022-12,522.7407112826955
2023-01,509.7630316898931
2023-02,504.9447293548373
