Date,SPAIN
1998-12,100.00000000000001
1999-01,101.67513735906964
1999-02,103.20670559002363
1999-03,101.08894435060385
1999-04,103.6803802010777
1999-05,104.84314072086693
1999-06,106.58144365406633
1999-07,98.23924639378917
1999-08,102.0546100669672
1999-09,99.81210589288928
1999-10,102.34334366290229
1999-11,116.06983263346761
1999-12,123.32836252677663
2000-01,116.57344811287649
2000-02,130.33494015905424
2000-03,130.9357046088659
2000-04,127.60593147792787
2000-05,121.684584650755
2000-06,121.03026807021703
2000-07,121.95352931475139
2000-08,124.6421464023494
2000-09,126.86837172611368
2000-10,122.41810462195089
2000-11,110.5855828373703
2000-12,111.2126258932552
2001-01,123.06839621461829
2001-02,117.40468857780316
2001-03,115.3328800948668
2001-04,120.6902872250703
2001-05,117.73382430603468
2001-06,109.5489255814762
2001-07,105.731117897741
2001-08,103.60374950801207
2001-09,91.57462739844718
2001-10,96.84376832409308
2001-11,103.9277878015175
2001-12,104.35593749406802
2002-01,99.88455243769847
2002-02,100.82227220329548
2002-03,102.06277727722632
2002-04,101.58666412198042
2002-05,98.4272711904371
2002-06,84.59199950152927
2002-07,76.29190939669984
2002-08,79.69311017982234
2002-09,66.28355105956778
2002-10,75.9603482063875
2002-11,83.30117843311344
2002-12,75.32332012633056
2003-01,74.5264290262839
2003-02,75.27025158955382
2003-03,73.77793883065686
2003-04,82.32652523033829
2003-05,81.86244002501054
2003-06,86.54451812002293
2003-07,90.01764919203659
2003-08,90.907762446484
2003-09,85.37485803042344
2003-10,91.436459403703
2003-11,93.13192492808231
2003-12,99.76975725338386
2004-01,102.43006680646891
2004-02,106.4880403826224
2004-03,103.15952107398684
2004-04,104.62284969223225
2004-05,103.25304153836949
2004-06,104.96812116584144
2004-07,103.70271107852001
2004-08,102.90398075315098
2004-09,104.66367130772014
2004-10,110.96129529491229
2004-11,114.97283019160537
2004-12,119.95089362385399
2005-01,122.03862254604094
2005-02,124.19366513727037
2005-03,122.56380771811128
2005-04,119.50851923818496
2005-05,125.57110618004349
2005-06,130.33177080818677
2005-07,135.98768954925072
2005-08,134.33317715174658
2005-09,145.46662015954223
2005-10,141.18703405359628
2005-11,142.73635432922472
2005-12,145.0236471104392
2006-01,150.21754187945862
2006-02,158.78541789095266
2006-03,159.56423382245825
2006-04,160.31198745658193
2006-05,153.4466210541938
2006-06,156.2196286163529
2006-07,161.62342953479876
2006-08,166.543869875084
2006-09,177.27614676864835
2006-10,188.9920428521446
2006-11,190.6491089509093
2006-12,194.8042939106037
2007-01,201.70488980218903
2007-02,197.37680114055644
2007-03,201.78462033623754
2007-04,199.38092742033274
2007-05,213.8998008819407
2007-06,207.9203769996179
2007-07,209.17565100969978
2007-08,205.87589449257084
2007-09,207.7645595397511
2007-10,227.96512103999726
2007-11,225.61217637465438
2007-12,219.0737489087232
2008-01,190.54420683380823
2008-02,189.46386739084232
2008-03,190.98945126768598
2008-04,200.57623164689878
2008-05,199.4356947200551
2008-06,176.17783677656925
2008-07,176.38242424256612
2008-08,173.91494377847192
2008-09,164.05371783713116
2008-10,135.80685690885804
2008-11,133.74304218903615
2008-12,138.10561106307088
2009-01,127.3754029443501
2009-02,114.92280922635196
2009-03,118.10233056232615
2009-04,137.80292634645895
2009-05,145.9684163752096
2009-06,153.25772300460443
2009-07,173.1602113723403
2009-08,181.70630346502065
2009-09,187.55335030052117
2009-10,184.43559954058313
2009-11,189.380614040864
2009-12,194.10770100893245
2010-01,176.88042840929202
2010-02,167.14108136000058
2010-03,174.494494847622
2010-04,169.08485583106744
2010-05,153.26956956939085
2010-06,153.36248327094407
2010-07,176.04873950160018
2010-08,170.64252686778985
2010-09,175.68617356864567
2010-10,180.78135878892925
2010-11,153.87105501292876
2010-12,163.73607222654653
2011-01,182.25297743074046
2011-02,182.46182002986905
2011-03,176.14782875013913
2011-04,181.99713024041918
2011-05,177.9832527696223
2011-06,176.00627514642753
2011-07,164.77036597547382
2011-08,150.3490511786652
2011-09,148.20066916742928
2011-10,155.1847769267806
2011-11,147.83105671581112
2011-12,150.32488195823655
2012-01,151.07792081760158
2012-02,150.4901584570485
2012-03,142.06545715459254
2012-04,125.44341097309062
2012-05,111.43886466633553
2012-06,131.4124976554058
2012-07,126.2011106025022
2012-08,139.56321072790917
2012-09,144.5531819635374
2012-10,147.95864164169825
2012-11,150.16091373144693
2012-12,155.01958225540292
2013-01,160.95794207691145
2013-02,157.31709934623737
2013-03,150.6507765794527
2013-04,162.19234813980788
2013-05,160.28473550149886
2013-06,148.23656823511718
2013-07,163.78784367886894
2013-08,160.8042738987383
2013-09,179.0714417367704
2013-10,194.75191564079103
2013-11,194.09711622551887
2013-12,196.22315290205597
2014-01,196.54246290793284
2014-02,200.45187604176118
2014-03,205.59891017072252
2014-04,210.44441970780193
2014-05,219.20097774644583
2014-06,222.20593634936841
2014-07,220.26117620646255
2014-08,220.7392144579571
2014-09,222.98847162443266
2014-10,215.99742309075617
2014-11,223.59774713237346
2014-12,213.73534829433925
2015-01,214.4962914518981
2015-02,231.22365254252588
2015-03,239.48817234723555
2015-04,237.57545380650083
2015-05,235.06427149474206
2015-06,226.38671196843362
2015-07,236.8745062989811
2015-08,216.75250590244212
2015-09,201.06651089603298
2015-10,217.69272759636243
2015-11,219.5713512288016
2015-12,201.4347921326678
2016-01,186.50757696227325
2016-02,179.0568955615586
2016-03,184.36601707071782
2016-04,193.05009234972138
2016-05,193.7673926738429
2016-06,175.05003292719658
2016-07,185.24178492232213
2016-08,188.43175495144337
2016-09,189.40549142977457
2016-10,200.53151108866115
2016-11,189.646688303248
2016-12,206.47303011608747
2017-01,207.1324914659957
2017-02,211.7525231321318
2017-03,233.89218402536153
2017-04,240.36689544292588
2017-05,243.64472482783478
2017-06,237.07400987603822
2017-07,240.11259100285855
2017-08,235.32748822551858
2017-09,238.66791192406563
2017-10,242.60029681190886
2017-11,235.59111904268465
2017-12,231.55573644628691
2018-01,243.2754168911448
2018-02,228.57088967812155
2018-03,222.3573701894688
2018-04,233.00435069909074
2018-05,218.78909637553127
2018-06,224.61660794487918
2018-07,232.82336931605283
2018-08,220.2920127014718
2018-09,220.6073059122474
2018-10,210.89557839225907
2018-11,215.02923258455212
2018-12,205.07593745829968
2019-01,217.85594321123753
2019-02,224.0692679305529
2019-03,223.58662369014323
2019-04,233.8991848227266
2019-05,220.9962732237342
2019-06,226.86666739984747
2019-07,222.3025122433509
2019-08,216.94505488478748
2019-09,228.07429524855363
2019-10,228.1345591495147
2019-11,229.85313747009573
2019-12,235.33663557179955
2020-01,231.88717808326234
2020-02,216.8241034229283
2020-03,169.18272892766757
2020-04,172.0607309735354
2020-05,176.69093553650134
2020-06,182.56039097432316
2020-07,173.8566568865139
2020-08,174.7288117177533
2020-09,168.29816067516055
2020-10,162.63781235262212
2020-11,205.1560146919592
2020-12,206.1521760118558
2021-01,198.19647198808607
2021-02,208.7450286359329
2021-03,216.71019419466518
2021-04,223.18690326627214
2021-05,232.1536429802261
2021-06,226.396508613846
2021-07,222.40857261390397
2021-08,227.01270674903353
2021-09,224.1938528556711
2021-10,233.40800622573587
2021-11,214.21355439278466
2021-12,225.51782359325153
2022-01,225.25507841704518
2022-02,221.30519994567365
2022-03,221.0222071803151
2022-04,227.4581826158769
2022-05,234.85809323549387
2022-06,215.93890128806805
2022-07,218.09797023369782
2022-08,211.83864381563964
2022-09,198.14283265889523
2022-10,215.52223953825666
2022-11,226.59966464752893
2022-12,223.97148925770185
2023-01,244.86553329128813
2023-02,257.46461273120184
2023-03,254.56726500443605
2023-04,258.2205827703041
2023-05,252.28286825185444
2023-06,268.53772403009435
2023-07,271.4914965766245
