Date,KUWAIT DOMESTIC
2005-05,656.4876289198826
2005-06,726.4254907230371
2005-07,758.0392533954513
2005-08,775.968138911668
2005-09,835.321156988699
2005-10,891.1209186414943
2005-11,1000.0
2005-12,935.4489701463629
2006-01,923.4831543294504
2006-02,915.417747866513
2006-03,781.0824828610754
2006-04,798.350432012941
2006-05,761.670076257482
2006-06,770.5606752575402
2006-07,738.4867572929545
2006-08,773.0548061300678
2006-09,802.6268556306969
2006-10,869.3463577844702
2006-11,766.5133156687722
2006-12,798.973754336988
2007-01,801.1313112241368
2007-02,824.2845673465816
2007-03,904.239454406466
2007-04,913.3205827831277
2007-05,1053.7074978714309
2007-06,1068.1899605901365
2007-07,1094.0352304962591
2007-08,1111.1671656307233
2007-09,1086.4647325508192
2007-10,1045.6786088366691
2007-11,963.3330597608983
2007-12,1003.9196125131059
2008-01,1090.782955901344
2008-02,1111.0161317064872
2008-03,1003.7182346163175
2008-04,1013.5923728354782
2008-05,988.2380046305544
2008-06,990.5617884825566
2008-07,982.9559049392565
2008-08,991.0754699685011
2008-09,930.0707499364438
2008-10,841.461871866674
2008-11,773.5510375745338
2008-12,570.5105887379266
2009-01,515.9824404174877
2009-02,462.38244578983023
2009-03,501.1732981772238
2009-04,555.6209963688818
2009-05,580.072192498217
2009-06,634.4000481186877
2009-07,623.3584780249712
2009-08,665.4929372102648
2009-09,634.669186521245
2009-10,574.8980277804577
2009-11,509.67374987357925
2009-12,524.861629926063
2010-01,510.5446311946613
2010-02,632.7644465424553
2010-03,665.0565512414063
2010-04,674.3713045070365
2010-05,667.9361588009256
2010-06,671.083179749678
2010-07,686.9846753172336
2010-08,754.6643619883196
2010-09,777.573443766921
2010-10,783.82096148963
2010-11,806.7571944771709
2010-12,838.3592250851611
2011-01,817.3209347470972
2011-02,772.5261201967828
2011-03,721.1043181865641
2011-04,757.9264219639196
2011-05,729.7415816706945
2011-06,707.7727323267654
2011-07,680.3351438574551
2011-08,656.7148086300496
2011-09,700.7450652835546
2011-10,703.9899740483829
2011-11,718.717152176726
2011-12,730.3585544054555
2012-01,725.8915381601075
2012-02,707.7708959809172
2012-03,736.4575204581312
2012-04,726.1373938016645
2012-05,749.4130229620305
2012-06,737.5494743338743
2012-07,729.3982995485661
2012-08,715.1485707395726
2012-09,743.4177544596254
2012-10,716.6607742872105
2012-11,758.3952881515112
2012-12,725.8912182324822
2013-01,732.5429182222655
2013-02,746.8316561679267
2013-03,745.6227339832968
2013-04,774.4715698477514
2013-05,801.7924570123954
2013-06,748.2078381930105
2013-07,754.2583142735298
2013-08,748.5188941245382
2013-09,767.6551924579231
2013-10,772.1003450763334
2013-11,751.3199023616146
2013-12,733.6664944272297
2014-01,756.2647002929323
2014-02,763.2281177200381
2014-03,819.6953506891426
2014-04,831.3747752810502
2014-05,852.4076647006096
2014-06,800.3551632383742
2014-07,839.9532371874492
2014-08,863.304454307943
2014-09,897.2535250921691
2014-10,869.0030497508853
2014-11,837.9164601309876
2014-12,808.5581177260174
2015-01,872.0169557790231
2015-02,914.5599445506581
2015-03,879.4018971203451
2015-04,876.8372748998507
2015-05,841.5690174126352
2015-06,836.0309123845715
2015-07,834.7200237570664
2015-08,751.8395845849551
2015-09,764.0520909971829
2015-10,764.0672182095707
2015-11,795.7688528893217
2015-12,754.3012575459597
2016-01,678.5844965820115
2016-02,708.080718153203
2016-03,705.7540466594123
2016-04,712.4932083561921
2016-05,701.838463215377
2016-06,677.7313112230618
2016-07,683.1052707089343
2016-08,673.3542141892281
2016-09,682.5964136020832
2016-10,712.1910408677217
2016-11,769.9443873341762
2016-12,806.9040629808034
2017-01,898.7161935971614
2017-02,887.4058817351159
2017-03,879.7845207842668
2017-04,847.34833588001
2017-05,824.5791471896882
2017-06,813.2708361167342
2017-07,843.1998614097404
2017-08,901.0766445799215
2017-09,921.2988935580834
2017-10,903.2085834073728
2017-11,836.1154266478396
2017-12,842.5369526686017
2018-01,845.4070614829335
2018-02,873.3748346586658
2018-03,888.3394856168231
2018-04,877.755178209433
2018-05,886.4627614178336
2018-06,929.460838593191
2018-07,1000.6538091339829
2018-08,999.6815159804395
2018-09,1015.5161892066952
2018-10,1018.5731514522902
2018-11,1034.5081464825075
2018-12,1023.0177450749321
2019-01,1040.8141783018666
2019-02,1056.5521518728679
2019-03,1175.5547430001843
2019-04,1219.362799817457
2019-05,1279.4851161189692
2019-06,1280.4554838464103
2019-07,1383.2295017649878
2019-08,1356.0419474057642
2019-09,1286.18616083292
2019-10,1271.2616958739648
2019-11,1354.2856359738478
2019-12,1429.4621857955378
