Date,ISRAEL
1998-12,100.0
1999-01,106.24589633851105
1999-02,112.38857820658886
1999-03,126.64101812043607
1999-04,130.0781243109936
1999-05,136.24004573752822
1999-06,142.95578004541807
1999-07,133.55208014877553
1999-08,123.15453634179667
1999-09,125.09683440202684
1999-10,134.3110684996914
1999-11,156.6572421499412
1999-12,187.0613783671104
2000-01,192.8011730275036
2000-02,248.62743696605804
2000-03,226.709132148825
2000-04,231.9580327436281
2000-05,238.1736948270367
2000-06,247.5319912574449
2000-07,259.1077157957701
2000-08,309.7854905435041
2000-09,320.62677521047056
2000-10,293.51717897801757
2000-11,247.90010347592283
2000-12,255.13527526351945
2001-01,256.2825290198313
2001-02,221.61700260684344
2001-03,187.09220018653517
2001-04,212.01807474081062
2001-05,211.30471606365805
2001-06,210.2264279486702
2001-07,203.73389207707126
2001-08,175.10334655568298
2001-09,142.13699927497632
2001-10,156.29924215953906
2001-11,174.9661525683535
2001-12,185.2373659576835
2002-01,182.0992328844928
2002-02,159.2561026171952
2002-03,158.03042356060163
2002-04,126.250530223574
2002-05,127.9774242286253
2002-06,115.90980686526215
2002-07,120.58922139772892
2002-08,120.85531842320742
2002-09,110.43793478130651
2002-10,113.11003782330299
2002-11,127.67427947079791
2002-12,108.15681947150362
2003-01,104.76901771934759
2003-02,104.98971436982072
2003-03,111.54802465808032
2003-04,125.28115858672848
2003-05,132.46104957965682
2003-06,148.3762732292832
2003-07,143.6177843381351
2003-08,149.45207003759484
2003-09,139.9832206263147
2003-10,146.96326369587374
2003-11,150.05360666983094
2003-12,141.7603268094148
2004-01,154.95960243034145
2004-02,161.50777896610805
2004-03,161.2909001655275
2004-04,167.04008044822666
2004-05,164.8411469917969
2004-06,175.30171488099867
2004-07,157.18616168665216
2004-08,147.7469092802285
2004-09,143.4020199496829
2004-10,142.82592653469356
2004-11,148.82060890972318
2004-12,158.25985282525977
2005-01,163.00137620951548
2005-02,164.92991063399884
2005-03,167.9280725264751
2005-04,169.55012697412846
2005-05,187.44644459570853
2005-06,176.04705363867134
2005-07,186.01338803597264
2005-08,186.72962920782786
2005-09,199.30252463718708
2005-10,206.92461444673097
2005-11,222.88598581734837
2005-12,232.41267183636495
2006-01,224.8871353629174
2006-02,223.67290376120596
2006-03,219.03020420196674
2006-04,219.28286427209065
2006-05,200.80799104132268
2006-06,183.37842509138363
2006-07,186.47765325229992
2006-08,194.10162596959512
2006-09,197.84032202919715
2006-10,202.2219288745144
2006-11,199.65865800026802
2006-12,197.80422037857537
2007-01,211.54708141113596
2007-02,212.18116989003292
2007-03,217.34302435646697
2007-04,226.78085420443284
2007-05,238.00738313417284
2007-06,235.6491758675606
2007-07,237.25484322572572
2007-08,235.26966755361997
2007-09,242.565318374719
2007-10,248.52244484098358
2007-11,238.77401838221388
2007-12,249.80765981069058
2008-01,236.71835358154496
2008-02,243.6188879332296
2008-03,219.695669904336
2008-04,244.0079746932731
2008-05,256.3490024184621
2008-06,247.1618112099646
2008-07,231.3395797666661
2008-08,243.68656406466084
2008-09,234.77525376479034
2008-10,213.7998105604267
2008-11,196.72026932931433
2008-12,186.98102121821083
2009-01,197.3667854473662
2009-02,214.07158917441188
2009-03,206.95208986387226
2009-04,216.1008316874359
2009-05,222.06764359672408
2009-06,227.2793397414085
2009-07,251.5704017654637
2009-08,243.96200142749805
2009-09,240.82126807263617
2009-10,242.66731954361438
2009-11,252.9150445455044
2009-12,280.03223039754454
2010-01,289.95033711864767
2010-02,301.7527663967909
2010-03,326.7461016878743
2010-04,308.69671909870345
2010-05,297.7596161225523
2010-06,294.61909525481934
2010-07,274.1667232540025
2010-08,288.4074538894224
2010-09,294.94621011688776
2010-10,288.5632682383639
2010-11,302.812332846999
2010-12,314.44912036368527
2011-01,299.11562600162443
2011-02,289.8650282405135
2011-03,290.0025394158667
2011-04,269.25413921487524
2011-05,284.4121297148647
2011-06,269.4062217774835
2011-07,266.0950947875913
2011-08,232.49793622772552
2011-09,217.27310653043074
2011-10,236.43905425469293
2011-11,227.37355905601933
2011-12,235.28532153876708
2012-01,254.66482441816834
2012-02,243.62056626518063
2012-03,249.32912034213342
2012-04,254.274873938883
2012-05,239.47272854054597
2012-06,225.980183444973
2012-07,242.57967975391324
2012-08,231.9685108498429
2012-09,237.24105123896427
2012-10,237.54475737977043
2012-11,240.49517066329597
2012-12,222.62050892434067
2013-01,217.45462306923
2013-02,231.11889151252856
2013-03,244.81812952186212
2013-04,234.72629403492738
2013-05,235.99501326373345
2013-06,231.79041640324746
2013-07,229.72848733749368
2013-08,225.2464527674205
2013-09,228.17740108298352
2013-10,227.79967953649566
2013-11,241.8371293272836
2013-12,238.36095279688337
2014-01,253.3070453931026
2014-02,265.46163829103483
2014-03,282.89037592439337
2014-04,275.88199593408166
2014-05,283.19208573638156
2014-06,291.62912169500447
2014-07,301.2619117289712
2014-08,297.9789624497662
2014-09,317.2879098765294
2014-10,316.3003867181745
2014-11,326.6107040159359
2014-12,335.69941143882096
2015-01,355.86770906695205
2015-02,358.1689568919335
2015-03,412.62484573137135
2015-04,391.8373215547562
2015-05,401.65728119350666
2015-06,392.51898597207975
2015-07,447.3730610228204
2015-08,406.68881639494816
2015-09,370.5171026351944
2015-10,401.4226494799129
2015-11,416.5945298011653
2015-12,415.3656330716908
2016-01,385.06404328202916
2016-02,374.3113407008456
2016-03,356.1099479503206
2016-04,363.2396603425961
2016-05,356.57564501683794
2016-06,352.0248000106729
2016-07,369.9318667865852
2016-08,358.62607382675986
2016-09,341.62685573615965
2016-10,326.14262089161247
2016-11,321.816330784473
2016-12,323.16682939834
2017-01,318.10029633503365
2017-02,337.2591259451281
2017-03,336.6639871491692
2017-04,332.5701879890427
2017-05,320.42189580536245
2017-06,336.7739659885188
2017-07,319.60354787132
2017-08,271.3088433185237
2017-09,283.85479643151245
2017-10,279.7215926871192
2017-11,269.5498564922791
2017-12,291.21999544772956
2018-01,292.67289903520197
2018-02,287.21095266781526
2018-03,269.41798700919304
2018-04,276.8010555583092
2018-05,307.5453565985071
2018-06,315.12130756353565
2018-07,327.2990465141049
2018-08,339.39322003594
2018-09,333.150248126786
2018-10,321.0085763710257
2018-11,335.5896077249594
2018-12,290.0216040818816
2019-01,323.84692868949753
2019-02,323.8166398091118
2019-03,325.13843270942385
2019-04,335.5092027458883
2019-05,303.4423258596072
2019-06,309.3732023345356
2019-07,322.04648994857183
2019-08,305.7316778828722
2019-09,311.36898276153903
2019-10,316.2914147222393
2019-11,336.5082631727401
2019-12,324.71215037609113
2020-01,344.48741238972076
2020-02,324.5719911454018
2020-03,272.429666969535
2020-04,301.6524558019934
2020-05,323.66696539588355
2020-06,319.7683758821449
2020-07,323.53140960164274
2020-08,322.8931944991823
2020-09,300.28110445661923
2020-10,302.06226975134433
2020-11,322.7163845088978
2020-12,343.2084198522344
2021-01,351.38737391125807
2021-02,351.11445194973624
2021-03,356.1783210435958
2021-04,369.7223439668237
2021-05,355.1256079859708
2021-06,371.06556067589617
2021-07,389.2098475994773
2021-08,393.97137231584446
2021-09,390.64419812891015
2021-10,411.2831128050696
2021-11,412.9951884619061
2021-12,426.8651904409608
