Date,KENYA
2002-05,141.72105214930718
2002-06,137.14212293744868
2002-07,140.03702905975913
2002-08,139.71930737297998
2002-09,142.2110949911061
2002-10,150.33010566571073
2002-11,166.63387625996592
2002-12,192.02659300813215
2003-01,199.50282736396846
2003-02,227.2710830839463
2003-03,245.14952247420547
2003-04,292.80458402032224
2003-05,282.92826464802135
2003-06,285.9413457406488
2003-07,316.0835902379044
2003-08,347.2098280916852
2003-09,397.2384251296971
2003-10,437.77297668800077
2003-11,557.4306765546673
2003-12,536.2751984349566
2004-01,587.5936436133645
2004-02,622.4700589706363
2004-03,519.2295009894776
2004-04,525.8195181441293
2004-05,479.41550368660126
2004-06,450.97817576516485
2004-07,476.4560685786961
2004-08,492.17175941258074
2004-09,481.3391232913598
2004-10,468.1852031664266
2004-11,488.80059343296796
2004-12,437.9372083433361
2005-01,495.9617492330839
2005-02,484.48722487499975
2005-03,521.0532842366617
2005-04,531.3616533426018
2005-05,627.449969492534
2005-06,701.1436013495585
2005-07,717.876087832296
2005-08,698.3986194204988
2005-09,715.7944865261047
2005-10,716.1946999421901
2005-11,721.5881856629959
2005-12,739.8597662481927
2006-01,752.6522793071342
2006-02,734.3461361079121
2006-03,770.0197400130482
2006-04,745.6833671920917
2006-05,773.941752542294
2006-06,754.8693285353173
2006-07,745.4504764990116
2006-08,801.0065137234772
2006-09,871.2649014938356
2006-10,940.6885283105166
2006-11,980.923169534909
2006-12,1021.9806115084698
2007-01,1033.0166533419672
2007-02,915.544289098957
2007-03,933.7092352756927
2007-04,937.5280312030204
2007-05,954.4674660722568
2007-06,1023.7603679586429
2007-07,1021.3873500137253
2007-08,1052.2836035149176
2007-09,978.8192764122067
2007-10,884.2139258496912
2007-11,1000.0
2007-12,1038.8822938178544
2008-01,814.7257937612144
2008-02,898.0297730957427
2008-03,904.1004772042321
2008-04,1063.4127603292864
2008-05,1093.2786983988053
2008-06,1045.204108636537
2008-07,982.4828200879211
2008-08,954.5074555666506
2008-09,847.918769406565
2008-10,670.1469897612382
2008-11,700.9519617040611
2008-12,686.5858768528157
2009-01,669.8038967823301
2009-02,515.3079951865813
2009-03,593.0712494794622
2009-04,593.2013362098639
2009-05,560.0578424608611
2009-06,701.313020591531
2009-07,706.1509179735627
2009-08,667.971325052984
2009-09,662.1809811393356
2009-10,661.1757777949377
2009-11,683.1980782662333
2009-12,711.2678552954494
2010-01,799.4350531313338
2010-02,801.2607226928403
2010-03,851.3198346694196
2010-04,927.3896362692534
2010-05,988.8528727933962
2010-06,1004.9189452126411
2010-07,975.1169956099749
2010-08,960.2485648868437
2010-09,946.1523074038802
2010-10,994.9878465110921
2010-11,1024.905541652507
2010-12,994.9949278775924
2011-01,962.3751762322005
2011-02,925.2037889618042
2011-03,852.5561087700137
2011-04,885.6947818271489
2011-05,893.1975161055236
2011-06,828.0689179021383
2011-07,758.4469224440008
2011-08,658.8299552611905
2011-09,606.4827104813457
2011-10,618.5924494404846
2011-11,657.902992351486
2011-12,752.299811746046
2012-01,788.2766957065305
2012-02,829.9417876883574
2012-03,893.4498906456658
2012-04,932.6405910267249
2012-05,998.4906402628219
2012-06,1023.5260000680645
2012-07,1075.3637316917695
2012-08,1088.5133185988584
2012-09,1120.119240661104
2012-10,1178.1895128576
2012-11,1168.9124754408042
2012-12,1205.6341175553466
2013-01,1276.4609704303302
2013-02,1395.7415558136217
2013-03,1593.4453376533688
2013-04,1599.0453512532943
2013-05,1782.0192081895298
2013-06,1579.0716300643348
2013-07,1626.245297068717
2013-08,1559.3457994975984
2013-09,1714.9807792025629
2013-10,1795.7336435144252
2013-11,1827.8692884972058
2013-12,1709.867800334196
2014-01,1662.0958311990096
2014-02,1680.6182489964215
2014-03,1760.2657904067319
2014-04,1902.0431559816375
2014-05,1938.0789965864178
2014-06,1972.854793003045
2014-07,2044.1422402493076
2014-08,2111.3737008374555
2014-09,2269.1747676641103
2014-10,2210.7598990969677
2014-11,2328.3192344359086
2014-12,2410.31016947072
2015-01,2613.8029974158044
2015-02,2752.5733600506032
2015-03,2912.42198380855
2015-04,2750.6285753394077
2015-05,2568.6310782264295
2015-06,2502.8422157697046
2015-07,2196.2135514929646
2015-08,2041.2281659539437
2015-09,2183.2204390476704
2015-10,2108.6894899607123
2015-11,2268.2589889898895
2015-12,2200.210766351692
2016-01,2107.190229094078
2016-02,2204.8406436335576
2016-03,2243.854168868794
2016-04,2256.0729590280775
2016-05,2289.373568441796
2016-06,2242.7726600975557
2016-07,2290.4533924963785
2016-08,2139.0605655611607
2016-09,2300.48857889593
2016-10,2335.3457342100382
2016-11,2376.495582920371
2016-12,2306.0545400423234
2017-01,2022.8282782319461
2017-02,2079.4411819629913
2017-03,2261.187457844893
2017-04,2299.052480098457
2017-05,2574.950335831688
2017-06,2567.2854331491844
2017-07,2642.998156121837
2017-08,2785.188644737301
2017-09,2694.035445360739
2017-10,2709.180276270738
2017-11,2857.9081611678084
2017-12,2768.423423033862
2018-01,2929.3367150156264
2018-02,3035.57198220492
2018-03,3301.989723923595
2018-04,3156.317066242444
2018-05,3155.3151901535543
2018-06,3193.937895090245
2018-07,3166.5173534942337
2018-08,3077.9691269531827
2018-09,2794.573724003424
2018-10,2702.2845437374644
2018-11,2770.1618582218994
2018-12,2555.1934923350072
2019-01,2866.968537651621
2019-02,3019.6278073109197
2019-03,3194.6812068743648
2019-04,3287.0388549280788
2019-05,3151.893180478549
2019-06,3074.588752683726
2019-07,3092.7882228364483
2019-08,3167.6068077119594
2019-09,3280.2300620102146
2019-10,3637.9334568029553
2019-11,3692.7575784267924
2019-12,3894.956166660588
2020-01,3879.7385104975215
2020-02,3538.7286023328593
2020-03,2995.315220125431
2020-04,3214.3272891929514
2020-05,3114.2513726566576
2020-06,3090.584785724612
2020-07,2815.953204158409
2020-08,3075.698629446569
2020-09,3134.073612733097
2020-10,3136.735218609961
2020-11,3163.6300042960897
2020-12,3251.2662466160164
2021-01,3303.9503510890163
2021-02,3572.383325049494
2021-03,3596.0000972468906
2021-04,3848.698158582706
2021-05,3921.1462461929373
2021-06,4109.825390663884
2021-07,4184.907864411559
2021-08,4329.239242818818
2021-09,4295.395208288225
2021-10,4292.00841053203
2021-11,3967.622970064186
2021-12,3997.8753743120656
2022-01,3925.213555938896
2022-02,3817.7148635417166
2022-03,3726.97709983652
2022-04,3807.2078070534562
2022-05,3144.552756626111
2022-06,3056.076168638447
2022-07,3638.321401896026
2022-08,3538.394475258218
2022-09,3334.7543420695856
2022-10,3373.3513871821133
2022-11,3128.8545387495037
2022-12,2964.259366537527
2023-01,2845.4966152894485
2023-02,2881.2865954965664
2023-03,2373.937765801673
2023-04,2150.423345921888
2023-05,2119.1867637318096
2023-06,2114.233280816799
2023-07,2076.2537235015793
