Date,EGYPT
1998-12,100.00000000000001
1999-01,136.86103833501267
1999-02,133.93399652382436
1999-03,134.77013938645896
1999-04,137.08914542944285
1999-05,139.16281162479504
1999-06,150.71762257030642
1999-07,142.83581169838496
1999-08,136.3781590313386
1999-09,143.09553604368858
1999-10,159.7804447268025
1999-11,187.89763163044677
1999-12,220.71368346769017
2000-01,248.977618830003
2000-02,229.60091205142663
2000-03,227.1236133271117
2000-04,213.38222978552645
2000-05,212.25537975577058
2000-06,177.03086318902078
2000-07,164.42438483959495
2000-08,166.6331766003521
2000-09,150.34858262889958
2000-10,143.73476906553958
2000-11,148.16299564510282
2000-12,132.65081939041417
2001-01,138.3049323813001
2001-02,123.50801595345692
2001-03,117.55565388845274
2001-04,123.10146246155473
2001-05,137.47543897092726
2001-06,126.27009201955818
2001-07,108.83839520462381
2001-08,106.48161107962619
2001-09,95.34273705301933
2001-10,93.7860800438738
2001-11,87.0830350312216
2001-12,82.10845626396069
2002-01,76.47655706847435
2002-02,83.46976619605745
2002-03,87.37713172742683
2002-04,82.85698477770434
2002-05,79.94218512272585
2002-06,73.50093212839982
2002-07,73.87921215694087
2002-08,73.24200393395633
2002-09,74.12989998569155
2002-10,71.29842271542756
2002-11,71.2637805997773
2002-12,70.77849674557127
2003-01,73.78311083782546
2003-02,67.02279880508371
2003-03,66.34930980144972
2003-04,74.2358171051584
2003-05,78.57029158592012
2003-06,83.78479029201957
2003-07,79.3867927645907
2003-08,90.21711066132515
2003-09,100.51748986862192
2003-10,113.16173162892392
2003-11,111.56290969449452
2003-12,112.96751807176177
2004-01,135.79798867036175
2004-02,130.65663404810923
2004-03,141.51289189368887
2004-04,157.5320359214637
2004-05,141.7272518458143
2004-06,144.28012454345998
2004-07,160.59551394640567
2004-08,177.19279815877502
2004-09,210.48278828722692
2004-10,225.15994569141705
2004-11,217.11016267039702
2004-12,237.16062509140562
2005-01,352.91154838519316
2005-02,382.94528193328307
2005-03,387.53212754193964
2005-04,428.33517629418265
2005-05,469.96559849585384
2005-06,546.3878481619234
2005-07,547.536185152617
2005-08,533.9717647697718
2005-09,618.0960461010075
2005-10,620.4546060097692
2005-11,630.5628901494856
2005-12,714.890925994421
2006-01,878.7086102122402
2006-02,807.0867703620373
2006-03,755.4827707149146
2006-04,713.678616752195
2006-05,580.22122860959
2006-06,525.009937655522
2006-07,611.9369203698491
2006-08,667.7441282249636
2006-09,703.5688849840067
2006-10,713.1106897842259
2006-11,692.9823243443803
2006-12,748.7279636052307
2007-01,734.3010173032238
2007-02,775.0040850526933
2007-03,768.0615019774127
2007-04,778.8687838143372
2007-05,838.6653383504687
2007-06,834.0521186391811
2007-07,868.2765570838226
2007-08,814.2422679844813
2007-09,884.6034532497365
2007-10,952.5572216155773
2007-11,966.7963853904902
2007-12,1069.836974245038
2008-01,1027.6879867321777
2008-02,1102.0167505789768
2008-03,1065.1084626355214
2008-04,1143.798128187387
2008-05,1070.4894106039742
2008-06,961.3366426111601
2008-07,933.487661366579
2008-08,897.6084893210623
2008-09,782.2969769525768
2008-10,585.4115562598429
2008-11,500.2378273330122
2008-12,536.1384100872165
2009-01,480.4189561603227
2009-02,453.60009837775243
2009-03,497.08772210887065
2009-04,613.0590822064604
2009-05,635.7593307020219
2009-06,645.7892668801827
2009-07,702.462781120938
2009-08,761.0107838826675
2009-09,759.9074582926638
2009-10,784.415919333014
2009-11,646.6685481327088
2009-12,725.8362017007286
2010-01,804.0575400723969
2010-02,830.8517676162128
2010-03,861.0158535439564
2010-04,955.0075682171879
2010-05,900.4000655692162
2010-06,823.775246940205
2010-07,815.8239498760167
2010-08,850.053301012061
2010-09,817.3601856127844
2010-10,797.2427860769869
2010-11,843.9469001532326
2010-12,872.6806780769424
2011-01,675.8692540674034
2011-02,667.2716632158399
2011-03,633.3326350552735
2011-04,564.7402611058149
2011-05,645.2984620741136
2011-06,612.7865928269046
2011-07,579.0827640031526
2011-08,540.4457355854867
2011-09,525.048644551266
2011-10,553.2281038738341
2011-11,513.8054366006479
2011-12,479.26058278743017
2012-01,612.758742118182
2012-02,688.9256704545064
2012-03,658.9639298566291
2012-04,663.3663028074033
2012-05,674.7377640547105
2012-06,659.1578172969332
2012-07,701.8312798182112
2012-08,745.9081512941532
2012-09,797.3379310253728
2012-10,765.6215146263111
2012-11,650.3583451139846
2012-12,694.1610522852721
2013-01,659.9197122614729
2013-02,667.0647238633106
2013-03,635.4743261335117
2013-04,617.0900304115538
2013-05,652.7384131453641
2013-06,566.7036577011011
2013-07,621.7162941104817
2013-08,587.5760052625654
2013-09,612.7159343427915
2013-10,669.8542355415677
2013-11,667.321362326788
2013-12,718.5101491188768
2014-01,778.3546793588636
2014-02,802.350364128667
2014-03,784.3875314651484
2014-04,841.7954897494462
2014-05,821.6050964264512
2014-06,798.1884057222169
2014-07,910.8916899390167
2014-08,1005.1037764893399
2014-09,1109.1462835166192
2014-10,1040.2480134004986
2014-11,1058.4374190378362
2014-12,1058.3322984297056
2015-01,1203.7804759621183
2015-02,1152.0088970957268
2015-03,1210.322061058801
2015-04,1132.2478249895341
2015-05,1148.4427721836093
2015-06,1095.550190055092
2015-07,1064.87359157491
2015-08,926.2837584544644
2015-09,952.0305999680905
2015-10,932.8250090748086
2015-11,825.8071109148967
2015-12,901.605679169826
2016-01,750.5181860616268
2016-02,787.6419321735025
2016-03,809.668133461077
2016-04,913.0643600888952
2016-05,886.9764836479958
2016-06,838.3853906730347
2016-07,1006.4104793169843
2016-08,1028.365079720967
2016-09,1007.4236671964555
2016-10,1120.5574751271347
2016-11,769.8290896403611
2016-12,822.8409804003131
2017-01,787.8701986052026
2017-02,891.4341773052613
2017-03,826.384982122054
2017-04,799.2893802104534
2017-05,831.4968317111255
2017-06,800.1004565349983
2017-07,799.3305642751424
2017-08,807.8891170792049
2017-09,788.9191253476445
2017-10,790.1708982533536
2017-11,758.0420616610577
2017-12,760.3116729587141
2018-01,724.9665855104431
2018-02,737.0839705793054
2018-03,823.7254291376668
2018-04,856.2707993973657
2018-05,781.9066201907694
2018-06,798.5815507182291
2018-07,770.1873894411257
2018-08,797.4075515898553
2018-09,748.0799278963536
2018-10,722.0765201136402
2018-11,702.9478179467677
2018-12,688.961469470676
2019-01,758.9430826870815
2019-02,801.6362845788784
2019-03,813.2569194941132
2019-04,896.4071301164873
2019-05,860.072301452499
2019-06,865.1125391775272
2019-07,867.4823791773297
