Date,CHILE
2019-09,498.47929935396604
2019-10,453.0888852877513
2019-11,405.6266098347885
2019-12,441.7227164074073
2020-01,413.25701991592047
2020-02,365.78440230913196
2020-03,301.178630837553
2020-04,350.47506919868385
2020-05,326.6312669822414
2020-06,343.33572204000143
2020-07,360.8779145072525
2020-08,322.02500907559187
2020-09,315.1062384629268
2020-10,316.7373485247023
2020-11,353.44440137490454
2020-12,388.5728413363399
2021-01,391.47015746250395
2021-02,423.0166101567534
2021-03,473.6080984635812
2021-04,420.3693139377274
2021-05,400.1537325630325
2021-06,404.9819896469849
2021-07,381.4038951688846
2021-08,401.213354516602
2021-09,382.7706193638695
2021-10,359.0796915667154
2021-11,392.00748296749725
2021-12,354.81557634202886
2022-01,405.20791909115604
2022-02,418.9122943316275
2022-03,471.2473676079875
2022-04,438.55018808631047
2022-05,512.2497780134543
2022-06,427.4895995489943
2022-07,492.451089973638
2022-08,513.2201886156646
2022-09,471.10455241430253
2022-10,480.64701906539096
2022-11,489.5642988976455
2022-12,463.4278125696785
2023-01,502.96874801622397
2023-02,494.12945020707275
2023-03,481.9454005741653
2023-04,465.24719536632205
2023-05,472.7082441123712
2023-06,499.69058688832246
2023-07,523.4456942130921
