Date,CHILE
1998-12,100.0
1999-01,100.95064063660122
1999-02,109.22904144009166
1999-03,126.50176489794002
1999-04,138.8316104805426
1999-05,137.05750558557784
1999-06,146.56552826455544
1999-07,140.86884453888547
1999-08,140.464800087076
1999-09,133.36786232184687
1999-10,130.14277937171576
1999-11,148.92428479679884
1999-12,162.8480664400625
2000-01,174.8451654947442
2000-02,172.34502652994738
2000-03,172.5724916956478
2000-04,168.13463397752446
2000-05,168.20841135929837
2000-06,157.77640466037494
2000-07,156.42137877944708
2000-08,165.74059569022648
2000-09,163.36359412027184
2000-10,163.30346590584543
2000-11,158.4349293048377
2000-12,147.54475971865887
2001-01,161.82213577643532
2001-02,151.16414062101302
2001-03,152.99852368950812
2001-04,160.80587906819017
2001-05,182.2718188464099
2001-06,170.4643846643743
2001-07,157.4871724698432
2001-08,157.22637093251933
2001-09,130.377005071213
2001-10,132.6037553322284
2001-11,146.05170034010686
2001-12,151.1654788205879
2002-01,148.78747832404457
2002-02,148.752512372113
2002-03,153.29292037436232
2002-04,147.2658426939372
2002-05,134.65590718091542
2002-06,115.01485433224227
2002-07,113.52684003822897
2002-08,111.50060347008211
2002-09,95.87453416612738
2002-10,101.06443632557125
2002-11,105.78835209305318
2002-12,102.85027897731969
2003-01,98.32504762838593
2003-02,98.24568886813549
2003-03,99.46346902297974
2003-04,116.83110243815969
2003-05,115.08133892935977
2003-06,120.632747170778
2003-07,132.65811121587407
2003-08,142.28964292570566
2003-09,147.77415183363013
2003-10,164.44572769448664
2003-11,154.09970438993747
2003-12,157.797404738104
2004-01,157.1839108353757
2004-02,169.9738167000323
2004-03,158.32738267049447
2004-04,156.99190497363597
2004-05,152.77241564178013
2004-06,158.5782553022026
2004-07,164.79734673612978
2004-08,176.45241380572867
2004-09,178.83658979193203
2004-10,179.42399111235304
2004-11,183.18418715213366
2004-12,188.9119684593454
2005-01,187.29517695856737
2005-02,197.1945921171842
2005-03,203.94522111285897
2005-04,203.34839775144593
2005-05,216.844727393571
2005-06,234.12074586517141
2005-07,253.08666467404746
2005-08,250.44972961161565
2005-09,275.63325479880143
2005-10,257.8457802322334
2005-11,270.37385536429116
2005-12,264.7516816914285
2006-01,266.83436272070907
2006-02,283.54831910080696
2006-03,277.6030109412552
2006-04,271.6660869833606
2006-05,248.41933577145554
2006-06,245.94154439888382
2006-07,247.2914422399209
2006-08,255.2683979256092
2006-09,268.49480935510155
2006-10,285.653650276412
2006-11,291.9175041543666
2006-12,306.2736493541151
2007-01,324.21329857209525
2007-02,314.58476331908304
2007-03,324.5428725481249
2007-04,353.37626657476244
2007-05,366.9612271472324
2007-06,385.8846164622907
2007-07,371.47968966188074
2007-08,370.72920347887987
2007-09,357.20928483828254
2007-10,386.7093566297019
2007-11,345.5896876654249
2007-12,341.64510575326295
2008-01,331.5777567954004
2008-02,335.3168618866383
2008-03,346.1261207022274
2008-04,348.5015626129856
2008-05,345.4923577054485
2008-06,307.61477212113107
2008-07,329.38110700877456
2008-08,329.6078431562502
2008-09,309.5166486861314
2008-10,255.03547549277485
2008-11,247.81335845502556
2008-12,232.22843467264013
2009-01,279.14762947961
2009-02,280.0033001371031
2009-03,276.31436004299377
2009-04,298.0195208892072
2009-05,332.8588384536046
2009-06,352.42003537458555
2009-07,358.66312430345295
2009-08,338.6716432086992
2009-09,357.2649159007213
2009-10,356.72211763922337
2009-11,369.77848319834675
2009-12,420.1231517359983
2010-01,447.6103853640885
2010-02,451.4080056930501
2010-03,446.8298306570518
2010-04,471.3627957087536
2010-05,501.79649811213943
2010-06,507.74021115439473
2010-07,535.0201421948468
2010-08,588.2789935433776
2010-09,604.0279558846996
2010-10,602.0206281045001
2010-11,649.5857818423762
2010-12,650.6551754487228
2011-01,578.9904633855641
2011-02,559.498695478843
2011-03,566.7849862954042
2011-04,592.8808387144534
2011-05,608.1897731284813
2011-06,603.8043364219724
2011-07,576.4643221884869
2011-08,549.9412286570991
2011-09,481.27495253740545
2011-10,547.1762432390732
2011-11,516.0625703471984
2011-12,537.9509531080927
2012-01,573.2929482026763
2012-02,611.9310872589297
2012-03,618.1716326724596
2012-04,613.378442485765
2012-05,575.0785893176135
2012-06,592.1660738791943
2012-07,608.4517954343476
2012-08,586.2629708389417
2012-09,591.4119915262894
2012-10,577.821103555371
2012-11,557.4549837623185
2012-12,573.8409345460508
2013-01,599.4925475465982
2013-02,616.7864779563051
2013-03,615.8935857932314
2013-04,581.0535202186232
2013-05,546.4391517963562
2013-06,519.9552207987281
2013-07,462.4848944641346
2013-08,457.3711974069447
2013-09,471.6303271612622
2013-10,473.4134402541002
2013-11,443.1492295642691
2013-12,431.51744225182085
2014-01,386.3264772481644
2014-02,408.8939002339227
2014-03,422.0085557415475
2014-04,425.95961685418655
2014-05,441.93643010526716
2014-06,436.1610050114422
2014-07,424.6586718735908
2014-08,429.4204626487339
2014-09,436.1527432078737
2014-10,436.8456131007373
2014-11,435.80310328968324
2014-12,431.45879522019857
2015-01,444.6268803093711
2015-02,474.3714839676126
2015-03,486.8030206746691
2015-04,490.27781276286674
2015-05,496.3156386131588
2015-06,455.25268487616506
2015-07,434.84671819846534
2015-08,413.5879194491799
2015-09,392.7272834791425
2015-10,419.70672329441294
2015-11,406.04241989658425
2015-12,399.64399744332286
2016-01,404.83974792661286
2016-02,410.08152855646534
2016-03,431.4306423251759
2016-04,441.2019862738811
2016-05,425.8193285516291
2016-06,453.65531955423296
2016-07,464.0071838607887
2016-08,446.70858725287763
2016-09,440.85205182448675
2016-10,487.53399006545027
2016-11,479.4517609725483
2016-12,480.80763917235475
2017-01,491.2726327753739
2017-02,514.8925493566471
2017-03,550.6328485845954
2017-04,535.7205156933096
2017-05,522.5694807618287
2017-06,508.5742100259892
2017-07,535.5726915681328
2017-08,559.9625953679346
2017-09,573.7932033349064
2017-10,611.3523753315625
2017-11,527.3233658917161
2017-12,606.3636751352502
2018-01,627.202616823648
2018-02,616.548893588346
2018-03,601.7230925823877
2018-04,623.3468887088326
2018-05,594.2354331868208
2018-06,564.2598370509376
2018-07,588.3196056579699
2018-08,539.2560546299467
2018-09,556.2329853738512
2018-10,522.7216994394284
2018-11,540.5347780312284
2018-12,516.4777807203477
2019-01,577.8979308322495
2019-02,565.8925466857738
2019-03,548.8934733648124
2019-04,539.7702611595021
2019-05,497.13118384725914
2019-06,514.6720483132219
2019-07,500.18937162073365
2019-08,473.2489603952108
