Date,MSCI Greece Rebased Index
2014-08,28980.406360861798
2014-09,26410.586299590646
2014-10,22683.089175617148
2014-11,23402.087729296476
2014-12,19641.349493598624
2015-01,14906.594613828413
2015-02,17967.007897371368
2015-03,15641.603311984043
2015-04,16463.33675081008
2015-05,16678.93988630604
2015-06,15883.365713794092
2015-07,15883.365713794092
2015-08,10152.159718508901
2015-09,10184.46047886176
2015-10,11350.028685090254
2015-11,8878.193670466995
2015-12,8477.699098884657
2016-01,6707.406834332998
2016-02,6004.49602957099
2016-03,7093.305333897825
2016-04,7280.782448496865
2016-05,8346.996774702091
2016-06,6265.004574841183
2016-07,6621.8790825249125
2016-08,6665.823144582022
2016-09,6254.744084622644
2016-10,6640.1437234243185
2016-11,7537.985128916319
2016-12,7690.68045890306
2017-01,6914.919640330052
2017-02,7252.472807900345
2017-03,7322.078400047332
2017-04,8005.296339542753
2017-05,8839.800613074074
2017-06,9201.200072739604
2017-07,8994.615422460209
2017-08,9020.526727532497
2017-09,7803.335521875047
2017-10,7749.880552712981
2017-11,7533.210704955821
2017-12,8723.810229306198
2018-01,9398.73947594647
2018-02,8813.978901266719
2018-03,7944.357110716206
2018-04,9360.080147163191
2018-05,7872.035372296741
2018-06,8197.779593886344
2018-07,8161.888699589856
2018-08,7386.963038330401
2018-09,6791.370622791153
2018-10,6394.025925681626
2018-11,6185.63875640704
2018-12,5804.0192991971
2019-01,6103.972490933013
2019-02,6503.312393754658
2019-03,6664.106150603269
2019-04,7092.649670684702
2019-05,7329.79611464065
2019-06,7649.95029222153
2019-07,7852.0324619975245
2019-08,7516.809679357896
2019-09,7752.158717553648
2019-10,8164.283199421058
2019-11,8397.442704539155
2019-12,8485.727628606925
2020-01,8173.43944689098
2020-02,6426.051771587557
2020-03,4763.533155099138
2020-04,5202.431246713552
2020-05,5361.603721827314
2020-06,5164.267347073517
2020-07,5274.520895891613
2020-08,5344.634975775442
2020-09,5114.855155246329
2020-10,4434.006116719652
2020-11,5642.841085695945
2020-12,5706.259561384354
2021-01,5221.996330828951
2021-03,6030.098156721589
2021-04,6313.660215890224
2021-05,6483.199102780144
2021-06,6469.929199648525
2021-07,6456.490088691469
2021-08,6850.074354735261
2021-09,6761.007146814245
2021-10,6725.889275979702
2021-11,6454.749648749962
2021-12,6644.0881027130345
2022-01,7186.764485812659
2022-02,7032.975728019348
2022-03,6865.553961171333
2022-04,7168.907434334796
2022-05,6864.675124060784
2022-06,6067.3642468326025
2022-07,6502.377162908864
2022-08,6457.781663818339
2022-09,5994.500552076825
2022-10,6767.926790346595
2022-11,7033.193652139592
2022-12,7107.960829059835
2023-01,7845.233516242528
2023-02,8758.486073842472
2023-03,8084.201455078383
2023-04,8245.225472190297
2023-05,9279.857146506825
2023-06,9976.916589304941
2023-07,10431.009736135757
