Date,LEBANON
2002-05,450.17026636870025
2002-06,420.2853683599601
2002-07,433.0507214745407
2002-08,415.48628519130654
2002-09,404.951660264298
2002-10,402.90920262424976
2002-11,431.5836845764558
2002-12,393.05480481384234
2003-01,392.31854948873683
2003-02,366.7069915234951
2003-03,368.14157562047006
2003-04,342.8334918623973
2003-05,361.65922917260104
2003-06,370.02997041007717
2003-07,369.83662421085177
2003-08,367.16958891118406
2003-09,341.0789731323635
2003-10,336.9954111672426
2003-11,331.86848781736734
2003-12,315.2716922269542
2004-01,331.9894782726663
2004-02,333.33522602834717
2004-03,358.18339402489966
2004-04,429.54822157868364
2004-05,400.6692674748257
2004-06,478.7927695077115
2004-07,497.8929615029492
2004-08,433.81725549998373
2004-09,491.1039809401288
2004-10,427.1427195775222
2004-11,454.6615111202046
2004-12,446.7082104513666
2005-01,497.8311249975111
2005-02,447.45897913003284
2005-03,509.0214910844418
2005-04,569.630744080852
2005-05,566.5948029724294
2005-06,735.3728766382786
2005-07,842.7193968263756
2005-08,761.1068340186476
2005-09,833.0888371929143
2005-10,847.7218042194135
2005-11,881.7582432565664
2005-12,1133.6879572357582
2006-01,1626.4364819977054
2006-02,1282.214020495705
2006-03,1343.8177958601727
2006-04,1308.1303759280843
2006-05,1257.4833170974252
2006-06,1313.0161810692416
2006-07,1054.4844917747203
2006-08,1125.9255013507272
2006-09,1150.8580952881903
2006-10,1147.3354957012475
2006-11,972.9884536469289
2006-12,838.0853944464769
2007-01,863.9790556236832
2007-02,816.0942499550623
2007-03,854.3202037251644
2007-04,837.5888645046904
2007-05,854.0102254030788
2007-06,824.7965943361235
2007-07,796.7354892414388
2007-08,796.8695331096346
2007-09,877.9779514162299
2007-10,900.1444141905644
2007-11,999.9999999999999
2007-12,1026.8589227362168
2008-01,976.1952413511617
2008-02,929.0194747497225
2008-03,989.6434962374691
2008-04,1101.2321768019274
2008-05,1382.0664835645678
2008-06,1470.102321966634
2008-07,1486.5473963158574
2008-08,1360.4751963788958
2008-09,1385.9733318883211
2008-10,1256.2341193113161
2008-11,986.4501138624655
2008-12,866.2143474300597
2009-01,848.3634123327276
2009-02,867.3856994944679
2009-03,811.7869539946989
2009-04,864.2440648483996
2009-05,901.0734072678737
2009-06,1164.7412150957903
2009-07,1221.4749712490996
2009-08,1126.3970942815226
2009-09,1164.618611479237
2009-10,1243.446980745349
2009-11,1176.3643090448222
2009-12,1232.1442087373628
2010-01,1219.9184528082149
2010-02,1261.1332193089731
2010-03,1330.3824403767478
2010-04,1348.147508052015
2010-05,1450.3747361918424
2010-06,1412.5557292980175
2010-07,1297.2174227449366
2010-08,1258.2587926145334
2010-09,1181.3197137046714
2010-10,1146.2690144614767
2010-11,1227.0454719393326
2010-12,1211.80884465022
2011-01,1206.8222698514724
2011-02,1134.5243708485395
2011-03,1101.8218022970402
2011-04,1048.973891030098
2011-05,1061.3672808114657
2011-06,1040.2875348690584
2011-07,1028.6485037912826
2011-08,999.6773066712295
2011-09,1026.0420010105297
2011-10,946.6264246229093
2011-11,939.1182180747297
2011-12,1005.322894977316
2012-01,979.0218266322876
2012-02,975.1228422367899
2012-03,1002.4162376153635
2012-04,994.4747173172324
2012-05,1010.1977427841933
2012-06,997.6862790706174
2012-07,1056.6019374779642
2012-08,1001.7879823620756
2012-09,977.053756746191
2012-10,951.6287450190998
2012-11,948.5506024488867
2012-12,998.0919302532546
2013-01,978.628977757296
2013-02,1011.0016511483218
2013-03,1012.1949374220853
2013-04,1051.7737813300853
2013-05,1023.3800176166596
2013-06,945.9089857530323
2013-07,939.5901683666021
2013-08,919.2716584301816
2013-09,937.9430667846616
2013-10,907.030159907195
2013-11,914.0334145258097
2013-12,885.9825619498214
2014-01,1026.637141731036
2014-02,1027.5830120093297
2014-03,977.0966875680011
2014-04,998.8303019519326
2014-05,1060.2543539548822
2014-06,1044.5094939091152
2014-07,1008.9387324315289
2014-08,1035.0666597311524
2014-09,1038.836130363241
2014-10,1023.6292545025075
2014-11,1043.8805893220608
2014-12,1043.861528308821
2015-01,1102.2583193140122
2015-02,1152.398798841966
2015-03,1212.6427426710657
2015-04,1159.9875281643451
2015-05,1211.6333005856227
2015-06,1204.8273372128074
2015-07,1203.072202402714
2015-08,1124.9160014303438
2015-09,1125.385799191186
2015-10,1110.1032863143635
2015-11,1243.339271836676
2015-12,1206.9677026841603
2016-01,1167.2059924788011
2016-02,1156.916413316789
2016-03,1154.7664041163378
2016-04,1172.3972172727424
2016-05,1194.4427844810987
2016-06,1174.7998246679172
2016-07,1191.083110953001
2016-08,1168.8661623324208
2016-09,1175.9938564499284
2016-10,1369.9968099968235
2016-11,1375.8691618143214
2016-12,1364.4208993899833
2017-01,1320.6626907789557
2017-02,1349.6401427388093
2017-03,1346.038291963633
2017-04,1273.879463726806
2017-05,1264.0160015723443
2017-06,1191.6723063597517
2017-07,1162.2124330888323
2017-08,1180.813132138797
2017-09,1171.5487883104192
2017-10,1202.500357645781
2017-11,1134.2352184008898
2017-12,1157.6010401166955
2018-01,1167.4825262880565
2018-02,1174.8053247003181
2018-03,1182.6538760969477
2018-04,1217.485994135301
2018-05,1227.7008158618187
2018-06,1143.649481430173
2018-07,1125.752797602968
2018-08,1046.1567586093831
2018-09,984.0432097189628
2018-10,1069.0915404717762
2018-11,1072.3229925785636
2018-12,1065.5969281275407
2019-01,1015.2933486226048
2019-02,1011.4903943528477
2019-03,1059.0757475512783
2019-04,1068.236699595743
2019-05,996.280647486923
2019-06,1029.0725906042956
2019-07,998.8829595315998
2019-08,952.4451748069819
2019-09,968.3625081144505
2019-10,901.9741242440504
2019-11,504.9146649101713
2019-12,592.7172150275052
2020-01,582.8288818881014
2020-02,582.7370795434935
2020-03,606.7837845648023
2020-04,749.3865711192349
2020-05,625.6456078117902
2020-06,740.5046193534231
2020-07,747.1176555061585
2020-08,778.2222178226668
2020-09,826.0713141535737
2020-10,811.8834884996636
2020-11,763.6646487644806
2020-12,882.7473183532854
2021-01,909.7701920000935
2021-02,190.7834802662883
2021-03,1194.3331893784657
2021-04,1212.2460855231257
2021-05,1190.7812949738773
2021-06,1222.9411441706616
2021-07,1454.6108039357284
2021-08,1610.503588112117
2021-09,1478.3974854115538
2021-10,1492.2437374263452
2021-11,1601.783657391095
2021-12,1689.4338993740455
2022-01,1599.950687248806
2022-02,1567.4294231123813
2022-03,1673.2954380503909
2022-04,2034.863664823921
2022-05,3388.869841487019
2022-06,3346.6419441878406
2022-07,3436.207413728705
2022-08,3165.528489120756
2022-09,3077.4903106071956
2022-10,3236.909931204815
2022-11,3079.339581500643
2022-12,3338.6346719463913
