Date,TURKEY
1998-12,100.0
1999-01,97.40462529242546
1999-02,142.86833891795337
1999-03,163.55892319478565
1999-04,187.4469797871587
1999-05,172.33322262562103
1999-06,165.3077385027191
1999-07,179.6299198049228
1999-08,151.1571684575783
1999-09,172.74569792304126
1999-10,185.99828013877465
1999-11,238.52244422608717
1999-12,412.8479230812344
2000-01,443.51471143308817
2000-02,429.1918541533497
2000-03,405.21416757076764
2000-04,531.1391228310961
2000-05,453.65978487821474
2000-06,387.7201374731014
2000-07,373.71460231927784
2000-08,354.9058667399706
2000-09,299.45039858941857
2000-10,365.1061996932097
2000-11,235.4167665450566
2000-12,239.56654698481657
2001-01,279.0034850148877
2001-02,165.7764659993859
2001-03,141.29380505262026
2001-04,204.11091405363126
2001-05,187.79194791379683
2001-06,177.02136473551775
2001-07,145.01974237609969
2001-08,134.1255911265397
2001-09,91.94215204813601
2001-10,112.47415612570515
2001-11,139.77864309095546
2001-12,170.10677158566384
2002-01,188.14103271516004
2002-02,149.7403401365624
2002-03,163.1572965757283
2002-04,154.74699829806616
2002-05,126.94645525330229
2002-06,94.61835935054795
2002-07,98.22012784031142
2002-08,92.52098719581787
2002-09,83.8955466571469
2002-10,97.1400901411734
2002-11,136.28548467021656
2002-12,92.81299309606331
2003-01,97.51558232030331
2003-02,105.46946049549335
2003-03,78.42623111910133
2003-04,102.63063646937093
2003-05,105.90115703789957
2003-06,106.39901185896795
2003-07,105.96749424262374
2003-08,122.883484844416
2003-09,134.25262902490718
2003-10,154.04253666994802
2003-11,139.5329692373196
2003-12,174.41793901683457
2004-01,171.31510181182227
2004-02,187.49268721224695
2004-03,202.5427348659718
2004-04,172.7520521506437
2004-05,152.3623055429814
2004-06,166.45668838857492
2004-07,184.89269675429475
2004-08,185.89823039977776
2004-09,195.90508360666794
2004-10,203.86945950550248
2004-11,197.75764610335082
2004-12,229.88640237015267
2005-01,261.1081648265976
2005-02,277.67141530277627
2005-03,242.6230332807215
2005-04,220.0814943789927
2005-05,255.42939943671252
2005-06,279.66850094686777
2005-07,309.9438753742432
2005-08,315.2793416952519
2005-09,348.43183489194485
2005-10,331.71207791502934
2005-11,402.8574303212583
2005-12,415.75966667403264
2006-01,461.6823053331985
2006-02,499.93550836547274
2006-03,432.5792337901886
2006-04,437.4658049733746
2006-05,309.80320361019346
2006-06,288.74814327707634
2006-07,312.58810972037395
2006-08,330.7701390925922
2006-09,319.2193043791488
2006-10,364.41899386922665
2006-11,326.4285377631446
2006-12,345.96655991282205
