Date,TURKEY
2007-01,376.8630518500478
2007-02,371.8150993258279
2007-03,392.9907160566304
2007-04,406.0337567410151
2007-05,446.90268129561224
2007-06,448.3845660324396
2007-07,508.9131690318264
2007-08,474.2801662696016
2007-09,529.7641478704645
2007-10,579.6573143501003
2007-11,528.0009234084208
2007-12,545.4805750917743
2008-01,411.64249897683845
2008-02,405.4724627045403
2008-03,310.3236503902935
2008-04,368.2651009392903
2008-05,357.41343057202977
2008-06,308.6239635936145
2008-07,399.80043239614946
2008-08,383.2673199753697
2008-09,343.9172952398165
2008-10,250.3926021598814
2008-11,224.1379615402852
2008-12,217.45064217999092
2009-01,213.18695396299955
2009-02,191.51018343077084
2009-03,198.81054587109364
2009-04,258.33321848517744
2009-05,278.34929874811695
2009-06,295.81508684048544
2009-07,353.44725152260304
2009-08,370.570006977671
2009-09,375.9914173340736
2009-10,363.7758408155037
2009-11,333.99834320610364
2009-12,418.17775042911796
2010-01,441.39590315432326
2010-02,393.86763570798576
2010-03,461.09416714071006
2010-04,504.4697994584819
2010-05,484.5763646468498
2010-06,488.8220913975186
2010-07,533.047339347764
2010-08,538.6075558201851
2010-09,578.3681591780147
2010-10,599.6741505951463
2010-11,576.3082874270699
2010-12,542.2367275626511
2011-01,478.22029145076823
2011-02,463.4060836237905
2011-03,485.87425561479125
2011-04,513.6158135088195
2011-05,464.429329939036
2011-06,457.2092243711037
2011-07,441.4970162108638
2011-08,375.4849902919768
2011-09,417.1043149064335
2011-10,391.5290252526828
2011-11,384.66263997289747
2011-12,363.33910099682896
2012-01,427.29322553440034
2012-02,447.6890898793478
2012-03,450.10347529147305
2012-04,441.1197640538257
2012-05,416.95440818586894
2012-06,478.44110066013695
2012-07,512.288482093731
2012-08,521.2495843927984
2012-09,510.45349020951693
2012-10,559.7216418168952
2012-11,559.1223804671329
2012-12,589.8297938858135
2013-01,582.5122075541295
2013-02,595.2168136797344
2013-03,655.0081155678585
2013-04,651.5967184518352
2013-05,637.5907740888142
2013-06,548.7320987389103
2013-07,510.4062109069761
2013-08,447.22010362709557
2013-09,491.4419003540903
2013-10,515.4918001908658
2013-11,494.4886410306901
2013-12,414.6887350341043
2014-01,367.50686281581335
2014-02,371.177111787394
2014-03,434.5784416710349
2014-04,464.4386157985574
2014-05,518.8265050284607
2014-06,504.68060979120617
2014-07,536.7526808883608
2014-08,526.6459596536024
2014-09,482.6146023187537
2014-10,537.709010377195
2014-11,580.7423215414743
2014-12,562.2782199742695
2015-01,598.242304061023
2015-02,547.0393281065584
2015-03,533.6557038145057
2015-04,520.9374360414664
2015-05,534.9976220933848
2015-06,520.4384309426715
2015-07,494.8805523041335
2015-08,438.24869217881326
2015-09,418.21657476871246
2015-10,474.5060960773282
2015-11,467.225613694262
2015-12,428.70380971039964
2016-01,437.0618217491267
2016-02,450.47348141212655
2016-03,497.327921864266
2016-04,517.1547243283488
2016-05,461.0949977587029
2016-06,471.0901289463016
2016-07,441.0330817313797
2016-08,448.99693580772396
2016-09,441.20590218330636
2016-10,448.8410173087416
2016-11,394.1490609226317
2016-12,405.6841965225628
2017-01,410.1525703814766
2017-02,440.0392810459007
2017-03,443.48854788487574
2017-04,486.68182831096
2017-05,485.6025435068068
2017-06,498.1742149442741
2017-07,511.2101196286653
2017-08,530.1193310291493
2017-09,482.360759066975
2017-10,489.99382052972135
2017-11,440.71908552570096
2017-12,495.5810580628701
2018-01,501.233355020916
2018-02,501.3883586411743
2018-03,460.69049096634365
2018-04,419.13074773336353
2018-05,378.2441141137104
2018-06,360.58915000180457
2018-07,333.8643513730146
2018-08,238.4578313173306
2018-09,288.1452736134105
2018-10,288.4732134777347
2018-11,326.5687333683131
2018-12,306.8553701255848
2019-01,360.60381476055585
2019-02,350.7193590118623
2019-03,303.1840960467957
2019-04,292.6912210020419
2019-05,292.49155329119975
2019-06,308.08920804233
2019-07,350.8516503590608
2019-08,316.6622878168371
2019-09,359.31801039380855
2019-10,322.1425427015063
2019-11,348.8151726105416
2019-12,348.985143331016
2020-01,358.65829011490297
2020-02,308.1461495743242
2020-03,249.85918406386463
2020-04,261.64146941110357
2020-05,272.7317045902121
2020-06,290.00017137186035
2020-07,252.4234891277996
2020-08,228.7254034756569
2020-09,234.3891114853236
2020-10,206.3489342652609
2020-11,248.75392142977742
2020-12,292.736072377531
2021-01,285.7594244427572
2021-02,279.023900803017
2021-03,243.27105725238127
2021-04,241.28066150329803
2021-05,242.22153284376208
2021-06,240.51460087297244
2021-07,256.5062605924219
2021-08,281.3885652145593
2021-09,250.96953291198298
2021-10,250.54430726582154
2021-11,223.35092139589185
2021-12,227.30944270359143
2022-01,243.55175219624036
2022-02,240.0596527853561
2022-03,262.9746220759488
2022-04,294.6326722468267
2022-05,270.94910848082475
2022-06,249.44578920468373
2022-07,252.66813354250684
2022-08,314.37030133500457
2022-09,309.64817909791293
2022-10,377.60989780041723
2022-11,444.1615876337915
2022-12,462.9933783892159
2023-01,417.7725463861589
2023-02,452.48295009392683
2023-03,412.82718215363155
2023-04,385.62468823579513
2023-05,393.0945011632077
2023-06,367.5658870806627
2023-07,433.7620194492496
