Date,RUSSIA GROWTH
2009-01,408.44884908423694
2009-02,405.49886076063314
2009-03,480.32178745202987
2009-04,591.2673890131662
2009-05,748.3176284815914
2009-06,645.3019276476473
2009-07,681.3060433731348
2009-08,692.9541597877566
2009-09,799.3481658654594
2009-10,829.3857456977865
2009-11,843.4779731635131
2009-12,928.4168736467003
2010-01,989.5247074565006
2010-02,943.9251952841934
2010-03,1059.3640084310996
2010-04,1066.6739825517304
2010-05,1019.1352565841606
2010-06,968.9815560937672
2010-07,1017.6699638690002
2010-08,1017.6525565467282
2010-09,1011.051273865059
2010-10,1062.6922662269887
2010-11,1148.8870072907234
2010-12,1243.6606852608643
2011-01,1244.2182380405695
2011-02,1268.0500194153303
2011-03,1289.673425432921
2011-04,1229.2262643451522
2011-05,1225.8202884151638
2011-06,1217.7162659373332
2011-07,1258.2144080743878
2011-08,1089.251806053904
2011-09,887.6306225577669
2011-10,1028.8237185549635
2011-11,1071.6665682705561
2011-12,962.135905655921
2012-01,1104.96625159885
2012-02,1187.5786622824196
2012-03,1121.7586202998602
2012-04,1101.8688333882337
2012-05,935.3775947092843
2012-06,996.3864527643424
2012-07,1089.149413479808
2012-08,1061.256836569403
2012-09,1090.877898238742
2012-10,1069.8182615514204
2012-11,1060.4336190820654
2012-12,1123.7383291798494
2013-01,1190.3801909569895
2013-02,1171.0935811060783
2013-03,1152.2755615903734
2013-04,1127.472251447036
2013-05,1127.7658241947574
2013-06,1103.3560071248792
2013-07,1064.9417588718334
2013-08,1058.26817994048
2013-09,1135.499450793665
2013-10,1184.1252629998403
2013-11,1133.6522854377429
2013-12,1145.6190880106226
2014-01,1007.0046869547646
2014-02,968.3737484261486
2014-03,920.530067356447
2014-04,842.7210887128938
2014-05,987.707945096029
2014-06,1025.9210806558028
2014-07,950.7387183449428
2014-08,954.6369646695168
2014-09,925.301948952646
2014-10,935.1103243470055
2014-11,824.6650638910396
2014-12,660.0133344484728
2015-01,676.2828405163558
2015-02,845.557274957248
2015-03,848.8800907603445
2015-04,968.365388306793
2015-05,960.0115973793411
2015-06,917.6721448555357
2015-07,880.5351569473112
2015-08,814.9566195049913
2015-09,792.7565181820349
2015-10,854.1176140966114
2015-11,921.4232531774641
2015-12,817.5608053587011
2016-01,795.4478329912504
2016-02,797.6673031350351
2016-03,864.7139951751706
2016-04,897.0599329439372
2016-05,922.4387230579545
2016-06,947.7057814737316
2016-07,963.5739249473922
2016-08,1004.6945382261827
2016-09,1039.3084729301765
2016-10,1058.4889393429034
2016-11,1155.394576227242
2016-12,1311.303722368493
2017-01,1254.0952884392116
2017-02,1212.8601535546259
2017-03,1233.1491534656043
2017-04,1219.7890346943989
2017-05,1117.322393314876
2017-06,1053.2753224998721
2017-07,1076.3020973050998
2017-08,1171.3905588175305
2017-09,1231.9467560907783
2017-10,1189.7986166746214
2017-11,1223.6017852239886
2017-12,1245.6487890612916
2018-01,1350.9699668137114
2018-02,1396.4097895883933
2018-03,1296.2842156601816
2018-04,1184.8050076844524
2018-05,1250.0604285008017
2018-06,1270.7391558139218
2018-07,1302.826350154625
2018-08,1191.6304282991432
2018-09,1325.6811225594558
2018-10,1290.1718964740828
2018-11,1280.3963876068553
2018-12,1239.4870488424176
2019-01,1399.4600752506235
2019-02,1364.3096171845384
2019-03,1377.944174902903
2019-04,1464.6818769208764
2019-05,1485.864888241611
2019-06,1586.182494794142
2019-07,1600.6119654078584
2019-08,1524.94777434041
2019-09,1594.5039086892245
2019-10,1650.641108035585
2019-11,1649.374594811073
2019-12,1755.162462773282
2020-01,1749.5224546489642
2020-02,1517.5742825657871
2020-03,1153.8096823489795
2020-04,1307.5044494298731
2020-05,1377.881513310473
2020-06,1322.1495411600758
2020-07,1328.5800326345764
2020-08,1325.1507062396624
2020-09,1252.9454246209277
2020-10,1159.8008125478316
2020-11,1361.4483206456662
2020-12,1426.4405013331848
2021-01,1395.4272712921743
2021-02,1402.877612335263
2021-03,1507.2138530305144
2021-04,1474.7775701961389
2021-05,1592.9178551561806
2021-06,1716.9554319196106
2021-07,1679.3934615501246
2021-08,1722.9018958518259
2021-09,1806.6788657656232
2021-10,1912.5606914755876
2021-11,1752.884502033219
2021-12,1643.7344493763344
2022-01,1480.5426432260786
2022-02,652.7543713545363
