Date,SWITZERLAND
1998-12,99.99999999999999
1999-01,101.01212236586387
1999-02,101.13451968780092
1999-03,101.72476268748606
1999-04,103.56925213835787
1999-05,99.79606995386905
1999-06,99.30224866972836
1999-07,99.49284554859294
1999-08,100.73339010947736
1999-09,99.71189450663509
1999-10,102.90993942048206
1999-11,106.63678042484109
1999-12,109.42862453043381
2000-01,99.8348389920449
2000-02,99.23524865724656
2000-03,107.95491899128429
2000-04,109.51968134353412
2000-05,113.57108327064066
2000-06,114.15334748365116
2000-07,118.5149736837429
2000-08,120.78907522765968
2000-09,115.04076521751537
2000-10,120.85850287873465
2000-11,122.66161753392015
2000-12,124.2800911941958
2001-01,122.81267609195595
2001-02,115.9928608599079
2001-03,108.93176021525383
2001-04,111.5346492520438
2001-05,115.30546274963386
2001-06,110.67059144624342
2001-07,106.04565339397809
2001-08,102.0487348537133
2001-09,97.08772523171989
2001-10,98.07993443987033
2001-11,100.81447662375957
2001-12,103.4212396400298
2002-01,101.0283330462721
2002-02,103.4528133949004
2002-03,109.23122178576791
2002-04,108.79542111936817
2002-05,109.01500454613135
2002-06,99.0364626853645
2002-07,87.77072492671998
2002-08,87.62635028553495
2002-09,81.27065984218368
2002-10,83.8548242198129
2002-11,85.5678989526429
2002-12,79.01361196920432
2003-01,74.60093979404387
2003-02,70.36876864516931
2003-03,69.22887376321327
2003-04,75.68001103506374
2003-05,76.27781161690413
2003-06,78.0468756305066
2003-07,82.7646675846487
2003-08,84.07450504439186
2003-09,82.71533664330494
2003-10,84.70120311545688
2003-11,86.52460661767107
2003-12,88.74551827553047
2004-01,92.4602705874032
2004-02,93.05085130866544
2004-03,91.7494994857988
2004-04,95.6282235093994
2004-05,94.65706776286954
2004-06,95.0438248270204
2004-07,92.78295966947734
2004-08,90.81622721682024
2004-09,91.11074363436609
2004-10,90.62706250694247
2004-11,93.11777371501016
2004-12,95.20479373015881
2005-01,96.20209553932592
2005-02,99.81947385304379
2005-03,99.5128419109998
2005-04,100.13476375193403
2005-05,104.84769396484589
2005-06,106.21754561618238
2005-07,111.58381100479633
2005-08,111.12161096697172
2005-09,117.18716371567429
2005-10,119.70599324581579
2005-11,125.84877453695073
2005-12,128.50629713275853
2006-01,132.37549145753292
2006-02,133.0349148498503
2006-03,134.383200344861
2006-04,137.41630501764863
2006-05,130.73461130137756
2006-06,131.11820568194435
2006-07,135.52190308068876
2006-08,138.72525224133776
2006-09,142.28321092112378
2006-10,144.9884500621051
2006-11,144.06878649072846
2006-12,147.40645803479546
2007-01,152.38297833691078
2007-02,146.97025320938818
2007-03,149.89254489325788
2007-04,157.1380912397192
2007-05,157.73513349442774
2007-06,153.21393665219338
2007-07,148.67028301831934
2007-08,148.4724877517858
2007-09,147.8122992098448
2007-10,148.0907949377164
2007-11,146.15392272309413
2007-12,141.00590667297564
2008-01,131.4213842669268
2008-02,131.28593815879142
2008-03,127.7399128847473
2008-04,130.5947438566593
2008-05,130.646357224479
2008-06,121.9198215999263
2008-07,122.45942487702197
2008-08,125.99531485921682
2008-09,118.68724547130408
2008-10,115.34524479712853
2008-11,104.79048987083874
2008-12,103.96427207201162
2009-01,99.06355896752902
2009-02,89.3377558013808
2009-03,92.56504515467176
2009-04,99.9337802947728
2009-05,102.47031793429527
2009-06,102.42598539320768
2009-07,112.59812193964503
2009-08,118.48337155169705
2009-09,120.56000995814381
2009-10,120.00163811075144
2009-11,119.90115555796281
2009-12,127.52815292757091
2010-01,127.24059722532722
2010-02,132.0348101769138
2010-03,141.19529210764284
2010-04,136.89228358945763
2010-05,132.48322866135393
2010-06,138.38372403803228
2010-07,136.36765570128216
2010-08,143.26973234136597
2010-09,140.68841170946607
2010-10,141.33923762532484
2010-11,145.46583352708083
2010-12,153.9220376422746
2011-01,150.13762067394276
2011-02,154.608322230132
2011-03,148.28452903944776
2011-04,155.7827880382287
2011-05,164.17097775455952
2011-06,155.70000387745023
2011-07,156.68943270917984
2011-08,146.02608083764463
2011-09,138.85075784028683
2011-10,144.8103300799216
2011-11,141.68960188586524
2011-12,149.44817754621909
2012-01,151.9813625544878
2012-02,156.76448045140603
2012-03,161.10501948013774
2012-04,160.6527957988573
2012-05,153.96620223837098
2012-06,159.47292421862997
2012-07,167.93358501715596
2012-08,167.79668445621456
2012-09,169.55050388566818
2012-10,172.75506159161603
2012-11,178.89733864348176
2012-12,178.7504480987716
2013-01,188.60983943493645
2013-02,197.81442613221895
2013-03,204.9515510799777
2013-04,208.85149654061655
2013-05,207.11139983608984
2013-06,202.54780520330456
2013-07,205.91166514829888
2013-08,204.6387847655863
2013-09,212.96515241520646
2013-10,217.47509077475107
2013-11,218.4897164077976
2013-12,218.15643314132294
2014-01,218.54713543092785
2014-02,228.4601127742585
2014-03,229.2989942094758
2014-04,232.0638070324766
2014-05,238.53231539906568
2014-06,236.43129668787057
2014-07,232.3097511932542
2014-08,241.18443357900853
2014-09,244.98667467452916
2014-10,245.17785588322906
2014-11,254.62597390072597
2014-12,250.07094784502473
2015-01,269.9631414814442
2015-02,284.0656250012066
2015-03,296.2228726306272
2015-04,296.13260779779887
2015-05,306.6903903099109
2015-06,289.4116733807436
2015-07,304.83034149912396
2015-08,280.14839387661056
2015-09,268.83788630942195
2015-10,283.70544543564523
2015-11,287.1775188127457
2015-12,281.892126188185
2016-01,261.7469912119849
2016-02,255.98740561485687
2016-03,254.9743514333209
2016-04,261.6253919981916
2016-05,269.0620411714912
2016-06,267.99070224354426
2016-07,272.7931876583362
2016-08,272.1644226447348
2016-09,271.9681633162827
2016-10,263.6909944843738
2016-11,265.79860307912344
2016-12,278.5867061809231
2017-01,282.80689809087056
2017-02,292.0807428263956
2017-03,298.99605102080926
2017-04,304.8943232587778
2017-05,311.6905032576089
2017-06,306.77650505347714
2017-07,299.35402457647433
2017-08,294.3250299069773
2017-09,301.8870357488341
