Date,FINLAND
1998-12,100.0
1999-01,114.12967319692684
1999-02,111.41014556051316
1999-03,128.4408428498195
1999-04,130.19331715570902
1999-05,125.02880663443513
1999-06,146.6147005680002
1999-07,143.63718354997124
1999-08,140.4923470632177
1999-09,147.5703944211995
1999-10,179.2372836150439
1999-11,226.4024602850146
1999-12,296.78083521209476
2000-01,304.3016601104568
2000-02,335.7605189051094
2000-03,347.05627242548127
2000-04,375.1110295615113
2000-05,335.077389681226
2000-06,317.94314404218704
2000-07,288.2279462777106
2000-08,292.8313502017599
2000-09,269.36772107469756
2000-10,279.05523718259604
2000-11,275.34764809101733
2000-12,272.47203620417514
2001-01,228.2284742504826
2001-02,157.50107065652003
2001-03,167.94376215006807
2001-04,223.16538684748642
2001-05,206.97471163266962
2001-06,167.64849186562338
2001-07,158.5403116295702
2001-08,118.33275253646673
2001-09,117.23920811838123
2001-10,148.5685701190228
2001-11,164.3676295921669
2001-12,178.66284116710082
2002-01,169.16572921873072
2002-02,160.1569468976223
2002-03,160.75058753952385
2002-04,128.97842086261977
2002-05,115.85325327625175
2002-06,111.04063703118159
2002-07,95.74555597075205
2002-08,99.63228020728071
2002-09,94.92332141133501
2002-10,115.68971112643956
2002-11,130.40129188088568
2002-12,106.20971666186755
2003-01,93.43388677603762
2003-02,89.64244295487224
2003-03,91.52196611339274
2003-04,107.1406875573595
2003-05,106.60398501195878
2003-06,103.17211091024966
2003-07,102.31151281539532
2003-08,111.48344175102548
2003-09,100.85481347273853
2003-10,111.78809851233578
2003-11,114.4091092239952
2003-12,106.46842071565892
2004-01,122.0798293607612
2004-02,129.80027387767385
2004-03,126.70904194429386
2004-04,101.50306304302683
2004-05,98.5797408222376
2004-06,103.05330739502203
2004-07,91.20829352174414
2004-08,91.1912467160044
2004-09,99.162076283155
2004-10,105.46376622788664
2004-11,109.78085357053635
2004-12,105.78434973750683
2005-01,106.76043506113277
2005-02,112.64996419754026
2005-03,111.48539494787603
2005-04,113.88893943447407
2005-05,124.19542465352569
2005-06,127.9833370655312
2005-07,127.44661005705076
2005-08,126.35501633244276
2005-09,136.20501282113364
2005-10,131.4494036108178
2005-11,135.48131437691814
2005-12,143.58056767062112
2006-01,146.25165903921555
2006-02,154.21362920700315
2006-03,168.68261919482043
2006-04,172.3074578404374
2006-05,159.00117895334012
2006-06,155.2890446322218
2006-07,154.05653562227525
2006-08,160.9412184293505
2006-09,158.63505015869336
2006-10,163.44188709610717
2006-11,162.71466592972544
2006-12,168.30346186632445
2007-01,177.2932781956233
2007-02,175.96226964532073
2007-03,184.902067150249
2007-04,196.55384607971607
2007-05,212.21834192125075
2007-06,211.6520858326894
2007-07,210.34913680097972
2007-08,223.58953976229986
2007-09,239.24370669493592
2007-10,243.192775406754
2007-11,234.75987669249494
2007-12,227.82676556324364
2008-01,207.7394747188225
2008-02,209.06462711914796
2008-03,188.77657052456837
2008-04,189.93795625903354
2008-05,191.5205609416342
2008-06,165.0011095200393
2008-07,168.84096202060425
2008-08,169.01044683356966
2008-09,134.60233930097422
2008-10,122.72093968963743
2008-11,112.17968624815
2008-12,108.62915725082465
2009-01,98.98021574404572
2009-02,81.55641374913004
2009-03,88.80686630915635
2009-04,114.16200985460827
2009-05,115.88642813400487
2009-06,111.46476993636007
2009-07,110.09888610925111
2009-08,117.9366484181355
2009-09,120.62681781950789
2009-10,109.9818402481842
2009-11,112.60010094844823
2009-12,118.598085770283
2010-01,125.1990083750298
2010-02,124.43347328389864
2010-03,141.3221363990505
2010-04,131.12710175622692
2010-05,124.03682539659187
2010-06,115.66521566712322
2010-07,122.02981683672186
2010-08,120.05283020095565
2010-09,131.3290870968963
2010-10,134.27794543412543
2010-11,130.17281783963725
2010-12,141.4990239587499
2011-01,144.67322878600856
2011-02,134.49699040976984
2011-03,136.64397314626183
2011-04,140.4251440570554
2011-05,131.8208054352609
2011-06,124.61402244516867
2011-07,113.05993991237524
2011-08,108.46087562302436
2011-09,99.50553310991637
2011-10,109.43929399653425
2011-11,106.08329500158584
2011-12,100.9007689075928
2012-01,107.30855930645264
2012-02,113.58451644116373
2012-03,115.24860333343274
2012-04,107.35113152939354
2012-05,95.57179154993365
2012-06,96.06243094065519
2012-07,99.71886216989597
2012-08,103.03073660461314
2012-09,104.82155991926943
2012-10,107.0233446693756
2012-11,112.37676697527681
2012-12,115.7396132259518
2013-01,120.13908462141627
2013-02,122.67040802534505
2013-03,122.42708681025351
2013-04,126.81702955966959
2013-05,128.47803751462646
2013-06,122.64263784550633
2013-07,127.48898378845456
2013-08,130.76911429798895
2013-09,149.08136167163025
2013-10,158.16180787786243
2013-11,163.53071590019644
2013-12,163.87960934495638
2014-01,154.6886106264098
2014-02,167.37271009569128
2014-03,164.26638232993912
2014-04,168.0020549285121
2014-05,175.16195605636068
2014-06,174.67037961625104
2014-07,177.51620203550596
2014-08,181.05191721595176
2014-09,183.85759078036253
2014-10,184.50185478708866
2014-11,191.28038891173384
2014-12,188.09612088981316
2015-01,203.9066364867288
2015-02,213.79801161143138
2015-03,217.79883883263653
2015-04,206.20618018513673
2015-05,211.60480962257972
2015-06,203.37067647246514
2015-07,212.83815791591545
2015-08,193.52194015972304
2015-09,191.78181819251193
2015-10,212.58789883400505
2015-11,222.42253324405573
2015-12,216.07503972771087
2016-01,208.76160185658978
2016-02,194.58676881444444
2016-03,195.8569250755653
2016-04,194.54614350014526
2016-05,199.9961367642894
2016-06,198.88942180036
2016-07,207.87758750356483
2016-08,205.71069679735308
2016-09,211.20770042060838
2016-10,202.03719088624536
2016-11,202.62373002529483
2016-12,215.13428517500083
2017-01,208.56246044500665
2017-02,219.34308252542894
2017-03,228.49552715018459
2017-04,239.7933900605998
2017-05,250.06248443556063
2017-06,245.01047295789414
2017-07,242.32355404084046
2017-08,240.28477828145597
2017-09,244.1694902709887
2017-10,241.83395644649374
2017-11,236.6903878015904
2017-12,234.25094778807417
2018-01,241.27311449613222
2018-02,253.3450969444973
2018-03,248.47646264177155
2018-04,265.26899553515216
2018-05,270.2421473827225
2018-06,267.41528571490943
2018-07,269.9618697126131
2018-08,278.4677086332931
2018-09,277.40096497586785
2018-10,257.41571646738123
2018-11,244.6948753444446
2018-12,240.62965566038199
2019-01,259.53783482478406
2019-02,265.1944973076389
2019-03,265.5201150344337
2019-04,266.00779984124733
2019-05,255.46611410458573
2019-06,264.08887462912696
2019-07,267.82680338636857
2019-08,261.68989421100787
2019-09,271.17031175433135
2019-10,264.7726811815879
2019-11,263.05429621385196
2019-12,271.5317155371794
2020-01,278.19201480982434
2020-02,259.6042974087606
2020-03,225.16585516602123
2020-04,247.91317998687518
2020-05,266.53971691021127
2020-06,267.7167656703455
2020-07,272.57394203262294
2020-08,292.1045050768936
2020-09,286.9890244162832
2020-10,266.8958469201355
2020-11,302.2821339955156
2020-12,303.12231753261835
2021-01,311.37721732075954
2021-02,307.83389412242593
2021-03,312.83427792668385
2021-04,326.61813943635093
2021-05,334.47485772794613
2021-06,345.00742207217695
2021-07,365.49730028748365
2021-08,368.5587557212686
2021-09,342.0934623590572
2021-10,346.4859621747551
2021-11,338.462644849164
2021-12,359.089481732591
2022-01,341.2592568150947
2022-02,317.3009491849788
2022-03,325.5105002657275
2022-04,329.00373499604757
2022-05,328.3443218680856
2022-06,310.7479655339787
2022-07,329.9165279561456
2022-08,327.5921850392323
2022-09,307.993835806768
2022-10,318.19969438720244
2022-11,339.6934818821615
2022-12,328.99792293927754
2023-01,328.9345742688065
2023-02,329.69712011345183
2023-03,323.4564066790597
2023-04,319.861293714114
2023-05,302.969449878696
2023-06,297.97690416496073
2023-07,294.9781979840333
