Date,BRAZIL
1998-12,100.0
1999-01,74.4032658846148
1999-02,82.51841785487383
1999-03,114.76609916393595
1999-04,131.3530421778217
1999-05,128.36284433094906
1999-06,135.1925959242992
1999-07,117.49126859703472
1999-08,114.39777946085789
1999-09,119.33419307266328
1999-10,125.03915489824692
1999-11,155.05944267404564
1999-12,195.9122715052483
2000-01,192.2455484609596
2000-02,203.62608677741673
2000-03,212.887175760975
2000-04,193.81474002901143
2000-05,188.16526505919944
2000-06,204.52817810603995
2000-07,209.4316057381145
2000-08,223.8164277982461
2000-09,211.10185015123645
2000-10,202.58408289456912
2000-11,175.197767702796
2000-12,185.3753420560544
2001-01,212.01107032392954
2001-02,192.332429534423
2001-03,177.39099127852066
2001-04,185.9359189734676
2001-05,184.41771757750098
2001-06,181.93038970733602
2001-07,163.44175581218184
2001-08,144.0100805249961
2001-09,119.6780117592943
2001-10,127.69647674017168
2001-11,141.3291952211194
2001-12,162.2511805981709
2002-01,157.15847039269508
2002-02,178.71168308032455
2002-03,177.34739604183625
2002-04,170.22667390136328
2002-05,151.9785244156207
2002-06,117.30456967841195
2002-07,83.9496715923403
2002-08,103.04913628419135
2002-09,71.3181814985536
2002-10,91.46253766189382
2002-11,92.11588932268494
2002-12,95.46940934027037
2003-01,90.22162070495101
2003-02,86.4560633059893
2003-03,97.15545384592696
2003-04,114.9908734197529
2003-05,111.73420423694559
2003-06,114.62571519398182
2003-07,123.39577230991469
2003-08,139.29977760858932
2003-09,133.70968230380043
2003-10,148.4930227235959
2003-11,152.63252835663124
2003-12,170.77456543773627
2004-01,166.42352050757344
2004-02,172.64690491995773
2004-03,174.56455943757314
2004-04,152.672879049878
2004-05,147.36763047577335
2004-06,155.249057827445
2004-07,170.08201247111194
2004-08,179.1350666677135
2004-09,192.1513823349687
2004-10,190.89912218309115
2004-11,201.69111891253095
2004-12,216.2731447526715
2005-01,220.1299248764599
2005-02,254.00380740432885
2005-03,237.17383816444283
2005-04,228.9610572680499
2005-05,257.94946669711385
2005-06,273.32094717987326
2005-07,283.2278061739602
2005-08,310.74896201678405
2005-09,377.53172359418903
2005-10,357.2329294323981
2005-11,395.4004121080023
2005-12,391.3902089918011
2006-01,475.44473882781847
2006-02,493.8196440986924
2006-03,463.5513169628101
2006-04,488.264075146764
2006-05,401.32652529796314
2006-06,428.07675101598846
2006-07,433.58981584869537
2006-08,429.942919107231
2006-09,426.4695691913676
2006-10,459.41854370906805
2006-11,469.25436427246467
2006-12,510.44080687183225
2007-01,523.2943143695388
2007-02,500.42725931402157
2007-03,536.8970963197016
2007-04,556.7614208874558
2007-05,631.0482383908158
2007-06,655.6159358083995
2007-07,674.2320229269133
2007-08,653.1860040490099
2007-09,751.8869224130083
2007-10,855.1452691605665
2007-11,801.8659136374284
2007-12,828.6213355155338
2008-01,750.6375146145693
2008-02,820.4333189490301
2008-03,726.3520195293133
2008-04,852.8364457122992
2008-05,952.6077066397671
2008-06,865.0902517321214
2008-07,782.8451590642121
2008-08,747.6650512658996
2008-09,602.8894911962984
2008-10,453.8157835096241
2008-11,411.73857765140855
2008-12,382.9925410260004
2009-01,434.6001989706785
2009-02,425.78628497816226
2009-03,451.11260229934567
2009-04,543.3812098994101
2009-05,620.9812377403663
2009-06,601.9464260623267
2009-07,648.0744397404478
2009-08,651.2101417152467
2009-09,736.5305944509033
2009-10,749.832366536145
2009-11,797.6724424795553
2009-12,848.3107355164642
2010-01,779.9093303023367
2010-02,830.4727795137671
2010-03,898.7072242228584
2010-04,906.4180956692188
2010-05,879.2365204337758
2010-06,841.7784588967119
2010-07,900.1457924084164
2010-08,893.1329446997638
2010-09,919.6251056991634
2010-10,916.4440413238392
2010-11,931.8555116712041
2010-12,969.0578636142984
2011-01,908.700385501416
2011-02,928.9604331354379
2011-03,940.3546153852748
2011-04,893.6438592669052
2011-05,893.5810266345709
2011-06,883.2703340665493
2011-07,852.8304734094651
2011-08,796.2270974729732
2011-09,697.426617200587
2011-10,801.0788016364065
2011-11,772.2801331565415
2011-12,785.2564891602401
2012-01,897.1237853501299
2012-02,925.8210428959661
2012-03,871.1825591747921
2012-04,822.5801380032832
2012-05,753.6828978030755
2012-06,742.7083399466677
2012-07,776.3963158603872
2012-08,762.0099880360044
2012-09,767.5724372784929
2012-10,755.1498191133111
2012-11,729.9228792795211
2012-12,775.8053051143607
2013-01,775.3791434000339
2013-02,785.0560864295325
2013-03,790.3651845825933
2013-04,784.2412119124876
2013-05,741.1774879674929
2013-06,646.4688996332919
2013-07,623.2261506078852
2013-08,614.5352611317478
2013-09,673.1061856087288
2013-10,711.0516209797529
2013-11,662.8242229046699
2013-12,625.0387283258702
2014-01,571.1213559964094
2014-02,577.8454460562726
2014-03,642.8054685727349
2014-04,663.913521435956
2014-05,662.8566258457655
2014-06,696.6275015961002
2014-07,726.2478404971653
2014-08,819.3363650630248
2014-09,690.2087348544034
2014-10,699.5390218080263
2014-11,670.0906292732382
2014-12,613.9768354738123
2015-01,616.1074659712824
2015-02,637.6169349755727
2015-03,590.9468802596953
2015-04,661.7770584840017
2015-05,597.0021549667689
2015-06,609.5873921610048
2015-07,539.70513264135
2015-08,456.941110168126
2015-09,404.2358674308571
2015-10,429.71629067502835
2015-11,435.3394667154815
2015-12,402.26005804476654
2016-01,374.31532480447305
2016-02,396.168041908627
2016-03,493.0717126130166
2016-04,541.5976151794171
2016-05,481.2087999185546
2016-06,576.2436008258172
2016-07,629.6644520425147
2016-08,637.9071685010977
2016-09,634.3993082097046
2016-10,741.4832834970422
2016-11,680.4387343082705
2016-12,690.8139532370084
2017-01,746.6984517966081
2017-02,792.8535869331458
2017-03,752.3164751615467
2017-04,738.9430234167603
2017-05,679.7848421460636
2017-06,658.8579327724292
2017-07,707.2441735404977
2017-08,745.8471616278877
2017-09,781.8674289905816
2017-10,767.4046722562955
2017-11,726.5243510398309
2017-12,755.3541325512394
2018-01,850.759746598323
2018-02,851.9633597329906
2018-03,829.4449165409378
2018-04,810.7246354020735
2018-05,701.8056505239988
2018-06,643.3447066174733
2018-07,717.9504869607202
2018-08,640.5084645544778
2018-09,686.6194318507779
2018-10,829.3626123666897
2018-11,813.7571264496809
2018-12,792.2595881449143
2019-01,929.5426065949578
2019-02,895.0603774302065
2019-03,872.8906019208989
2019-04,868.0536319169693
2019-05,888.0631679499384
2019-06,922.6848186651898
2019-07,967.9739125917924
2019-08,888.5085703715908
2019-09,920.0953693654573
2019-10,956.2053802626571
2019-11,925.0959022088642
2019-12,1021.9036730461744
2020-01,957.800213182565
2020-02,840.9155678462419
2020-03,520.5708245291996
2020-04,549.7376840758344
2020-05,587.452490697127
2020-06,624.8502413385971
2020-07,677.9899084514825
2020-08,610.804977868324
2020-09,578.9443313005736
2020-10,568.0717896902961
2020-11,684.5090621534084
2020-12,760.5984571592196
2021-01,706.0934154987153
2021-02,662.1256184074086
2021-03,713.1738899463722
2021-04,741.2230080199024
2021-05,800.1315145812009
2021-06,868.8880633537524
2021-07,815.883753275721
2021-08,801.2177644649263
2021-09,709.9606638160391
2021-10,646.7719728241024
2021-11,655.3926983671772
2021-12,677.6998793907674
2022-01,777.1151526843732
2022-02,812.0825264489532
2022-03,941.8047803089671
2022-04,857.1423643560305
2022-05,915.2501836796922
2022-06,758.3162417715167
2022-07,820.5073646710991
2022-08,886.2133754082569
2022-09,879.5272128596828
2022-10,946.9773067434185
2022-11,883.1792933390368
2022-12,827.6161411402679
