Date,PHILIPPINES
1998-12,100.0
1999-01,102.38386862828453
1999-02,106.62280324360366
1999-03,114.08877329606638
1999-04,144.31917146146608
1999-05,138.81984071663052
1999-06,144.95396260839175
1999-07,126.16918758578586
1999-08,115.86965040340793
1999-09,107.16321032577973
1999-10,110.51348332485298
1999-11,109.98036327922864
1999-12,121.04109430039705
2000-01,113.25924215980983
2000-02,96.78771303433744
2000-03,96.31313160452305
2000-04,93.69017673360115
2000-05,83.1246209144905
2000-06,81.10169851318432
2000-07,71.80720169907048
2000-08,81.006952158261
2000-09,75.34123532712849
2000-10,64.97702702998882
2000-11,70.04644927433706
2000-12,71.05896661843688
2001-01,85.1778222169212
2001-02,81.73530439686364
2001-03,74.51928304366109
2001-04,71.51087402715319
2001-05,76.30665121272585
2001-06,75.72655525750599
2001-07,70.05760522719825
2001-08,64.28442334146135
2001-09,58.869425772533226
2001-10,52.05645038858394
2001-11,57.966408119389605
2001-12,60.47098234880571
2002-01,73.10285858644959
2002-02,74.60212903456996
2002-03,74.41183797565725
2002-04,66.03709252459616
2002-05,60.78991379819782
2002-06,49.967600168902834
2002-07,48.85006034115816
2002-08,47.13627720729603
2002-09,47.44049032451504
2002-10,41.903397737630286
2002-11,40.420621314979705
2002-12,36.441515086396294
2003-01,37.192497317182145
2003-02,34.66146359822348
2003-03,35.08644412718705
2003-04,36.696028839867154
2003-05,34.532651163363255
2003-06,41.173258165001066
2003-07,42.004940434018245
2003-08,40.78168064607795
2003-09,42.33258663658303
2003-10,45.32162763044689
2003-11,40.75075957726258
2003-12,43.2834597802329
2004-01,45.86066054521164
2004-02,44.25488575139923
2004-03,42.94318296562405
2004-04,48.545632130420664
2004-05,46.49750341401119
2004-06,49.00347424878806
2004-07,49.32841371122146
2004-08,47.94518634792642
2004-09,52.97852246367566
2004-10,53.855050210845064
2004-11,51.84466754229168
2004-12,50.84059582802161
2005-01,59.99954344785951
2005-02,61.21821990879312
2005-03,58.221753857389565
2005-04,56.60759562992811
2005-05,61.302044051212334
2005-06,60.789897994438114
2005-07,61.20849059271187
2005-08,58.816164335266926
2005-09,60.90583702904214
2005-10,63.572539069223815
2005-11,71.60529524315976
2005-12,72.59851829400884
2006-01,73.90627803723397
2006-02,75.38572225093118
2006-03,78.57733936051605
2006-04,75.60238004211452
2006-05,74.42232047658622
2006-06,69.65395273503937
2006-07,80.30951235870067
2006-08,79.40156072505684
2006-09,89.69295394056927
2006-10,94.97806239154053
2006-11,94.01798683774211
2006-12,103.68054006296862
2007-01,115.76018640709376
2007-02,107.20480352430401
2007-03,111.89600858953355
2007-04,112.47109164762608
2007-05,126.50792302705084
2007-06,133.45675338283246
2007-07,129.51438367747807
2007-08,121.86988900160462
2007-09,126.46069369741087
2007-10,134.74608310786627
2007-11,126.89194217386704
2007-12,132.4886119002133
2008-01,120.9302560711586
2008-02,113.11133138017375
2008-03,101.52894480705584
2008-04,93.34178885740889
2008-05,93.31261963601035
2008-06,76.8087539828198
2008-07,83.95372867839508
2008-08,90.9189596675583
2008-09,89.29215135398664
2008-10,74.846304608347
2008-11,74.3641315904571
2008-12,67.06397324040817
2009-01,71.20053015817508
2009-02,72.03757121023241
2009-03,74.9139172754706
2009-04,80.28971294174353
2009-05,87.69157527388101
2009-06,88.24065910060071
2009-07,101.51282946724024
2009-08,99.60241462898678
2009-09,97.56083054541327
2009-10,98.22521593610557
2009-11,101.51735958032204
2009-12,109.14173786580207
2010-01,106.06370081505577
2010-02,114.29975370231635
2010-03,121.74389863712679
2010-04,130.23558859984973
2010-05,134.8789687634557
2010-06,138.58986474970087
2010-07,134.01274038348836
2010-08,145.11232253595105
2010-09,161.11663623966356
2010-10,160.8564492513278
2010-11,149.18936683140691
2010-12,158.15289204760828
2011-01,138.6139614312122
