Date,BELGIUM
1998-12,100.0
1999-01,100.15244500556982
1999-02,98.96502177157784
1999-03,94.94998686932732
1999-04,93.80757018434987
1999-05,89.92333213566106
1999-06,92.05483549283998
1999-07,89.7001553910109
1999-08,95.53227862530238
1999-09,91.93210675938724
1999-10,92.78932631475517
1999-11,94.07090279603031
1999-12,101.04212281111673
2000-01,84.24430910598662
2000-02,81.99157528776982
2000-03,82.7106305605263
2000-04,84.46736001934575
2000-05,86.17218263958108
2000-06,89.03829691918756
2000-07,93.23007081656765
2000-08,95.58088037840913
2000-09,92.43887292071513
2000-10,94.89311156534517
2000-11,89.30068382747481
2000-12,90.34121629591075
2001-01,88.9032578588249
2001-02,90.00970150651999
2001-03,85.19985531964092
2001-04,84.35873361268592
2001-05,84.57254153759071
2001-06,87.12627208971371
2001-07,89.84335216103725
2001-08,88.2646035491838
2001-09,79.62402864620779
2001-10,77.83076625460608
2001-11,80.82682925922808
2001-12,85.56851474427245
2002-01,83.78253060615685
2002-02,82.48793038308173
2002-03,83.72292666373964
2002-04,84.81048663708282
2002-05,84.38100666925226
2002-06,78.45504522987495
2002-07,68.25948327704647
2002-08,68.69382154644119
2002-09,56.85241110717693
2002-10,61.61284151257687
2002-11,63.887695316042944
2002-12,62.27420546744742
2003-01,57.54401763295601
2003-02,50.75353220052722
2003-03,49.5778833169777
2003-04,57.29418429939494
2003-05,60.16244937286111
2003-06,61.66929428939554
2003-07,64.36810212803422
2003-08,64.892231561207
2003-09,64.91180951913786
2003-10,68.16164563858948
2003-11,68.43111853681908
2003-12,70.92855991636814
2004-01,75.31742450075677
2004-02,78.5218547079226
2004-03,75.09574019748358
2004-04,77.355871424225
2004-05,78.35553512060696
2004-06,81.11617552016034
2004-07,80.91797360122563
2004-08,83.91808222869216
2004-09,88.32742545437884
2004-10,91.320868721337
2004-11,93.05673140176158
2004-12,95.34863808075745
2005-01,97.46676838624175
2005-02,100.90475914577942
2005-03,101.8512742756721
2005-04,99.55820549079102
2005-05,103.2015484169657
2005-06,105.64817171922803
2005-07,109.83374752216243
2005-08,110.00414626677052
2005-09,113.69363148538504
2005-10,111.61845101875873
2005-11,116.05617406880651
2005-12,121.0897250527739
2006-01,125.98653569372716
2006-02,129.9254077057598
2006-03,130.4608873347848
2006-04,132.5184462124619
2006-05,125.93850623429009
2006-06,125.31435043927505
2006-07,129.0066678760047
2006-08,135.047655030454
2006-09,141.0608884066743
2006-10,144.08471397989
2006-11,141.4876409305711
2006-12,149.26714810767842
2007-01,151.8721162364411
2007-02,148.54399272097785
2007-03,153.7259334213876
2007-04,157.79428783780304
2007-05,160.7648071586533
2007-06,159.34484558511244
2007-07,150.8868124748219
2007-08,147.05909884814403
2007-09,144.40714253392395
2007-10,148.3791414645508
2007-11,133.98306732509465
2007-12,132.11309374915533
2008-01,117.48992521543921
2008-02,117.33523642964855
2008-03,118.15467476176103
2008-04,126.6550798724892
2008-05,120.89289020518763
2008-06,96.58628157950997
2008-07,89.34094633256917
2008-08,94.4235347583509
2008-09,73.87962976135852
2008-10,51.921967124930504
2008-11,46.50368325830519
2008-12,47.040618511387684
2009-01,50.33242574497996
2009-02,46.124495887117
2009-03,47.122569021930126
2009-04,53.24876554645831
2009-05,57.034614316642966
2009-06,56.51371288039753
2009-07,60.748156849692556
2009-08,66.23239520280882
2009-09,69.82615559709787
2009-10,67.85175726355033
2009-11,69.18077060073117
2009-12,72.27546044766103
2010-01,72.6898673237056
2010-02,73.04870214368901
2010-03,75.87149284385058
2010-04,74.51593043390164
2010-05,74.62103335749987
2010-06,73.51583023019298
2010-07,76.31548617424764
2010-08,75.28473094677615
2010-09,78.91557394864729
2010-10,80.79660994549508
2010-11,75.61601547715385
2010-12,77.44483981314175
2011-01,77.24318300301282
2011-02,78.73015840465888
2011-03,77.28400541352626
2011-04,83.10924260236885
2011-05,82.04564544737319
2011-06,77.9692696881596
2011-07,75.3574738828864
2011-08,70.57674126951761
2011-09,68.19558790864649
2011-10,69.1531766626882
2011-11,69.83185622841006
2011-12,72.05901499194945
2012-01,74.27324278836207
2012-02,79.36004031880114
2012-03,83.5974104847884
2012-04,82.84619687072647
2012-05,81.37313940383832
2012-06,88.59649158249789
2012-07,92.01622922911923
2012-08,95.30362610835965
2012-09,96.26038063080449
2012-10,94.99144394985156
2012-11,99.21941972154546
2012-12,99.84712642207607
2013-01,99.97734471729672
2013-02,107.03695541127027
2013-03,111.62503894415997
2013-04,110.65330259585359
2013-05,111.26495739652562
2013-06,106.16329557584382
2013-07,112.24761775558171
2013-08,111.34112861665626
2013-09,115.8453621730052
2013-10,120.94293323371211
2013-11,120.04034807527024
2013-12,123.04727569072845
2014-01,118.11954711816009
2014-02,125.89764715058674
2014-03,125.96828907071797
2014-04,128.08204683778948
2014-05,132.482955448698
2014-06,133.87462428983991
2014-07,131.43895448457891
2014-08,136.90027656502548
2014-09,139.7001481535793
2014-10,137.98299315352412
2014-11,147.0204273615115
2014-12,146.94573069178952
2015-01,164.56066837717682
2015-02,174.13491798466748
2015-03,175.43090895933713
2015-04,170.81960352240176
2015-05,175.3460511793213
2015-06,171.7819402967715
2015-07,176.8457097892361
2015-08,162.1916115011258
2015-09,158.01184526954665
2015-10,175.26878665844583
2015-11,192.414762321822
2015-12,184.93738026245626
2016-01,180.96811950007788
2016-02,167.36989767768745
2016-03,172.04731357731086
2016-04,173.99742302855586
2016-05,182.90784049103866
2016-06,181.43225158972623
2016-07,183.08884136890674
2016-08,182.56180462574386
2016-09,188.37127496221277
2016-10,176.56654329838986
2016-11,173.05544434109973
2016-12,177.58925589091348
2017-01,173.49911320080645
2017-02,179.85699701287882
2017-03,184.15913963417844
2017-04,186.91926290285372
2017-05,190.98831862850489
2017-06,182.2367008323402
2017-07,191.27340457247442
2017-08,187.3934930728083
2017-09,192.11069884166784
2017-10,198.13679689926425
2017-11,189.81058736084105
2017-12,186.84428680883323
2018-01,189.89998191558388
2018-02,185.90768531461885
2018-03,183.38967916223564
2018-04,181.0695520024981
2018-05,177.7281418637139
2018-06,182.97967385088324
2018-07,186.55096144396762
2018-08,178.75264196107508
2018-09,174.43060621527397
2018-10,157.92293150814302
2018-11,161.36214033920993
2018-12,144.9889563483354
2019-01,158.70429064562836
2019-02,164.0181636675836
2019-03,171.59282844265928
2019-04,178.0780024173135
2019-05,165.4181059410722
2019-06,172.32143300187275
2019-07,186.9385240004128
2019-08,179.41566893069552
2019-09,186.26415115624008
2019-10,172.9646309810981
2019-11,177.5773416793751
2019-12,179.2992139922542
2020-01,175.2449084625396
2020-02,147.26261717281048
2020-03,123.74525353301706
2020-04,132.19490935979402
2020-05,131.42036355681395
2020-06,136.97400826412377
2020-07,136.82259776726434
2020-08,137.37430569827276
2020-09,133.86306311916036
2020-10,126.7192576125897
2020-11,151.9568508509019
2020-12,152.04187471400547
2021-01,149.5048691651116
2021-02,148.00230336905676
2021-03,154.27634779210143
2021-04,161.1181794672605
2021-05,165.81633382013408
2021-06,167.7047513175047
2021-07,164.40775407495929
2021-08,166.47622376103573
2021-09,161.9370620788572
2021-10,167.29874449122715
2021-11,159.9381667114691
2021-12,168.24499067998275
2022-01,162.14767722341742
2022-02,160.62874272508154
2022-03,163.5009669030171
2022-04,163.11411814094723
2022-05,157.17775019957782
2022-06,151.9782317779517
2022-07,155.76094780712575
2022-08,146.28440550225162
2022-09,140.7142375179991
2022-10,150.86288917436255
2022-11,158.76739096841186
2022-12,158.47572734357647
2023-01,162.4166460487182
2023-02,165.51755391191998
2023-03,165.46715493184706
2023-04,165.06245144758842
2023-05,153.2748388991796
2023-06,155.59969804358613
2023-07,165.71933238242582
