Date,NORWAY
2018-08,597.4377194890776
2018-09,639.3024703825819
2018-10,604.2525994347748
2018-11,573.4690646586566
2018-12,532.8310143734461
2019-01,564.9978993448433
2019-02,583.3573651165697
2019-03,581.3921467599265
2019-04,594.6373965406408
2019-05,574.7287332837386
2019-06,590.5358071671857
2019-07,584.5523463779047
2019-08,570.061341593616
2019-09,596.4278475753993
2019-10,579.756418508915
2019-11,576.9421891122673
2019-12,605.5498491731929
2020-01,573.3993517340286
2020-02,514.0311914479096
2020-03,413.38537940473196
2020-04,458.29588181700313
2020-05,476.1481602683306
2020-06,464.6293785717402
2020-07,483.49456928650386
2020-08,513.9137349892814
2020-09,482.234415613382
2020-10,450.91842912403655
2020-11,533.275089096679
2020-12,550.7168132143759
2021-01,555.0639821108339
2021-02,580.1455976387084
2021-03,638.2154804133748
2021-04,646.4745930709404
2021-05,658.9552894588123
2021-06,665.5893808734662
2021-07,653.4120137538528
2021-08,676.1827029458462
2021-09,717.5211103774049
2021-10,744.2770810941838
2021-11,700.7752346825207
2021-12,731.4561675276777
2022-01,741.6803481540302
2022-02,771.4982377965581
2022-03,824.3245117236204
2022-04,810.9314593332921
2022-05,833.8474830836475
2022-06,753.736708173612
2022-07,819.4281731128391
2022-08,820.8123416407423
2022-09,682.5291018470866
2022-10,754.786882934817
2022-11,773.3560546991871
2022-12,734.835441675286
2023-01,705.8044517945572
2023-02,722.1011173361553
2023-03,672.029017075186
2023-04,671.9867869781834
2023-05,644.1007301749152
2023-06,670.0035805064985
2023-07,720.9764948756579
