Date,NORWAY
1998-12,100.0
1999-01,114.17468760395937
1999-02,107.38040602170474
1999-03,119.96457048056955
1999-04,132.26205000633217
1999-05,126.76482843132594
1999-06,126.03508485250474
1999-07,126.73249456625997
1999-08,133.62169832977662
1999-09,135.46428007478866
1999-10,130.63766838458181
1999-11,139.8262263874568
1999-12,155.14100729488806
2000-01,146.30550941540818
2000-02,148.94749965193262
2000-03,151.13378724843997
2000-04,149.407846172899
2000-05,152.92368190294602
2000-06,160.26668561074507
2000-07,164.13121344667937
2000-08,181.3930626442576
2000-09,179.060984199808
2000-10,181.50884191875068
2000-11,170.38626613924342
2000-12,165.00815950537336
2001-01,169.53246955935109
2001-02,168.62235646236678
2001-03,161.5402170402605
2001-04,173.49176510996296
2001-05,180.60707584307292
2001-06,174.52746264179365
2001-07,167.23796505218053
2001-08,158.753950713411
2001-09,134.89120252508232
2001-10,138.2589066140503
2001-11,145.80671046115202
2001-12,153.64009946504257
2002-01,152.83300732814223
2002-02,157.90962968518767
2002-03,169.9421253732297
2002-04,165.8196601910339
2002-05,164.42888265018604
2002-06,151.10707540272287
2002-07,136.85060354877652
2002-08,134.29204489470783
2002-09,116.09336747290548
2002-10,121.66170636808276
2002-11,131.35145015964054
2002-12,121.66968901505388
2003-01,112.18698783099234
2003-02,100.69174574127275
2003-03,100.05004026469915
2003-04,113.6416102209791
2003-05,119.66160002700079
2003-06,122.53081921022063
2003-07,132.90309578558188
2003-08,138.66015864522882
2003-09,129.51680524643467
2003-10,146.19947017145498
2003-11,148.29795484193602
2003-12,151.38684327177523
2004-01,154.90016071944882
2004-02,170.78853014893775
2004-03,170.9199258021291
2004-04,170.25532841128773
2004-05,177.05732137989727
2004-06,184.35019456965668
2004-07,182.58874073043447
2004-08,185.361719488214
2004-09,202.32403574869954
2004-10,202.35564647732022
2004-11,220.36301560199416
2004-12,217.04220051301496
2005-01,219.37418373137487
2005-02,240.60334707553582
2005-03,237.7932151804117
2005-04,230.02389723494716
2005-05,250.37089269258556
2005-06,277.2794868271003
2005-07,294.2452082900696
2005-08,310.9158527502937
2005-09,321.85640698093096
2005-10,299.26514368955577
2005-11,303.8714917441241
2005-12,314.402464836636
2006-01,337.582827588316
2006-02,346.1235249258866
2006-03,378.3386401921312
2006-04,396.85076362748396
2006-05,370.8103397497623
2006-06,358.4526189768529
2006-07,369.80303951162966
2006-08,361.5484643412437
2006-09,339.45639328923636
2006-10,365.7704917086717
2006-11,384.7106269173643
2006-12,411.5270224007367
2007-01,434.9883624849101
2007-02,418.14921921240807
2007-03,437.0409593434289
2007-04,452.44259469508944
2007-05,471.62974979164807
2007-06,497.2227017138687
2007-07,486.94915427274464
2007-08,466.47376139535925
2007-09,508.0295677601141
2007-10,519.6380424917046
2007-11,482.1690910318196
2007-12,491.57747766100096
2008-01,383.16395410618424
2008-02,426.95022923442735
2008-03,406.2406005966988
2008-04,467.3292191644691
2008-05,506.25784708572473
2008-06,467.353172273009
2008-07,423.92011580253126
2008-08,426.0628353291268
2008-09,311.28544941479834
2008-10,229.78634876409103
2008-11,194.90878101513533
2008-12,186.61009015665115
2009-01,207.42200865973592
2009-02,192.92956404206663
2009-03,201.72607108386413
2009-04,228.0557535946776
2009-05,259.33552207003686
2009-06,239.8642135474703
2009-07,262.74192245998853
2009-08,266.5263614174842
2009-09,291.22499347985456
2009-10,298.6333404353351
2009-11,310.5048400658392
2009-12,340.99583680493936
2010-01,326.04885821989916
2010-02,315.20829149185414
2010-03,338.4529019540361
2010-04,350.46521352008995
2010-05,317.6433228227129
2010-06,308.55672181967503
2010-07,341.7873559402539
2010-08,332.5421486805968
2010-09,358.29002886677574
2010-10,365.2506906352307
2010-11,356.96801913933007
2010-12,407.807493233936
2011-01,391.68755716311085
2011-02,418.5319818603947
2011-03,411.7917657264962
2011-04,420.941703183381
2011-05,417.2745922070467
2011-06,398.8180007503044
2011-07,399.65086473712614
2011-08,370.35493736663614
2011-09,338.05953654410723
2011-10,382.2071600791623
2011-11,377.2282999586874
2011-12,382.93121319380765
2012-01,392.8918958114903
2012-02,443.9978646962065
2012-03,429.47723308842257
2012-04,422.71830035969873
2012-05,386.5202131198959
2012-06,408.2820420815359
2012-07,436.3450571547855
2012-08,455.5795678757219
2012-09,457.6487552531913
2012-10,449.23056028798385
2012-11,450.4044879509885
2012-12,451.31550713954573
2013-01,467.4203394536303
2013-02,465.60301690920767
2013-03,465.47091909723366
2013-04,470.3947891916061
2013-05,477.50900946640496
2013-06,437.0704933769821
2013-07,463.7651063776756
2013-08,458.85244949761017
2013-09,458.21362535650917
2013-10,488.3124919977795
2013-11,474.90995301458724
2013-12,476.6804359791024
2014-01,455.7542240559903
2014-02,478.56303662851
2014-03,486.974421609985
2014-04,507.99819046834637
2014-05,543.9709226760522
2014-06,543.2563847534154
2014-07,534.9085658540363
2014-08,553.8143999050842
2014-09,545.5025577817476
2014-10,496.02193252889776
2014-11,444.6209084628929
2014-12,427.6408244605731
2015-01,464.1348884580108
2015-02,498.38042607868044
2015-03,493.1526127046867
2015-04,528.2665934971681
2015-05,522.3276289788588
2015-06,493.82990839535336
2015-07,483.09610605909705
2015-08,421.1318855204637
2015-09,398.96595680026314
2015-10,431.5192059363872
2015-11,447.38592851052766
2015-12,408.599434799986
2016-01,388.27021348500716
2016-02,393.56653702175316
2016-03,396.5998989649775
2016-04,425.6749514918175
2016-05,427.15246484270244
2016-06,419.51094874664653
2016-07,414.8029427818209
2016-08,426.5745711766182
2016-09,441.08851945734
2016-10,449.00988966678153
2016-11,463.7442597315902
2016-12,482.27332588143554
2017-01,501.76323918106993
2017-02,497.5063325950904
2017-03,482.74766425717263
2017-04,475.19615297966175
2017-05,485.0230592882888
2017-06,474.30656353574966
2017-07,513.7875277028478
2017-08,521.9383729741689
2017-09,545.804260740282
2017-10,559.3753378678547
2017-11,536.8918472183246
2017-12,549.0552568652084
2018-01,560.7733421756901
2018-02,562.4722805588225
2018-03,548.7310386801664
2018-04,573.8334053363217
2018-05,586.5979275385895
2018-06,595.1822587920515
2018-07,599.0065620491129
