Date,NIGERIA SMALL CAP
2010-11,1000.0
2010-12,984.922937497818
2011-01,1062.7724119877892
2011-02,1022.8074186797111
2011-03,924.3283358498852
2011-04,996.3498348874557
2011-05,1006.2767003069013
2011-06,977.4496837111443
2011-07,887.2956619826765
2011-08,772.8732902289792
2011-09,650.2418509992192
2011-10,639.1086798194395
2011-11,583.5451596124205
2011-12,554.6265729248174
2012-01,538.0937681211552
2012-02,587.2843034253817
2012-03,574.4656327174927
2012-04,610.8885941819259
2012-05,598.2482319219356
2012-06,540.1834873472189
2012-07,557.5581697430938
2012-08,574.6133465125638
2012-09,663.1120561084111
2012-10,717.8482725176623
2012-11,733.5963360707086
2012-12,763.9091445059646
2013-01,946.8428427493443
2013-02,947.6762783842802
2013-03,983.1419879668481
2013-04,934.0906329144753
2013-05,1090.2720341033198
2013-06,1025.730916998239
2013-07,1068.5229740393681
2013-08,956.9015919182942
2013-09,968.2192349060676
2013-10,1043.2668628816575
2013-11,1121.490120875398
2013-12,1278.1000630153965
2014-01,1185.1630960330344
2014-02,1149.8073292970219
2014-03,1047.591587044104
2014-04,1059.8764110230609
2014-05,1157.6335844530668
2014-06,1266.3846748591973
2014-07,1264.3228197606606
2014-08,1259.7727835091214
2014-09,1216.3270927810674
2014-10,1046.2393039812289
2014-11,900.6407789633735
2014-12,771.5628430686576
2015-01,671.5598549302368
2015-02,623.0916266281404
2015-03,668.8347410471631
2015-04,743.321769871297
2015-05,746.0646214572819
2015-06,708.9349536145459
2015-07,638.151677428579
2015-08,607.2746829569206
2015-09,592.9161024751345
2015-10,528.2229473095556
2015-11,500.1694079541721
2015-12,483.21237819470406
2016-01,427.11850165202014
2016-02,392.8715522345921
2016-03,407.19116951354613
2016-04,405.848776572198
2016-05,481.781027153723
2016-06,345.91212543296047
2016-07,274.7459679058285
2016-08,263.0805390918313
2016-09,278.85153407050996
2016-10,266.16641818779595
2016-11,241.99816877526314
2016-12,257.03545524948595
2017-01,260.1317880617766
2017-02,238.99882311785495
2017-03,244.47117208152633
2017-04,263.449862
2017-05,287.350583
2017-06,325.800841
2017-07,338.272931
2017-08,283.73851
2017-09,275.909176
2017-10,300.973582
2017-11,323.22045
2017-12,339.93709
2018-01,426.270961
2018-02,390.679783
2018-03,401.04529
2018-04,397.3048544949815
2018-05,342.4873963172202
2018-06,350.51576609770757
2018-07,320.466519387672
2018-08,295.07025418378123
2018-09,276.8846556606508
2018-10,268.424544371134
2018-11,253.72333160434266
2018-12,265.39983022911264
2019-01,253.64786850542419
2019-02,257.0301194907706
2019-03,244.78163858115684
2019-04,217.32417085250034
2019-05,202.67831685769494
2019-06,205.0830582943101
2019-07,195.2745794710107
2019-08,185.61969959506567
2019-09,203.53747627137548
2019-10,189.1761897302046
2019-11,210.59209792498058
2019-12,216.3937464089284
2020-01,221.81270748378893
2020-02,185.2321425263185
2020-03,143.07756111906772
2020-04,162.378744949333
2020-05,180.55960264835187
2020-06,168.18923715925507
2020-07,160.7572360534833
2020-08,165.07517214294407
2020-09,176.32255972249004
2020-10,213.13756611429957
2020-11,237.85046862477438
2020-12,228.23413315389737
2021-01,257.3581709747226
2021-02,219.6617963076523
2021-03,217.05685595061365
2021-04,217.10592841166243
2021-05,220.19207112574264
2021-06,227.59835035575964
2021-07,236.5180810898541
2021-08,234.1427354143144
2021-09,240.14138093152616
2021-10,281.62311881582633
2021-11,278.9824064649646
2021-12,276.5078926863638
2022-01,296.2766409992033
2022-02,307.2262436590262
2022-03,302.9073183424434
2022-04,321.7980115414981
2022-05,324.2271650750751
2022-06,310.49615428384567
2022-07,290.60813444815903
2022-08,287.2318512608957
2022-09,276.81130417936083
2022-10,264.5562261188777
2022-11,267.732768992336
2022-12,263.5613493293682
2023-01,283.7477553305806
2023-02,294.0236822380745
2023-03,280.7652375312832
2023-04,289.3288179403047
2023-05,350.6539688190458
2023-06,257.3343359863352
2023-07,270.56050806204564
