Date,GERMANY SMALL CAP
2018-01,569.614876
2018-02,541.425057
2018-03,531.15766
2018-04,538.2848543133781
2018-05,527.1801244489399
2018-06,506.9192701120638
2018-07,530.1656485305283
2018-08,531.0216890231603
2018-09,503.05282827781025
2018-10,452.25116502708585
2018-11,440.00657933019215
2018-12,406.9544705817768
2019-01,452.142170810927
2019-02,457.01061643097336
2019-03,460.6821904257821
2019-04,486.576585700186
2019-05,452.92040533033264
2019-06,479.2556891723057
2019-07,468.37889454640055
2019-08,454.74246892330217
2019-09,458.2110007757118
2019-10,481.80620336930264
2019-11,492.76396332596795
2019-12,524.9658280758722
2020-01,507.8179363231493
2020-02,461.67595263162076
2020-03,384.1293007525048
2020-04,423.18802145864106
2020-05,473.01111576442844
2020-06,492.21219092196833
2020-07,517.3264335722054
2020-08,551.451041185702
2020-09,544.3129718633372
2020-10,495.7777994228537
2020-11,603.6650061888853
2020-12,659.0489876984253
2021-01,681.2846320077149
2021-02,687.7449272611323
2021-03,676.4901162501864
2021-04,720.2916397987238
2021-05,737.654021778982
2021-06,713.497059399328
2021-07,726.1641906281678
2021-08,749.4993770260212
2021-09,717.3163760330768
2021-10,730.7761443039303
2021-11,680.590358712918
2021-12,705.195046401518
2022-01,654.1297584597222
2022-02,646.2098667704075
2022-03,640.2083369948534
2022-04,596.8593470399198
2022-05,594.8729272883376
2022-06,493.31018288098346
2022-07,511.61798898134793
2022-08,468.0663721137069
2022-09,399.1615777172437
2022-10,433.86058884276724
2022-11,491.73577931370386
2022-12,491.3802595170351
2023-01,561.3522276117077
2023-02,557.7774061757773
2023-03,551.936253736761
2023-04,565.0327360470698
2023-05,524.063596228131
2023-06,551.7894645404916
2023-07,573.5243403208248
