Date,GERMANY SMALL CAP
2000-12,100.0
2001-01,110.53461157287809
2001-02,99.84376397755769
2001-03,87.80063231906738
2001-04,91.51945037185791
2001-05,88.80320036563856
2001-06,81.77939800017984
2001-07,77.24843521250135
2001-08,73.63570193879792
2001-09,65.21656443938048
2001-10,72.79680170265895
2001-11,79.1020013498756
2001-12,77.83744454010635
2002-01,75.83447254469176
2002-02,73.7170367457207
2002-03,76.25397495050488
2002-04,79.3740529546675
2002-05,78.590365294515
2002-06,74.81009251459334
2002-07,64.00470132619199
2002-08,62.210404396441064
2002-09,51.18465194859109
2002-10,57.00551921500605
2002-11,57.432707182691814
2002-12,52.967804896933444
2003-01,55.07872194891577
2003-02,52.809139097840614
2003-03,53.56684561334795
2003-04,65.11645389907383
2003-05,69.23546767642257
2003-06,70.81387303307797
2003-07,75.74560592318092
2003-08,76.63042061990876
2003-09,81.33572271742413
2003-10,90.16342138489497
2003-11,92.6614939322443
2003-12,98.05391819915103
2004-01,105.20066684026288
2004-02,109.21793039673506
2004-03,104.487460603866
2004-04,103.77571971502778
2004-05,102.51239972611779
2004-06,106.20297974714317
2004-07,101.19764042989283
2004-08,98.17033317589714
2004-09,103.81470718281759
2004-10,107.86000353077397
2004-11,118.85187109878504
2004-12,126.52340771147979
2005-01,128.74423614484277
2005-02,136.64184432494386
2005-03,131.3524403286665
2005-04,122.24512716630696
2005-05,125.82450163158272
2005-06,131.41871415782444
2005-07,140.38526811682203
2005-08,142.35901407981058
2005-09,146.48499403189288
2005-10,134.25001259291525
2005-11,138.13852794447877
2005-12,144.10054405605646
2006-01,162.96282097877784
2006-02,165.44828276640294
2006-03,168.80513258870437
2006-04,175.782075610718
2006-05,165.62330199968503
2006-06,161.7778154779522
2006-07,158.05474839876368
2006-08,159.47663619245435
2006-09,165.68458420105986
2006-10,174.68303917139406
2006-11,184.5334531194386
2006-12,195.3116358218848
2007-01,202.94842851273503
2007-02,204.3555196231463
2007-03,217.53669164751489
2007-04,233.04935257663132
2007-05,235.51692056639234
2007-06,237.19761474377157
2007-07,232.644813605875
2007-08,223.67535707653198
2007-09,232.60978102121103
2007-10,239.02819543440432
2007-11,221.26508429696315
2007-12,220.0031603113881
2008-01,193.10860463071162
2008-02,203.43493511692847
2008-03,207.20088301351046
2008-04,215.13349977053667
2008-05,219.2407818898858
2008-06,202.56658807476398
2008-07,190.45658720290433
2008-08,186.1523794534307
2008-09,144.44544106839462
2008-10,100.22511268619957
2008-11,98.49193138093244
2008-12,118.41885823769168
2009-01,99.48831606740254
2009-02,90.50540657603553
2009-03,97.66693460333111
2009-04,118.65511891960946
2009-05,133.9125308609875
2009-06,134.01504189734777
2009-07,144.44593074952638
2009-08,158.0776358583225
2009-09,176.8935860230229
2009-10,169.35505552400858
2009-11,182.83632166713227
2009-12,182.31651665663017
2010-01,178.24834177379628
2010-02,174.79617532195232
2010-03,186.8904972225781
2010-04,186.4020952727389
2010-05,162.71277121918564
2010-06,161.7680163027481
2010-07,179.9605979075411
2010-08,171.07161140995117
2010-09,196.00720809293514
2010-10,213.8622053254095
2010-11,201.89474783406615
2010-12,229.37624587340994
2011-01,234.8909804539222
2011-02,238.0339049845857
2011-03,248.16607331776478
2011-04,267.7405048789002
2011-05,260.6793638279813
2011-06,261.38743244542
2011-07,242.32682667744464
2011-08,213.77300382135812
2011-09,181.09839350508
2011-10,202.20308203382814
2011-11,190.58116131166534
2011-12,180.3482294551583
2012-01,197.51034746643197
2012-02,212.38256895390242
2012-03,213.37439857032678
2012-04,216.05652854931932
2012-05,189.50704967160505
2012-06,195.43857920274542
2012-07,196.39794371800784
2012-08,203.04108186695447
2012-09,211.36220103401277
2012-10,220.16752457987522
2012-11,226.45884093048954
2012-12,233.35425889067247
2013-01,249.90520448345058
2013-02,253.99097531101503
2013-03,247.04544502400879
2013-04,252.07555666826636
2013-05,262.0535418606393
2013-06,250.90635993647896
2013-07,265.4906307532509
2013-08,268.0190076809917
2013-09,288.94633287888524
2013-10,304.6907015963774
2013-11,309.35047070531414
2013-12,314.27613567265513
2014-01,316.4377033009241
2014-02,337.56208503058934
2014-03,328.9801949095398
2014-04,328.312065684713
2014-05,339.3719453048233
2014-06,339.5237605029805
2014-07,307.8835595181677
2014-08,306.84365946347975
2014-09,291.3262589065564
2014-10,286.7845935694766
2014-11,302.72497313285015
2014-12,299.6254246765162
2015-01,301.2718531341724
2015-02,320.87118087528216
2015-03,312.64161389059706
2015-04,322.7245937087163
2015-05,323.3392032203364
2015-06,317.3402188464635
2015-07,328.63687940616916
2015-08,320.8622485413698
2015-09,317.94377892754517
2015-10,334.1027687471055
2015-11,328.5746207249481
2015-12,334.43795098083456
2016-01,308.0388908875663
2016-02,306.10475979961296
2016-03,337.53786184019094
2016-04,337.75924754181113
2016-05,344.78780583569517
2016-06,326.04915859210973
2016-07,350.8274710702419
2016-08,351.1495641089302
2016-09,358.40806879077
2016-10,342.8210347245376
2016-11,323.9241162008193
2016-12,338.23926079668547
2017-01,354.29098711510176
2017-02,360.7402477713481
2017-03,378.6873291796073
2017-04,399.323478
2017-05,432.104507
2017-06,424.837112
2017-07,455.123338
2017-08,470.411572
2017-09,497.1797
2017-10,504.060267
2017-11,517.337021
2017-12,532.021446
