Date,INDIA SMALL CAP
2011-04,1132.3230304948117
2011-05,1067.7115785538422
2011-06,1067.9314378077534
2011-07,1091.8024499433075
2011-08,936.5962248340828
2011-09,864.0277782865288
2011-10,889.4704022676823
2011-11,730.4416739397415
2011-12,641.1368266043777
2012-01,804.8641779036112
2012-02,885.4557714248004
2012-03,839.471658337676
2012-04,806.8122923770768
2012-05,701.2278095235154
2012-06,740.0267622005874
2012-07,727.542859205774
2012-08,716.3740445620143
2012-09,843.7769648605444
2012-10,825.1987312010893
2012-11,864.04711972291
2012-12,873.9211348361229
2013-01,879.2722348068412
2013-02,770.1328693978033
2013-03,751.9330741273699
2013-04,787.5196265358587
2013-05,754.2347930930647
2013-06,671.1577139073643
2013-07,611.7678239382749
2013-08,541.0317988612245
2013-09,609.2377423294483
2013-10,684.434101249947
2013-11,690.5996086156262
2013-12,750.0011209030241
2014-01,699.6478156446206
2014-02,732.3994445876995
2014-03,834.4880373985369
2014-04,856.2233745847319
2014-05,1017.5869697128423
2014-06,1107.108037646748
2014-07,1087.9507201897989
2014-08,1103.3982465515815
2014-09,1108.3474650265862
2014-10,1150.1900137048992
2014-11,1188.581561226847
2014-12,1176.8168657398016
2015-01,1254.680537710977
2015-02,1276.779908228758
2015-03,1249.1692376908618
2015-04,1184.5155400513452
2015-05,1214.273840364034
2015-06,1182.9857289254678
2015-07,1251.837325038404
2015-08,1133.5241136801587
2015-09,1156.7515896334887
2015-10,1191.052450715255
2015-11,1183.8733582387015
2015-12,1204.9159835761757
2016-01,1078.8329898098239
2016-02,945.192404675614
2016-03,1093.5241657973245
2016-04,1130.7587980222368
2016-05,1132.915702941006
2016-06,1189.6884653802294
2016-07,1261.8597597945334
2016-08,1304.3865376536016
2016-09,1316.1716297600917
2016-10,1372.8891797013882
2016-11,1225.7779708318749
2016-12,1208.6474292479365
2017-01,1292.859509889552
2017-02,1417.4105168444978
2017-03,1534.8770653572285
2017-04,1637.213595
2017-05,1598.646055
2017-06,1641.020782
2017-07,1714.187029
2017-08,1716.659146
2017-09,1681.650223
2017-10,1830.337306
2017-11,1887.815973
2017-12,2018.203386
2018-01,1982.485831
2018-02,1874.903218
2018-03,1773.442496
2018-04,1869.3456390372592
2018-05,1738.4420335227137
2018-06,1618.9055837856397
2018-07,1683.0401238844433
2018-08,1696.8578870982421
2018-09,1404.6888543172672
2018-10,1355.2789332737614
2018-11,1464.5379338167043
2018-12,1493.9020738464285
2019-01,1400.5120803578498
2019-02,1384.1918972649091
2019-03,1560.1908375096543
2019-04,1512.8401351948119
2019-05,1539.2261484801786
2019-06,1505.8717902521564
2019-07,1370.9090817371966
2019-08,1302.555614232127
2019-09,1355.8133280645015
2019-10,1408.525862
2019-11,1421.9133972636532
2019-12,1424.4045366308196
2020-01,1509.5732627705208
2020-02,1405.0413973501581
2020-03,917.971465314384
2020-04,1058.8986885413533
2020-05,1034.1659587441666
2020-06,1172.7408014911464
2020-07,1259.5432464958465
2020-08,1389.0586722751245
2020-09,1426.1116604754986
2020-10,1417.3824216172488
2020-11,1608.5734011978413
2020-12,1722.6869522935092
2021-01,1739.128508909918
2021-02,1945.1361153217947
2021-03,1999.9753853573254
2021-04,2015.0466775318912
2021-05,2185.269814668153
2021-06,2260.4805506199723
2021-07,2380.0248552218372
2021-08,2433.5522827873324
2021-09,2552.6005424660593
2021-10,2521.0675091283383
2021-11,2475.2573947934075
2021-12,2603.458489037468
2022-01,2551.3990869370778
2022-02,2327.913452241961
2022-03,2434.6622189353157
2022-04,2425.4075626628164
2022-05,2222.368264205731
2022-06,2064.4593852821695
2022-07,2244.1870508891525
2022-08,2359.7996973665745
2022-09,2295.4781864616925
2022-10,2282.518177914034
2022-11,2349.8966327109006
2022-12,2253.8920858037914
2023-01,2242.8093048824667
2023-02,2177.413404545901
2023-03,2159.29588350096
2023-04,2277.8785784206325
2023-05,2374.2425388178094
2023-06,2550.571156877215
2023-07,2712.721495096851
