Date,RUSSIA SMALL GROWTH
1997-11,374.76523417643614
1997-12,320.5598097180767
1998-01,227.69934378429312
1998-02,243.8378891555633
1998-03,217.52285363488608
1998-04,196.739984239018
1998-05,153.50652367277434
1998-06,127.13179724158522
1998-07,100.76317907418256
1998-08,70.96750782757367
1998-09,8.321540103559494
1998-10,22.437165621168376
1998-11,24.145748550808207
1998-12,16.020695416916265
1999-01,19.272098824997048
1999-02,19.220523838556222
1999-03,23.48855090303551
1999-04,22.07404953830901
1999-05,26.48058978409022
1999-06,37.120011337311276
1999-07,34.441143962452095
1999-08,31.38306464286749
1999-09,27.002296092093484
1999-10,29.63836156347902
1999-11,34.509724064218545
1999-12,40.195847017249804
2000-01,59.552636707162854
2000-02,67.17105598852717
2000-03,73.08653048090663
2000-04,68.48630403432281
2000-05,85.88459033430011
2000-06,74.82286099998967
2000-07,83.82520944081645
2000-08,95.00018612288603
2000-09,88.72515554153082
2000-10,85.12481517474669
2000-11,71.58879010554286
2000-12,71.34770464500464
2001-01,77.63827155012804
2001-02,82.67409737878933
2001-03,84.66833992627001
2001-04,86.0067500680062
2001-05,93.21579830070455
2001-06,95.01559552254344
2001-07,90.47800441672373
2001-08,94.94768718011501
2001-09,91.71117600504144
2001-10,98.40084698547228
2001-11,115.7257034325896
2001-12,130.01970235096195
2002-01,147.94391927270615
2002-02,158.7547251353948
2002-03,186.96250104615117
2002-04,198.3850545743956
2002-05,199.39115927348644
2002-06,170.55797793751086
2002-07,158.35959804891223
2002-08,164.84017013124736
2002-09,175.95261245528417
2002-10,201.19104358846278
2002-11,203.58137262442318
2002-12,188.17583921278307
2003-01,187.85160738967974
2003-02,200.74436805016452
2003-03,191.18966250429264
2003-04,202.64225297925614
2003-05,219.5474342443684
2003-06,231.6133991516339
2003-07,222.13210899661078
2003-08,290.3307717726069
2003-09,292.5255740377514
2003-10,285.44506200646595
2003-11,272.0994490147312
2003-12,294.3452170743316
2004-01,307.62168208366427
2004-02,324.14468777730104
2004-03,334.50944786742883
2004-04,302.517099812214
2004-05,292.08881997257697
2004-06,292.0624761287521
2004-07,244.13794689218338
2004-08,274.0848684556983
2004-09,300.81582712002466
2004-10,319.76549950879166
2004-11,294.03406851910785
2004-12,304.2250947601788
2005-01,322.2906066323347
2005-02,344.23644454269356
2005-03,321.4038841509306
2005-04,308.7760605312096
2005-05,323.73870133536207
2005-06,321.47230639491846
2005-07,355.93512394365035
2005-08,415.22537691489407
2005-09,508.3203524391585
2005-10,479.0070750412931
2005-11,496.45605355739593
2005-12,530.1224560597109
2006-01,584.6614933976584
2006-02,678.232253443242
2006-03,683.8283135788641
2006-04,701.332886680797
2006-05,611.1348319965966
2006-06,559.3927713751496
2006-07,629.7632045285153
2006-08,659.1616669297549
2006-09,675.2372201814482
2006-10,693.73324390932
2006-11,770.6183752241252
2006-12,928.2046701536599
2007-01,926.7404445005071
2007-02,934.864976155966
2007-03,987.3999818586329
2007-04,1010.0482272015902
2007-05,1000.0
2007-06,1013.373799984968
2007-07,1027.652290372856
2007-08,955.4841030780921
2007-09,942.4056427156645
2007-10,1014.9863053684379
2007-11,1010.4243120464357
2007-12,1046.129220409491
2008-01,966.2954307348263
2008-02,980.4909867914533
2008-03,1003.8965518788586
2008-04,950.8109701749987
2008-05,969.0224370049006
2008-06,957.5219470424062
2008-07,855.060183976405
2008-08,767.0248658975122
2008-09,509.60648114080516
2008-10,248.3135351671748
2008-11,166.7030606356289
2008-12,135.31430000209076
2009-01,109.99154027311297
2009-02,106.73475460690324
2009-03,122.83439729916422
2009-04,197.17911738046584
2009-05,273.87736254309243
2009-06,294.3544068246564
2009-07,328.1839080918991
2009-08,363.6133609940877
2009-09,426.4913130578439
2009-10,455.50335839570016
2009-11,428.5047331049066
2009-12,480.20668213382106
2010-01,512.281880339152
2010-02,547.1454793977598
2010-03,626.2747758634314
2010-04,614.7870111640709
2010-05,519.9291613628839
2010-06,488.34915096065373
2010-07,509.6746269272995
2010-08,532.8943506538882
2010-09,574.6088759790719
2010-10,581.0206784157174
2010-11,611.3359295453042
2010-12,672.8278416327742
2011-01,684.9608030571864
2011-02,677.5038420686027
2011-03,675.8232038170751
2011-04,651.0964510099905
2011-05,592.1935982131305
2011-06,561.6266227052441
2011-07,582.8736816670573
2011-08,476.460212431817
2011-09,370.50207168305315
2011-10,403.0694064085181
2011-11,356.2152465955132
2011-12,309.26490894262565
2012-01,360.8839354850384
2012-02,380.3231723585814
2012-03,366.5409697791266
2012-04,341.42454315396606
2012-05,265.81643012120065
2012-06,274.8910489535673
2012-07,274.7079879256089
2012-08,273.9848078752902
2012-09,293.0523201597907
2012-10,281.8378921378247
2012-11,277.10745846103714
2012-12,297.32500407765957
2013-01,332.5575765560669
2013-02,322.06023634864624
2013-03,293.37494157969365
2013-04,275.3434121674783
2013-05,270.487178464281
2013-06,266.9181264028107
2013-07,264.0704107663455
2013-08,244.61565929072722
2013-09,260.03403747628596
2013-10,271.3326952520488
2013-11,259.24892606896856
2013-12,278.5877643091696
2014-01,233.12427158211688
2014-02,226.48101863610006
2014-03,223.69967863782404
2014-04,216.42556615242975
2014-05,244.85002103139306
2014-06,242.31064518834003
2014-07,220.57874607766817
2014-08,240.5449347767856
2014-09,224.81841523193927
2014-10,200.14757163842287
2014-11,165.1877940635769
2014-12,99.75979674694236
2015-01,107.6191018904473
2015-02,135.8586626906654
2015-03,123.90111279856355
2015-04,143.52213553629986
2015-05,134.58919575056274
2015-06,125.10953671351125
2015-07,115.39280826449384
2015-08,108.17360213706225
2015-09,101.82538300492881
2015-10,122.37473476609286
2015-11,123.15022050636375
2015-12,112.27365362366434
2016-01,104.64803250858904
2016-02,104.67884531963811
2016-03,133.02846039430807
2016-04,144.6251854115492
2016-05,143.70978656112288
2016-06,152.5014217159901
2016-07,151.45407469570904
2016-08,170.58966195633886
2016-09,189.28127470096317
2016-10,203.96071328579137
2016-11,213.5223647771156
2016-12,241.25933718141155
2017-01,265.58259588521986
2017-02,254.20607012744344
2017-03,265.62837699884403
2017-04,267.890896
2017-05,272.065342
2017-06,264.452823
2017-07,284.128004
2017-08,301.931328
2017-09,300.521349
2017-10,292.733252
2017-11,266.737016
2017-12,259.206541
2018-01,264.057068
2018-02,269.946585
2018-03,269.248271
2018-04,242.88059754011724
2018-05,244.587843090745
2018-06,238.60925940249524
2018-07,230.59379359432043
2018-08,218.00823289972027
2018-09,220.23178040908024
2018-10,206.1064270176161
2018-11,209.25020314605547
2018-12,198.214292
2019-01,215.52258657912876
2019-02,215.98423559783325
2019-03,210.58842282103686
2019-04,215.28847089536265
2019-05,211.96649154237602
2019-06,226.58550721842744
2019-07,233.02771622686413
2019-08,221.10027414969994
2019-09,222.102012657492
2019-10,231.99637105676803
2019-11,238.44194066244657
2019-12,255.58335927479766
2020-01,270.6909084880638
2020-02,234.83113726395317
2020-03,169.52540558043756
2020-04,183.14677724620628
2020-05,196.3326426493878
2020-06,212.52213529409912
2020-07,247.5012340180522
2020-08,258.2491645081938
2020-09,251.26188252914557
2020-10,234.17084025211275
2020-11,298.42953322815043
2020-12,310.9499672561496
2021-01,359.51639036825657
2021-02,429.9682013758516
2021-03,426.742300933479
2021-04,417.95689296433244
2021-05,436.5020625646733
2021-06,441.6354006464353
2021-07,439.9610513297373
2021-08,455.441980071821
2021-09,445.09872136843114
2021-10,467.92922577794275
2021-11,413.6066715970195
2021-12,401.1589759907359
2022-01,366.1894750974593
2022-02,183.9166759948441
